"","X","state","pollster","start.date","end.date","entry.date.time..et.","number.of.observations","population","mode","obama","romney","undecided","other","pollster.url","source.url","partisan","affiliation","question.text","question.iteration","other.nonas","decided.total","romney.defs","obama.defs","other.defs"
"147",147,"--","JZ Analytics","2012-09-11","2012-09-12","2012-09-13T22:10:21Z",1014,"Likely Voters","Internet",48,42,10,NA,"http://elections.huffingtonpost.com/pollster/polls/jz-analytics-15031","http://www.jzanalytics.com/DATA/Crosstabs_US_Voters_091112.pdf","Nonpartisan","None",NA,1,0,90,46.6666666666667,53.3333333333333,NA
"148",148,"--","Rasmussen","2012-09-10","2012-09-12","2012-09-13T09:53:38Z",1500,"Likely Voters","Automated Phone",46,47,5,3,"http://elections.huffingtonpost.com/pollster/polls/rasmussen-14995","http://www.rasmussenreports.com/public_content/archive/2012_presidential_election_matchups2","Nonpartisan","None",NA,1,3,96,48.9583333333333,47.9166666666667,3.125
"149",149,"--","CBS/Times","2012-09-08","2012-09-12","2012-09-14T10:21:30Z",1162,"Likely Voters","Live Phone",49,46,4,NA,"http://elections.huffingtonpost.com/pollster/polls/cbs-times-15036","http://s3.documentcloud.org/documents/432864/latest-cbs-news-new-york-times-poll.pdf","Nonpartisan","None",NA,1,0,95,48.4210526315789,51.5789473684211,NA
"150",150,"--","Democracy Corps (D)","2012-09-08","2012-09-12","2012-09-13T11:54:14Z",1000,"Likely Voters","Live Phone",50,45,2,2,"http://elections.huffingtonpost.com/pollster/polls/democracy-corps-d-15006","http://www.democracycorps.com/attachments/article/908/dcor.political.fq.09132012.web.pdf","Pollster","Dem",NA,1,2,97,46.3917525773196,51.5463917525773,2.06185567010309
"151",151,"--","FOX","2012-09-09","2012-09-11","2012-09-12T18:43:03Z",1056,"Likely Voters","Live Phone",48,43,8,1,"http://elections.huffingtonpost.com/pollster/polls/fox-14991","http://www.foxnews.com/politics/interactive/2012/09/12/fox-news-poll-obama-tops-romney-in-post-convention-poll-most-say-country-still/","Nonpartisan","None",NA,1,1,92,46.7391304347826,52.1739130434783,1.08695652173913
"152",152,"--","YouGov/Economist","2012-09-08","2012-09-10","2012-09-12T10:41:12Z",818,"Registered Voters","Internet",49,45,2,NA,"http://elections.huffingtonpost.com/pollster/polls/yougov-economist-14980","http://cdn.yougov.com/cumulus_uploads/document/38mwx7z6ey/econToplines.pdf","Nonpartisan","None",NA,1,0,94,47.8723404255319,52.1276595744681,NA
"153",153,"--","Esquire/Yahoo! News","2012-09-07","2012-09-10","2012-09-13T11:31:57Z",724,"Likely Voters","Live Phone",50,46,4,1,"http://elections.huffingtonpost.com/pollster/polls/esquire-yahoo-news-15005","http://www.esquire.com/cm/esquire/data/esquire-yahoo-results-1.pdf","Nonpartisan","None",NA,1,1,97,47.4226804123711,51.5463917525773,1.03092783505155
"154",154,"--","Ipsos/Reuters","2012-09-07","2012-09-10","2012-09-12T10:21:27Z",873,"Likely Voters","Live Phone",48,45,4,3,"http://elections.huffingtonpost.com/pollster/polls/ipsos-reuters-14978","http://big.assets.huffingtonpost.com/ReutersIpsosSeptember2012.pdf","Nonpartisan","None",NA,1,3,96,46.875,50,3.125
"155",155,"--","DailyKos/SEIU/PPP (D)","2012-09-07","2012-09-09","2012-09-11T10:23:02Z",1000,"Likely Voters","Automated Phone",50,44,6,NA,"http://elections.huffingtonpost.com/pollster/polls/dailykos-seiu-ppp-d-14960","http://elections.dailykos.com/weeklypolling/2012/9/7","Sponsor","Dem",NA,1,0,94,46.8085106382979,53.1914893617021,NA
"156",156,"--","ABC/Post","2012-09-07","2012-09-09","2012-09-11T07:15:11Z",710,"Likely Voters","Live Phone",49,48,NA,NA,"http://elections.huffingtonpost.com/pollster/polls/abc-post-14957","http://www.langerresearch.com/uploads/1140a1AftertheConventions.pdf","Nonpartisan","None",NA,1,0,97,49.4845360824742,50.5154639175258,NA
"157",157,"--","CNN","2012-09-07","2012-09-09","2012-09-10T16:19:11Z",709,"Likely Voters","Live Phone",52,46,3,NA,"http://elections.huffingtonpost.com/pollster/polls/cnn-14952","http://politicalticker.blogs.cnn.com/2012/09/10/cnn-poll-obama-up-six-points-over-romney/","Nonpartisan","None",NA,1,0,98,46.9387755102041,53.0612244897959,NA
"158",158,"--","Rasmussen","2012-09-07","2012-09-09","2012-09-10T09:55:26Z",1500,"Likely Voters","Automated Phone",50,45,NA,NA,"http://elections.huffingtonpost.com/pollster/polls/rasmussen-14941","http://www.rasmussenreports.com/public_content/archive/2012_presidential_election_matchups2","Nonpartisan","None",NA,1,0,95,47.3684210526316,52.6315789473684,NA
"159",159,"--","TIPP/Investor's Business Daily/Christian Science Monitor","2012-09-04","2012-09-09","2012-09-10T15:35:32Z",808,"Registered Voters","Live Phone",46,44,10,NA,"http://elections.huffingtonpost.com/pollster/polls/tipp-investor-s-business-daily-christian-science-monitor-14951","http://www.tipponline.com/presidency/news/presidency/race-tightens-as-obama-advantage-narrows-to-2-points","Nonpartisan","None",NA,1,0,90,48.8888888888889,51.1111111111111,NA
"160",160,"--","Gallup","2012-09-03","2012-09-09","2012-09-11T13:11:51Z",3000,"Registered Voters","Live Phone",49,44,NA,NA,"http://elections.huffingtonpost.com/pollster/polls/gallup-14967","http://www.gallup.com/poll/150743/Obama-Romney.aspx","Nonpartisan","None",NA,1,0,93,47.3118279569892,52.6881720430108,NA
"161",161,"--","Ipsos/Reuters (Web)","2012-09-04","2012-09-08","2012-09-08T22:33:20Z",1457,"Likely Voters","Internet",47,43,8,2,"http://elections.huffingtonpost.com/pollster/polls/ipsos-reuters-web-14933","http://big.assets.huffingtonpost.com/reutersipsos090812.pdf","Nonpartisan","None",NA,1,2,92,46.7391304347826,51.0869565217391,2.17391304347826
"162",162,"--","ARG","2012-09-04","2012-09-06","2012-09-07T12:45:32Z",1200,"Likely Voters","Live Phone",46,49,5,NA,"http://elections.huffingtonpost.com/pollster/polls/arg-14921","http://americanresearchgroup.com/economy/","Nonpartisan","None",NA,1,0,95,51.5789473684211,48.4210526315789,NA
"163",163,"--","Rasmussen","2012-09-04","2012-09-06","2012-09-07T10:26:10Z",1500,"Likely Voters","Automated Phone",45,46,NA,NA,"http://elections.huffingtonpost.com/pollster/polls/rasmussen-14910","http://www.rasmussenreports.com/public_content/archive/2012_presidential_election_matchups2","Nonpartisan","None",NA,1,0,91,50.5494505494505,49.4505494505495,NA
"164",164,"--","YouGov/Economist","2012-09-01","2012-09-03","2012-09-05T12:41:21Z",737,"Registered Voters","Internet",47,46,4,NA,"http://elections.huffingtonpost.com/pollster/polls/yougov-economist-14895","http://cdn.yougov.com/cumulus_uploads/document/xlycixojrf/econToplines.pdf","Nonpartisan","None",NA,1,0,93,49.4623655913978,50.5376344086022,NA
"165",165,"--","Rasmussen","2012-09-01","2012-09-03","2012-09-04T10:18:09Z",1500,"Likely Voters","Automated Phone",45,47,NA,NA,"http://elections.huffingtonpost.com/pollster/polls/rasmussen-14873","http://www.rasmussenreports.com/public_content/archive/2012_presidential_election_matchups2","Nonpartisan","None",NA,1,0,92,51.0869565217391,48.9130434782609,NA
"166",166,"--","CNN","2012-08-31","2012-09-03","2012-09-04T16:19:49Z",735,"Likely Voters","Live Phone",48,48,3,NA,"http://elections.huffingtonpost.com/pollster/polls/cnn-14889","http://politicalticker.blogs.cnn.com/2012/09/04/cnn-poll-did-romney-get-a-convention-bounce/","Nonpartisan","None",NA,1,0,96,50,50,NA
"167",167,"--","Ipsos/Reuters (Web)","2012-08-29","2012-09-02","2012-09-03T02:01:11Z",1126,"Likely Voters","Internet",45,45,7,3,"http://elections.huffingtonpost.com/pollster/polls/ipsos-reuters-web-14857","http://big.assets.huffingtonpost.com/ipsos090212.pdf","Nonpartisan","None",NA,1,3,93,48.3870967741936,48.3870967741936,3.2258064516129
"168",168,"--","Gallup","2012-08-27","2012-09-02","2012-09-04T10:20:45Z",3000,"Registered Voters","Live Phone",47,46,NA,NA,"http://elections.huffingtonpost.com/pollster/polls/gallup-14875","http://www.gallup.com/poll/150743/Obama-Romney.aspx","Nonpartisan","None",NA,1,0,93,49.4623655913978,50.5376344086022,NA
"169",169,"--","Rasmussen","2012-08-29","2012-08-31","2012-09-03T02:07:09Z",1500,"Likely Voters","Automated Phone",44,47,NA,NA,"http://elections.huffingtonpost.com/pollster/polls/rasmussen-14860","http://www.rasmussenreports.com/public_content/archive/2012_presidential_election_matchups2","Nonpartisan","None",NA,1,0,91,51.6483516483517,48.3516483516484,NA
"170",170,"--","Rasmussen","2012-08-26","2012-08-28","2012-08-29T10:22:53Z",1500,"Likely Voters","Automated Phone",46,45,NA,NA,"http://elections.huffingtonpost.com/pollster/polls/rasmussen-14820","http://www.rasmussenreports.com/public_content/archive/2012_presidential_election_matchups2","Nonpartisan","None",NA,1,0,91,49.4505494505495,50.5494505494505,NA
"171",171,"--","Ipsos/Reuters (Web)","2012-08-24","2012-08-28","2012-08-28T18:05:45Z",1325,"Likely Voters","Internet",45,43,8,4,"http://elections.huffingtonpost.com/pollster/polls/ipsos-reuters-web-14818","http://big.assets.huffingtonpost.com/ReutersIpsosConvention082812.pdf","Nonpartisan","None",NA,1,4,92,46.7391304347826,48.9130434782609,4.34782608695652
"172",172,"--","YouGov/Economist","2012-08-25","2012-08-27","2012-08-29T13:06:06Z",759,"Registered Voters","Internet",46,47,4,NA,"http://elections.huffingtonpost.com/pollster/polls/yougov-economist-14826","http://cdn.yougov.com/cumulus_uploads/document/k7rcu50rvy/econToplines.pdf","Nonpartisan","None",NA,1,0,93,50.5376344086022,49.4623655913978,NA
"173",173,"--","Democracy Corps (D)","2012-08-23","2012-08-27","2012-08-29T13:20:41Z",1000,"Likely Voters","Live Phone",49,47,2,1,"http://elections.huffingtonpost.com/pollster/polls/democracy-corps-d-14827","http://www.democracycorps.com/attachments/article/906/dcor.nat.polt.082812.pdf","Pollster","Dem",NA,1,1,97,48.4536082474227,50.5154639175258,1.03092783505155
"174",174,"--","DailyKos/SEIU/PPP (D)","2012-08-23","2012-08-26","2012-08-28T12:15:01Z",1000,"Registered Voters","Automated Phone",50,44,6,NA,"http://elections.huffingtonpost.com/pollster/polls/dailykos-seiu-ppp-d-14809","http://elections.dailykos.com/weeklypolling/2012/8/23","Sponsor","Dem",NA,1,0,94,46.8085106382979,53.1914893617021,NA
"175",175,"--","CBS","2012-08-22","2012-08-26","2012-08-28T10:19:23Z",1051,"Registered Voters","Live Phone",46,45,8,2,"http://elections.huffingtonpost.com/pollster/polls/cbs-14807","http://www.scribd.com/doc/104119402/Aug1b-Ctm-Elec?secret_password=24vdx7v29toba1fa1ie","Nonpartisan","None",NA,1,2,93,48.3870967741936,49.4623655913978,2.1505376344086
"176",176,"--","Gallup","2012-08-20","2012-08-26","2012-08-27T13:02:23Z",3000,"Registered Voters","Live Phone",46,47,NA,NA,"http://elections.huffingtonpost.com/pollster/polls/gallup-14798","http://www.gallup.com/poll/150743/Obama-Romney.aspx","Nonpartisan","None",NA,1,0,93,50.5376344086022,49.4623655913978,NA
"177",177,"--","Rasmussen","2012-08-23","2012-08-25","2012-08-27T09:43:13Z",1500,"Likely Voters","Automated Phone",47,45,NA,NA,"http://elections.huffingtonpost.com/pollster/polls/rasmussen-14772","http://www.rasmussenreports.com/public_content/archive/2012_presidential_election_matchups2","Nonpartisan","None",NA,1,0,92,48.9130434782609,51.0869565217391,NA
"178",178,"--","ABC/Post","2012-08-22","2012-08-25","2012-08-27T09:51:37Z",857,"Registered Voters","Live Phone",46,47,3,5,"http://elections.huffingtonpost.com/pollster/polls/abc-post-14781","http://www.langerresearch.com/uploads/1139a1IntotheConventions.pdf","Nonpartisan","None",NA,1,5,98,47.9591836734694,46.9387755102041,5.10204081632653
"179",179,"--","CNN","2012-08-22","2012-08-23","2012-08-24T16:18:55Z",719,"Likely Voters","Live Phone",49,47,4,NA,"http://elections.huffingtonpost.com/pollster/polls/cnn-14768","http://i2.cdn.turner.com/cnn/2012/images/08/24/rel8a.pdf","Nonpartisan","None",NA,1,0,96,48.9583333333333,51.0416666666667,NA
"180",180,"--","Tarrance (R)","2012-08-19","2012-08-23","2012-08-27T10:10:05Z",801,"Likely Voters","Live Phone",47,46,7,NA,"http://elections.huffingtonpost.com/pollster/polls/tarrance-r-14782","http://thepublicnotice.org/wp-content/uploads/2012/08/Public-Notice-August-Monitor-Survey.-Release-copy.pdf","Pollster","Rep",NA,1,0,93,49.4623655913978,50.5376344086022,NA
"181",181,"--","Rasmussen","2012-08-20","2012-08-22","2012-08-23T11:10:58Z",1500,"Likely Voters","Automated Phone",45,45,NA,NA,"http://elections.huffingtonpost.com/pollster/polls/rasmussen-14744","http://www.rasmussenreports.com/public_content/archive/2012_presidential_election_matchups2","Nonpartisan","None",NA,1,0,90,50,50,NA
"182",182,"--","Resurgent Republic (R)","2012-08-16","2012-08-22","2012-08-27T12:26:53Z",1000,"Registered Voters","Live Phone",46,45,8,1,"http://elections.huffingtonpost.com/pollster/polls/resurgent-republic-r-14797","http://s3.amazonaws.com/resurgentrepublic.com/resurgentrepublic/production/assets/576/original/rr-aug-12-toplines.pdf","Pollster","Rep",NA,1,1,92,48.9130434782609,50,1.08695652173913
"183",183,"--","FOX","2012-08-19","2012-08-21","2012-08-24T10:18:40Z",1007,"Likely Voters","Live Phone",44,45,7,3,"http://elections.huffingtonpost.com/pollster/polls/fox-14758","http://www.foxnews.com/politics/interactive/2012/08/23/fox-news-poll-race-for-white-house-tightens/","Nonpartisan","None",NA,1,3,92,48.9130434782609,47.8260869565217,3.26086956521739
"184",184,"--","YouGov/Economist","2012-08-18","2012-08-20","2012-08-22T13:09:06Z",703,"Registered Voters","Internet",45,45,5,NA,"http://elections.huffingtonpost.com/pollster/polls/yougov-economist-14729","http://cdn.yougov.com/cumulus_uploads/document/1wbynyqshc/econToplines.pdf","Nonpartisan","None",NA,1,0,90,50,50,NA
"185",185,"--","AP-GfK","2012-08-16","2012-08-20","2012-08-22T07:30:04Z",885,"Registered Voters","Live Phone",47,46,7,NA,"http://elections.huffingtonpost.com/pollster/polls/ap-gfk-14719","http://ap-gfkpoll.com/main/wp-content/uploads/2012/08/AP-GfK-Poll-August-2012-Topline-FINAL_politics.pdf","Nonpartisan","None",NA,1,0,93,49.4623655913978,50.5376344086022,NA
"186",186,"--","NBC/WSJ","2012-08-16","2012-08-20","2012-08-21T18:42:30Z",1000,"Registered Voters","Live Phone",48,44,8,NA,"http://elections.huffingtonpost.com/pollster/polls/nbc-wsj-14718","http://msnbcmedia.msn.com/i/MSNBC/Sections/A_Politics/_Today_Stories_Teases/August_NBC-WSJ_Int_Sched.pdf","Nonpartisan","None",NA,1,0,92,47.8260869565217,52.1739130434783,NA
"187",187,"--","Rasmussen","2012-08-17","2012-08-19","2012-08-20T10:32:00Z",1500,"Likely Voters","Automated Phone",43,44,NA,NA,"http://elections.huffingtonpost.com/pollster/polls/rasmussen-14698","http://www.rasmussenreports.com/public_content/archive/2012_presidential_election_matchups2","Nonpartisan","None",NA,1,0,87,50.5747126436782,49.4252873563218,NA
"188",188,"--","DailyKos/SEIU/PPP (D)","2012-08-16","2012-08-19","2012-08-21T13:54:51Z",1000,"Registered Voters","Automated Phone",49,45,7,NA,"http://elections.huffingtonpost.com/pollster/polls/dailykos-seiu-ppp-d-14714","http://www.dailykos.com/weeklypolling/2012/8/16","Sponsor","Dem",NA,1,0,94,47.8723404255319,52.1276595744681,NA
"189",189,"--","Monmouth","2012-08-15","2012-08-19","2012-08-20T13:06:46Z",1149,"Likely Voters","IVR/Live Phone",46,45,6,4,"http://elections.huffingtonpost.com/pollster/polls/monmouth-14702","http://www.monmouth.edu/assets/0/84/159/2147483694/9e0f1831-9dbd-4fa3-b0e3-59588c95ec61.pdf","Nonpartisan","None",NA,1,4,95,47.3684210526316,48.4210526315789,4.21052631578947
"190",190,"--","USC/LA Times","2012-08-13","2012-08-19","2012-08-24T11:26:24Z",954,"Likely Voters","Live Phone",48,46,5,1,"http://elections.huffingtonpost.com/pollster/polls/usc-la-times-14760","http://www.gqrr.com/index.php?ID=2780","Nonpartisan","None",NA,1,1,95,48.4210526315789,50.5263157894737,1.05263157894737
"191",191,"--","Gallup","2012-08-13","2012-08-19","2012-08-20T13:01:26Z",3000,"Registered Voters","Live Phone",45,47,NA,NA,"http://elections.huffingtonpost.com/pollster/polls/gallup-14700","http://www.gallup.com/poll/150743/Obama-Romney.aspx","Nonpartisan","None",NA,1,0,92,51.0869565217391,48.9130434782609,NA
"192",192,"--","Rasmussen","2012-08-14","2012-08-16","2012-08-17T10:06:01Z",1500,"Likely Voters","Automated Phone",46,45,NA,NA,"http://elections.huffingtonpost.com/pollster/polls/rasmussen-14683","http://www.rasmussenreports.com/public_content/archive/2012_presidential_election_matchups2","Nonpartisan","None",NA,1,0,91,49.4505494505495,50.5494505494505,NA
"193",193,"--","YouGov/Economist","2012-08-11","2012-08-13","2012-08-15T10:50:54Z",850,"Registered Voters","Internet",47,44,6,NA,"http://elections.huffingtonpost.com/pollster/polls/yougov-economist-14659","http://cdn.yougov.com/cumulus_uploads/document/lfu8cg1oh5/econToplines.pdf","Nonpartisan","None",NA,1,0,91,48.3516483516484,51.6483516483517,NA
"194",194,"--","Rasmussen","2012-08-11","2012-08-13","2012-08-14T10:12:31Z",1500,"Likely Voters","Automated Phone",44,47,NA,NA,"http://elections.huffingtonpost.com/pollster/polls/rasmussen-14644","http://www.rasmussenreports.com/public_content/archive/2012_presidential_election_matchups2","Nonpartisan","None",NA,1,0,91,51.6483516483517,48.3516483516484,NA
"195",195,"--","DailyKos/SEIU/PPP (D)","2012-08-09","2012-08-12","2012-08-14T15:55:32Z",1000,"Registered Voters","Automated Phone",47,45,8,NA,"http://elections.huffingtonpost.com/pollster/polls/dailykos-seiu-ppp-d-14653","http://www.dailykos.com/weeklypolling/2012/8/9","Sponsor","Dem",NA,1,0,92,48.9130434782609,51.0869565217391,NA
"196",196,"--","Gallup","2012-08-06","2012-08-12","2012-08-13T13:04:14Z",3000,"Registered Voters","Live Phone",46,46,NA,NA,"http://elections.huffingtonpost.com/pollster/polls/gallup-14635","http://www.gallup.com/poll/150743/Obama-Romney.aspx","Nonpartisan","None",NA,1,0,92,50,50,NA
"197",197,"--","Rasmussen","2012-08-08","2012-08-10","2012-08-13T09:53:00Z",1500,"Likely Voters","Automated Phone",44,46,NA,NA,"http://elections.huffingtonpost.com/pollster/polls/rasmussen-14620","http://www.rasmussenreports.com/public_content/archive/2012_presidential_election_matchups2","Nonpartisan","None",NA,1,0,90,51.1111111111111,48.8888888888889,NA
"198",198,"--","TIPP/Investor's Business Daily/Christian Science Monitor","2012-08-03","2012-08-10","2012-08-12T00:09:52Z",828,"Registered Voters","Live Phone",46,39,15,0,"http://elections.huffingtonpost.com/pollster/polls/tipp-investor-s-business-daily-christian-science-monitor-14619","http://www.tipponline.com/presidency/news/presidency/obama-widens-lead-over-romney","Nonpartisan","None",NA,1,0,85,45.8823529411765,54.1176470588235,0
"199",199,"--","Politico/GWU/Battleground","2012-08-05","2012-08-09","2012-08-13T10:29:50Z",1000,"Likely Voters","Live Phone",48,46,5,NA,"http://elections.huffingtonpost.com/pollster/polls/politico-gwu-battleground-14631","http://images.politico.com/global/2012/08/politico_gw_bg_48_questionnaire.pdf","Nonpartisan","None",NA,1,0,94,48.936170212766,51.063829787234,NA
"200",200,"--","CNN","2012-08-07","2012-08-08","2012-08-09T16:29:19Z",911,"Registered Voters","Live Phone",52,45,4,NA,"http://elections.huffingtonpost.com/pollster/polls/cnn-14609","http://politicalticker.blogs.cnn.com/2012/08/09/cnn-poll-obama-holds-7-point-lead-over-romney/","Nonpartisan","None",NA,1,0,97,46.3917525773196,53.6082474226804,NA
"201",201,"--","FOX","2012-08-05","2012-08-07","2012-08-10T10:12:26Z",930,"Registered Voters","Live Phone",49,40,10,2,"http://elections.huffingtonpost.com/pollster/polls/fox-14610","http://www.foxnews.com/politics/interactive/2012/08/09/fox-news-poll-presidential-race/","Nonpartisan","None",NA,1,2,91,43.956043956044,53.8461538461538,2.1978021978022
"202",202,"--","Rasmussen","2012-08-05","2012-08-07","2012-08-08T10:10:32Z",1500,"Likely Voters","Automated Phone",45,45,NA,NA,"http://elections.huffingtonpost.com/pollster/polls/rasmussen-14587","http://www.rasmussenreports.com/public_content/archive/2012_presidential_election_matchups2","Nonpartisan","None",NA,1,0,90,50,50,NA
"203",203,"--","YouGov/Economist","2012-08-04","2012-08-06","2012-08-08T13:14:17Z",733,"Registered Voters","Internet",46,45,4,NA,"http://elections.huffingtonpost.com/pollster/polls/yougov-economist-14598","http://cdn.yougov.com/cumulus_uploads/document/fazmvhzmj2/econToplines.pdf","Nonpartisan","None",NA,1,0,91,49.4505494505495,50.5494505494505,NA
"204",204,"--","Ipsos/Reuters","2012-08-02","2012-08-06","2012-08-08T11:15:02Z",900,"Registered Voters","Live Phone",49,42,6,4,"http://elections.huffingtonpost.com/pollster/polls/ipsos-reuters-14591","http://ipsos-na.com/download/pr.aspx?id=11840","Nonpartisan","None",NA,1,4,95,44.2105263157895,51.5789473684211,4.21052631578947
"205",205,"--","DailyKos/SEIU/PPP (D)","2012-08-02","2012-08-05","2012-08-07T13:13:41Z",1000,"Registered Voters","Automated Phone",48,46,7,NA,"http://elections.huffingtonpost.com/pollster/polls/dailykos-seiu-ppp-d-14582","http://www.dailykos.com/weeklypolling/2012/8/2","Sponsor","Dem",NA,1,0,94,48.936170212766,51.063829787234,NA
"206",206,"--","Gallup","2012-07-30","2012-08-05","2012-08-06T13:00:43Z",3000,"Registered Voters","Live Phone",46,45,NA,NA,"http://elections.huffingtonpost.com/pollster/polls/gallup-14573","http://www.gallup.com/poll/150743/Obama-Romney.aspx","Nonpartisan","None",NA,1,0,91,49.4505494505495,50.5494505494505,NA
"207",207,"--","Post/Kaiser","2012-07-25","2012-08-05","2012-08-21T11:29:56Z",NA,"Registered Voters","Live Phone",50,43,5,1,"http://elections.huffingtonpost.com/pollster/polls/post-kaiser-14710","http://www.washingtonpost.com/wp-srv/politics/polls/postkaiserpoll_20120805.html","Nonpartisan","None",NA,1,1,94,45.7446808510638,53.1914893617021,1.06382978723404
"208",208,"--","Rasmussen","2012-08-02","2012-08-04","2012-08-06T10:08:52Z",1500,"Likely Voters","Automated Phone",45,47,NA,NA,"http://elections.huffingtonpost.com/pollster/polls/rasmussen-14560","http://www.rasmussenreports.com/public_content/archive/2012_presidential_election_matchups2","Nonpartisan","None",NA,1,0,92,51.0869565217391,48.9130434782609,NA
"209",209,"--","Rasmussen","2012-07-30","2012-08-01","2012-08-02T10:17:59Z",1500,"Likely Voters","Automated Phone",44,46,NA,NA,"http://elections.huffingtonpost.com/pollster/polls/rasmussen-14539","http://www.rasmussenreports.com/public_content/archive/2012_presidential_election_matchups2","Nonpartisan","None",NA,1,0,90,51.1111111111111,48.8888888888889,NA
"210",210,"--","YouGov/Economist","2012-07-28","2012-07-30","2012-08-01T13:01:52Z",751,"Registered Voters","Internet",44,46,4,NA,"http://elections.huffingtonpost.com/pollster/polls/yougov-economist-14531","http://cdn.yougov.com/cumulus_uploads/document/gz7vfdakvv/econToplines.pdf","Nonpartisan","None",NA,1,0,90,51.1111111111111,48.8888888888889,NA
"211",211,"--","Rasmussen","2012-07-27","2012-07-29","2012-07-30T10:15:39Z",1500,"Likely Voters","Automated Phone",44,47,NA,NA,"http://elections.huffingtonpost.com/pollster/polls/rasmussen-14483","http://www.rasmussenreports.com/public_content/archive/2012_presidential_election_matchups2","Nonpartisan","None",NA,1,0,91,51.6483516483517,48.3516483516484,NA
"212",212,"--","DailyKos/SEIU/PPP (D)","2012-07-26","2012-07-29","2012-07-31T10:37:23Z",1000,"Registered Voters","Automated Phone",48,47,5,NA,"http://elections.huffingtonpost.com/pollster/polls/dailykos-seiu-ppp-d-14506","http://dailykos.com/weeklypolling/2012/7/26","Sponsor","Dem",NA,1,0,95,49.4736842105263,50.5263157894737,NA
"213",213,"--","Gallup","2012-07-22","2012-07-29","2012-07-30T13:01:36Z",3000,"Registered Voters","Live Phone",46,46,NA,NA,"http://elections.huffingtonpost.com/pollster/polls/gallup-14500","http://www.gallup.com/poll/150743/Obama-Romney.aspx","Nonpartisan","None",NA,1,0,92,50,50,NA
"214",214,"--","Rasmussen","2012-07-24","2012-07-26","2012-07-27T10:08:12Z",1500,"Likely Voters","Automated Phone",44,49,NA,NA,"http://elections.huffingtonpost.com/pollster/polls/rasmussen-14469","http://www.rasmussenreports.com/public_content/archive/2012_presidential_election_matchups2","Nonpartisan","None",NA,1,0,93,52.6881720430108,47.3118279569892,NA
"215",215,"--","Pew","2012-07-16","2012-07-26","2012-08-02T15:25:32Z",1956,"Registered Voters","Live Phone",51,41,5,2,"http://elections.huffingtonpost.com/pollster/polls/pew-14550","http://big.assets.huffingtonpost.com/pew82.pdf","Nonpartisan","None",NA,1,2,94,43.6170212765958,54.2553191489362,2.12765957446809
"216",216,"--","Democracy Corps (D)","2012-07-21","2012-07-25","2012-07-30T11:49:26Z",700,"Likely Voters","Live Phone",50,46,2,2,"http://elections.huffingtonpost.com/pollster/polls/democracy-corps-d-14498","http://www.democracycorps.com/attachments/article/900/July_Dcorps_political_%20FQ.pdf","Pollster","Dem",NA,1,2,98,46.9387755102041,51.0204081632653,2.04081632653061
"217",217,"--","YouGov/Economist","2012-07-21","2012-07-23","2012-07-25T13:31:36Z",746,"Registered Voters","Internet",44,45,6,NA,"http://elections.huffingtonpost.com/pollster/polls/yougov-economist-14451","http://cdn.yougov.com/cumulus_uploads/document/t94ooj9582/20120721%20econToplines.pdf","Nonpartisan","None",NA,1,0,89,50.561797752809,49.438202247191,NA
"218",218,"--","Rasmussen","2012-07-21","2012-07-23","2012-07-24T10:01:04Z",1500,"Likely Voters","Automated Phone",44,45,NA,NA,"http://elections.huffingtonpost.com/pollster/polls/rasmussen-14426","http://www.rasmussenreports.com/public_content/archive/2012_presidential_election_matchups2","Nonpartisan","None",NA,1,0,89,50.561797752809,49.438202247191,NA
"219",219,"--","DailyKos/SEIU/PPP (D)","2012-07-19","2012-07-22","2012-07-24T15:22:52Z",1000,"Registered Voters","Automated Phone",46,46,8,NA,"http://elections.huffingtonpost.com/pollster/polls/dailykos-seiu-ppp-d-14434","http://dailykos.com/weeklypolling/2012/7/19","Sponsor","Dem",NA,1,0,92,50,50,NA
"220",220,"--","NBC/WSJ","2012-07-18","2012-07-22","2012-07-24T19:09:38Z",1000,"Registered Voters","Live Phone",49,43,3,5,"http://elections.huffingtonpost.com/pollster/polls/nbc-wsj-14436","http://msnbcmedia.msn.com/i/MSNBC/Sections/A_Politics/_Today_Stories_Teases/12768_July_Poll.pdf","Nonpartisan","None",NA,1,5,97,44.3298969072165,50.5154639175258,5.15463917525773
"221",221,"--","Gallup","2012-07-15","2012-07-21","2012-07-23T10:14:20Z",3000,"Registered Voters","Live Phone",46,45,NA,NA,"http://elections.huffingtonpost.com/pollster/polls/gallup-14416","http://www.gallup.com/poll/150743/Obama-Romney.aspx","Nonpartisan","None",NA,1,0,91,49.4505494505495,50.5494505494505,NA
"222",222,"--","Rasmussen","2012-07-18","2012-07-20","2012-07-23T10:08:57Z",1500,"Likely Voters","Automated Phone",46,46,NA,NA,"http://elections.huffingtonpost.com/pollster/polls/rasmussen-14410","http://www.rasmussenreports.com/public_content/archive/2012_presidential_election_matchups2","Nonpartisan","None",NA,1,0,92,50,50,NA
"223",223,"--","FOX","2012-07-15","2012-07-17","2012-07-18T18:29:27Z",901,"Registered Voters","Live Phone",45,41,11,2,"http://elections.huffingtonpost.com/pollster/polls/fox-14381","http://www.foxnews.com/politics/interactive/2012/07/18/fox-news-poll-37-voters-say-are-better-off-than-four-years-ago/","Nonpartisan","None",NA,1,2,88,46.5909090909091,51.1363636363636,2.27272727272727
