HINDI,County,Municipality,Reporting Unit,Registrants,Late Registrants,Election Day Registrants,Total Ballots,Total Voters,Paper Ballots,Optical Scan Ballots,DRE,Ballot Marking Device,Ballots Counted At,Total Election Inspectors,Split Shifts?,Difficulty Obtaining?,16-17,18-25,26-40,41-60,61-70,71+,Polling Place Name,Shared?,Provisional - Identification,Provisional - No DL,Counted,Rejected,Absentee Issued,Absentee In-Person,Absentee Not Returned,Absentee Undeliverable,Received by Election Day?,Counted?,Rejected2,Late (Received after the election),FWAB Received,FWAB Counted,FWAB Rejected,FWAB Late,Military Issued,Military Sent but not returned?,Military Undeliverable,Military Received by Election Day?,Military Counted,Military Rejected,Military Late,Overseas Issued,Overseas Sent but not returned?,Overseas Undeliverable,Overseas Received by Election Day?,Overseas Counted,Overseas Rejected,Overseas Late
13181,DANE COUNTY,VILLAGE OF SHOREWOOD HILLS,Wards 1-2,1660,43,71,1472,1471,1,1471,0,0,Polling Place,12,Yes,5 Very easy,0,0,0,2,5,5,VILLAGE HALL,No,1,0,1,0,729,606,2,0,725,725,0,2,0,0,0,0,4,1,0,2,2,0,1,21,1,0,19,19,0,1
13191,DANE COUNTY,VILLAGE OF WAUNAKEE,Wards 1-5,4289,155,246,3892,3892,0,3892,0,0,Polling Place,19,No,2 Somewhat difficult,0,0,0,4,8,7,Community Rooms,No,0,1,0,0,2064,1865,6,0,2058,2056,2,1,0,0,0,0,5,1,0,4,4,0,0,6,1,0,5,5,0,0
13191,DANE COUNTY,VILLAGE OF WAUNAKEE,Wards 6-11,4256,191,285,3892,3892,0,3892,0,0,Polling Place,21,No,2 Somewhat difficult,0,0,0,1,8,12,Gym,No,0,0,0,0,2027,1842,12,0,2015,2013,2,2,0,0,0,0,11,3,0,8,8,0,0,10,1,0,9,9,0,0
13196,DANE COUNTY,Village of Windsor,Wards 1-2,489,18,42,433,429,0,433,0,0,Polling Place,29,Yes,4 Somewhat easy,0,0,1,10,14,4,Windsor Municipal Buildin,Yes,0,0,0,0,154,139,0,0,154,154,0,0,0,0,0,0,5,2,0,3,3,0,0,0,0,0,0,0,0,0
13196,DANE COUNTY,Village of Windsor,Wards 3-5,1482,41,75,1329,1333,0,1329,0,0,Polling Place,29,Yes,4 Somewhat easy,0,0,1,10,14,4,Windsor Municipal Buildin,Yes,0,0,0,0,611,553,7,0,604,604,0,0,0,0,0,0,2,2,0,0,0,0,0,4,1,0,3,3,0,0
13196,DANE COUNTY,Village of Windsor,Wards 6-10,2708,88,306,2544,2543,0,2544,0,1,Polling Place,32,Yes,4 Somewhat easy,0,1,1,11,10,9,Lake Windsor Country Club,No,0,0,0,0,1060,897,19,2,1041,1041,0,0,0,0,0,0,10,3,0,7,7,0,0,3,0,0,3,3,0,0
13221,DANE COUNTY,CITY OF EDGERTON,Ward 7,75,6,10,60,61,0,61,0,0,Polling Place,20,Yes,4 Somewhat easy,0,0,0,7,11,2,Edgerton City Hall,Yes,0,0,0,0,17,16,0,0,17,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13225,DANE COUNTY,CITY OF FITCHBURG,Ward 20,0,0,0,0,0,0,0,0,0,Polling Place,0,Yes,1 Very difficult,0,0,0,0,0,0,0,Yes,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13225,DANE COUNTY,CITY OF FITCHBURG,Wards 1-4,2959,114,1556,2414,2414,0,2414,0,0,Polling Place,33,Yes,1 Very difficult,0,0,0,0,33,0,Fire Station #2,No,6,0,1,5,739,650,1,2,735,726,1,1,0,0,0,0,5,2,0,3,3,0,0,4,0,0,4,4,0,0
13225,DANE COUNTY,CITY OF FITCHBURG,Wards 5-9,4929,148,1335,4275,4275,0,4275,0,0,Polling Place,46,Yes,2 Somewhat difficult,0,0,0,0,44,2,Fire Station #1,No,3,0,0,3,2388,2010,26,1,2345,2324,1,2,0,0,0,0,2,1,0,1,1,0,0,16,3,0,12,14,3,1
13225,DANE COUNTY,CITY OF FITCHBURG,Wards 10-13,2677,176,1972,2483,2483,0,2483,0,0,Polling Place,45,Yes,2 Somewhat difficult,0,0,0,0,43,2,Candlewood Suites,Yes,4,0,1,3,1127,970,14,1,1108,1109,1,1,0,0,0,0,2,0,0,2,2,0,0,2,0,0,2,1,1,0
13225,DANE COUNTY,CITY OF FITCHBURG,Ward 14,942,71,102,959,959,0,959,0,0,Polling Place,45,Yes,2 Somewhat difficult,0,0,0,0,43,2,Candlewood Suites,Yes,2,0,2,0,572,532,2,0,568,568,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13225,DANE COUNTY,CITY OF FITCHBURG,"Wards 15,18-19",2948,139,630,2692,2692,0,2692,0,0,Polling Place,48,Yes,3 Neither difficult nor easy,0,0,0,0,45,3,Community Center,Yes,0,0,0,0,1313,1193,11,3,1296,1295,0,0,0,0,0,0,8,1,0,6,4,2,0,5,1,0,4,4,0,0
13225,DANE COUNTY,CITY OF FITCHBURG,Wards 16-17,1345,35,116,1202,1202,0,1202,0,0,Polling Place,48,Yes,3 Neither difficult nor easy,0,0,0,0,45,3,0,Yes,0,0,0,0,547,493,2,1,544,544,0,0,0,0,0,0,3,0,0,3,3,0,0,3,0,0,2,2,0,0
13251,DANE COUNTY,CITY OF MADISON,Ward 22,1633,11,189,1325,1325,0,1325,0,0,Polling Place,20,Yes,3 Neither difficult nor easy,0,0,3,3,9,5,Streets East,Yes,0,0,0,0,530,485,9,0,522,522,0,0,0,0,0,0,4,2,0,1,1,0,0,5,1,0,4,4,0,0
13251,DANE COUNTY,CITY OF MADISON,Ward 136,0,0,0,0,0,0,0,0,0,Polling Place,0,Yes,3 Neither difficult nor easy,0,0,0,0,0,0,0,Yes,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13251,DANE COUNTY,CITY OF MADISON,Ward 23,778,0,127,609,609,0,609,0,0,Polling Place,20,Yes,3 Neither difficult nor easy,0,6,3,5,2,4,Fire Station #11,No,0,0,0,0,155,97,5,1,149,149,0,0,0,0,0,0,2,1,0,1,1,0,0,0,0,0,0,0,0,0
13251,DANE COUNTY,CITY OF MADISON,Ward 21,1140,1,153,819,819,0,819,0,0,Polling Place,30,Yes,3 Neither difficult nor easy,0,2,7,7,7,7,Hy-Vee,Yes,1,0,0,1,283,260,4,1,275,275,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
13251,DANE COUNTY,CITY OF MADISON,Ward 19,905,1,108,702,702,0,702,0,0,Polling Place,24,Yes,3 Neither difficult nor easy,0,0,5,5,10,4,East Madison Community,Yes,1,0,0,1,193,163,5,0,153,153,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,2,2,0,0
13251,DANE COUNTY,CITY OF MADISON,Ward 20,219,1,20,169,169,0,169,0,0,Polling Place,24,Yes,3 Neither difficult nor easy,0,0,5,5,10,4,East Madison Community,Yes,0,0,0,0,61,55,2,0,57,57,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0
13251,DANE COUNTY,CITY OF MADISON,Ward 12,2081,3,150,1682,1682,0,1682,0,0,Polling Place,20,Yes,3 Neither difficult nor easy,0,1,1,10,4,4,New Beginnings,No,5,0,0,5,529,426,16,0,480,480,0,3,0,0,0,0,2,0,0,2,2,0,0,8,2,0,6,6,0,0
13251,DANE COUNTY,CITY OF MADISON,Ward 13,644,1,48,506,506,0,506,0,0,Polling Place,35,Yes,3 Neither difficult nor easy,2,1,2,6,16,8,LaFollette,Yes,0,0,0,0,211,177,9,0,203,203,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13251,DANE COUNTY,CITY OF MADISON,Ward 14,537,0,23,454,454,0,454,0,0,Polling Place,35,Yes,3 Neither difficult nor easy,2,1,2,6,16,8,LaFollette,Yes,1,0,0,1,192,164,3,1,189,1,188,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0
13251,DANE COUNTY,CITY OF MADISON,Ward 15,1192,0,65,990,990,0,990,0,0,Polling Place,35,Yes,3 Neither difficult nor easy,2,1,2,6,16,8,LaFollette,Yes,0,0,0,0,440,407,4,0,438,438,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,4,4,0,0
13251,DANE COUNTY,CITY OF MADISON,Ward 16,2675,2,145,2275,2275,0,2275,0,0,Polling Place,19,Yes,3 Neither difficult nor easy,0,1,1,8,6,3,Whitehorse,No,2,0,0,2,971,851,16,0,942,939,3,1,0,0,0,0,1,0,0,1,0,1,0,2,0,0,2,2,0,0
13251,DANE COUNTY,CITY OF MADISON,Ward 18,1088,1,143,789,789,0,789,0,0,Polling Place,30,Yes,3 Neither difficult nor easy,0,2,7,7,7,7,Hy-Vee,Yes,0,0,0,0,283,224,14,1,258,258,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0
13251,DANE COUNTY,CITY OF MADISON,Ward 31,1341,1,100,1018,1018,0,1018,0,0,Polling Place,26,Yes,3 Neither difficult nor easy,2,0,0,5,9,10,St Paul,No,4,0,0,4,425,350,11,0,403,402,1,1,0,0,0,0,1,0,0,1,1,0,0,2,0,0,2,2,0,0
13251,DANE COUNTY,CITY OF MADISON,Ward 32,813,0,71,660,660,0,660,0,0,Polling Place,22,Yes,3 Neither difficult nor easy,0,1,1,3,11,6,Packers Ave,No,0,0,0,0,274,235,2,0,265,265,0,0,0,0,0,0,1,0,0,1,1,0,0,1,0,0,1,1,0,0
13251,DANE COUNTY,CITY OF MADISON,Ward 33,1108,0,109,791,791,0,791,0,0,Polling Place,24,Yes,3 Neither difficult nor easy,0,2,1,9,5,7,Warner Park,Yes,0,0,0,0,294,256,13,0,276,276,0,0,0,0,0,0,4,1,0,0,0,0,0,0,0,0,0,0,0,0
13251,DANE COUNTY,CITY OF MADISON,Ward 34,1061,2,63,816,816,0,816,0,0,Polling Place,24,Yes,3 Neither difficult nor easy,0,2,1,9,5,7,Warner Park,Yes,0,0,0,0,345,311,3,0,339,338,1,0,0,0,0,0,4,1,0,2,2,0,0,1,0,0,1,1,0,0
13251,DANE COUNTY,CITY OF MADISON,Ward 38,2856,5,129,2477,2477,0,2477,0,0,Polling Place,37,Yes,3 Neither difficult nor easy,3,6,8,10,8,2,Blackhawk School,Yes,1,0,0,1,1284,1023,36,0,1228,1225,3,1,0,0,0,0,6,1,0,5,5,0,0,6,2,0,3,3,0,0
13251,DANE COUNTY,CITY OF MADISON,Ward 112,0,0,0,0,0,0,0,0,0,Polling Place,0,Yes,3 Neither difficult nor easy,0,0,0,0,0,0,0,Yes,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13251,DANE COUNTY,CITY OF MADISON,Ward 118,0,0,0,0,0,0,0,0,0,Polling Place,0,Yes,3 Neither difficult nor easy,0,0,0,0,0,0,0,Yes,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13251,DANE COUNTY,CITY OF MADISON,Ward 135,0,0,0,0,0,0,0,0,0,Polling Place,0,Yes,3 Neither difficult nor easy,0,0,0,0,0,0,0,Yes,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13251,DANE COUNTY,CITY OF MADISON,Ward 39,1851,4,0,1415,1415,0,1415,0,0,Polling Place,32,Yes,3 Neither difficult nor easy,0,0,4,24,3,1,Hawthorne,No,4,0,0,4,588,525,13,1,575,574,1,0,0,0,0,0,0,0,0,0,0,0,0,6,1,0,3,3,0,0
13251,DANE COUNTY,CITY OF MADISON,Ward 40,2804,5,145,2307,2307,0,2307,0,0,Polling Place,20,Yes,3 Neither difficult nor easy,1,0,2,6,11,0,,No,0,0,0,0,1132,1004,11,2,1135,1133,2,0,0,0,0,0,1,0,0,1,1,0,0,35,3,0,25,25,0,2
13251,DANE COUNTY,CITY OF MADISON,Ward 41,3004,30,160,2409,2409,0,2409,0,0,Polling Place,19,Yes,3 Neither difficult nor easy,0,0,2,5,7,5,O'Keeffe,No,4,0,2,2,1100,945,20,0,1086,1082,4,4,0,0,0,0,1,1,0,0,0,0,0,27,7,0,16,16,0,2
13251,DANE COUNTY,CITY OF MADISON,Ward 24,858,0,89,709,709,0,709,0,0,Polling Place,31,Yes,3 Neither difficult nor easy,3,1,4,11,9,3,,No,4,0,1,3,154,94,7,0,146,146,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0
13251,DANE COUNTY,CITY OF MADISON,Ward 25,2299,6,295,1827,1827,0,1827,0,0,Polling Place,21,Yes,3 Neither difficult nor easy,8,0,3,5,3,2,Sandburg,No,0,0,0,0,553,476,10,1,539,535,4,0,0,0,0,0,4,0,0,1,1,0,2,3,0,0,3,3,0,0
13251,DANE COUNTY,CITY OF MADISON,Ward 26,1286,3,103,1023,1023,0,1023,0,0,Polling Place,31,Yes,3 Neither difficult nor easy,0,12,5,9,5,0,Eastside Lutheran,Yes,0,0,0,0,328,285,9,0,317,316,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0
13251,DANE COUNTY,CITY OF MADISON,Ward 126,0,0,0,0,0,0,0,0,0,Polling Place,0,Yes,3 Neither difficult nor easy,0,0,0,0,0,0,0,Yes,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13251,DANE COUNTY,CITY OF MADISON,Ward 27,19,1,0,9,9,0,9,0,0,Polling Place,33,Yes,3 Neither difficult nor easy,3,0,1,3,14,12,Madison College,Yes,0,0,0,0,6,4,0,0,6,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13251,DANE COUNTY,CITY OF MADISON,Ward 28,1441,4,0,1107,1107,0,1107,0,0,Polling Place,33,Yes,3 Neither difficult nor easy,3,0,1,3,14,12,Madison College,Yes,1,0,0,1,369,345,5,0,368,367,1,0,0,0,0,0,5,2,0,3,3,0,0,5,0,0,5,5,0,0
13251,DANE COUNTY,CITY OF MADISON,Ward 29,3043,5,210,2303,2303,0,2303,0,0,Polling Place,22,Yes,3 Neither difficult nor easy,2,3,8,6,2,1,East High,No,1,0,0,1,1022,920,21,0,977,975,2,3,0,0,0,0,1,1,0,0,0,0,0,11,2,0,8,6,2,2
13251,DANE COUNTY,CITY OF MADISON,Ward 30,1179,1,125,913,913,0,913,0,0,Polling Place,18,Yes,3 Neither difficult nor easy,2,0,2,6,4,4,Sherman,No,1,1,1,1,281,248,4,0,271,271,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0
13251,DANE COUNTY,CITY OF MADISON,Ward 1,1787,2,216,1551,1551,0,1551,0,0,Polling Place,32,Yes,3 Neither difficult nor easy,0,0,4,24,3,1,Glendale,Yes,1,0,0,1,577,509,13,1,548,548,0,1,0,0,0,0,4,0,0,3,2,1,0,0,0,0,0,0,0,0
13251,DANE COUNTY,CITY OF MADISON,Ward 2,1209,2,97,991,991,0,991,0,0,Polling Place,32,Yes,3 Neither difficult nor easy,0,0,4,2,43,1,Glendale,Yes,1,0,0,1,340,306,0,0,340,340,0,0,0,0,0,0,2,1,0,1,1,0,0,5,0,0,5,5,0,0
13251,DANE COUNTY,CITY OF MADISON,Ward 123,0,0,0,0,0,0,0,0,0,Polling Place,0,Yes,3 Neither difficult nor easy,0,0,0,0,0,0,0,Yes,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13251,DANE COUNTY,CITY OF MADISON,Ward 4,662,0,27,568,568,0,568,0,0,Polling Place,20,Yes,3 Neither difficult nor easy,1,0,2,6,11,0,City Church,Yes,0,0,0,0,189,176,0,0,189,188,1,0,0,0,0,0,2,1,0,1,1,0,0,0,0,0,0,0,0,0
13251,DANE COUNTY,CITY OF MADISON,Ward 7,1222,5,102,1017,1017,0,1017,0,0,Polling Place,20,Yes,3 Neither difficult nor easy,1,0,2,6,11,0,City Church,Yes,0,0,0,0,475,391,10,0,463,463,0,0,0,0,0,0,4,1,0,2,2,0,0,1,0,0,1,1,0,0
13251,DANE COUNTY,CITY OF MADISON,Ward 5,1100,3,50,943,943,0,943,0,0,Polling Place,19,Yes,3 Neither difficult nor easy,0,0,2,5,7,4,Elvehjem,Yes,0,0,0,0,418,362,9,0,400,400,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13251,DANE COUNTY,CITY OF MADISON,Ward 3,946,2,38,776,776,0,776,0,0,Polling Place,20,Yes,3 Neither difficult nor easy,1,0,2,6,11,0,City Church,Yes,0,0,0,0,283,259,1,1,278,278,0,1,0,0,0,0,2,1,0,1,1,0,0,0,0,0,0,0,0,0
13251,DANE COUNTY,CITY OF MADISON,Ward 6,2001,5,142,1677,1677,0,1677,0,0,Polling Place,19,Yes,3 Neither difficult nor easy,0,0,2,5,7,4,Elvehjem,Yes,0,0,0,0,644,547,12,0,622,621,1,1,0,0,0,0,1,1,0,0,0,0,0,11,0,0,8,8,0,0
13251,DANE COUNTY,CITY OF MADISON,Ward 8,2001,4,231,1667,1667,0,1667,0,0,Polling Place,26,Yes,3 Neither difficult nor easy,0,1,1,10,4,10,Door Creek,Yes,0,0,0,0,489,429,10,0,478,477,1,0,0,0,0,0,3,1,0,1,1,0,0,2,0,0,1,1,0,1
13251,DANE COUNTY,CITY OF MADISON,Ward 9,2405,13,359,2154,2154,0,2154,0,0,Polling Place,28,Yes,3 Neither difficult nor easy,2,0,0,4,10,12,Oak Park Place,Yes,3,0,0,3,1021,739,39,2,954,951,3,2,0,0,0,0,8,2,0,5,5,0,0,4,1,0,3,2,1,0
13251,DANE COUNTY,CITY OF MADISON,Ward 129,4,0,0,1,1,0,1,0,0,Polling Place,26,Yes,3 Neither difficult nor easy,0,1,1,10,4,10,Door Creek,Yes,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13251,DANE COUNTY,CITY OF MADISON,Ward 131,5,0,0,3,3,0,3,0,0,Polling Place,26,Yes,3 Neither difficult nor easy,0,1,1,10,4,10,Door  Creek,Yes,0,0,0,0,2,2,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13251,DANE COUNTY,CITY OF MADISON,Ward 134,26,0,0,12,12,0,12,0,0,Polling Place,26,Yes,3 Neither difficult nor easy,0,1,1,10,4,10,Door Creek,Yes,0,0,0,0,12,9,1,0,9,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13251,DANE COUNTY,CITY OF MADISON,Ward 128,3,0,0,3,3,0,3,0,0,Polling Place,28,Yes,3 Neither difficult nor easy,2,0,0,4,10,12,Oak Park Place,Yes,0,0,0,0,3,3,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13251,DANE COUNTY,CITY OF MADISON,Ward 130,0,0,0,0,0,0,0,0,0,Polling Place,0,Yes,3 Neither difficult nor easy,0,0,0,0,0,0,Oak Park Place,Yes,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13251,DANE COUNTY,CITY OF MADISON,Ward 132,3,0,0,3,3,0,3,0,0,Polling Place,28,Yes,3 Neither difficult nor easy,2,0,0,4,10,12,Oak Park Place,Yes,0,0,0,0,2,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13251,DANE COUNTY,CITY OF MADISON,Ward 133,4,0,0,0,0,0,0,0,0,Polling Place,28,Yes,3 Neither difficult nor easy,2,0,0,4,10,12,Oak Park Place,Yes,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13251,DANE COUNTY,CITY OF MADISON,Ward 10,1665,0,73,1463,1463,0,1463,0,0,Polling Place,34,Yes,3 Neither difficult nor easy,0,15,11,4,4,0,Kennedy,No,2,0,0,2,547,474,8,2,539,535,4,1,0,0,0,0,4,0,0,3,3,0,0,2,0,0,1,1,0,0
13251,DANE COUNTY,CITY OF MADISON,Ward 11,934,3,117,734,734,0,734,0,0,Polling Place,24,Yes,3 Neither difficult nor easy,1,3,0,4,7,9,American Family,Yes,1,0,0,1,270,245,4,0,266,266,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0
13251,DANE COUNTY,CITY OF MADISON,Ward 17,985,5,136,752,752,0,752,0,0,Polling Place,24,Yes,3 Neither difficult nor easy,1,4,0,4,7,9,American Family,Yes,1,0,0,1,294,207,23,0,265,264,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13251,DANE COUNTY,CITY OF MADISON,Ward 68,1510,9,176,1068,1068,0,1068,0,0,Polling Place,24,Yes,3 Neither difficult nor easy,1,4,5,9,4,1,Trinity,No,0,0,0,0,439,388,9,0,438,437,1,0,0,0,0,0,0,0,0,0,0,0,0,15,3,0,8,8,0,1
13251,DANE COUNTY,CITY OF MADISON,Ward 69,2308,9,154,1776,1776,0,1776,0,0,Polling Place,20,Yes,3 Neither difficult nor easy,1,0,2,6,10,1,Bjarne Romnes,No,0,0,0,0,754,647,18,2,744,743,1,1,0,0,0,0,1,0,0,1,1,0,0,24,3,0,17,17,0,2
13251,DANE COUNTY,CITY OF MADISON,Ward 64,1872,6,94,1411,1411,0,1411,0,0,Polling Place,26,Yes,3 Neither difficult nor easy,0,0,2,5,10,9,Hoyt,Yes,1,0,0,1,762,677,15,1,785,783,2,1,0,0,0,0,0,0,0,0,0,0,0,28,6,0,24,24,0,4
13251,DANE COUNTY,CITY OF MADISON,Ward 82,1605,6,53,1308,1308,0,1308,0,0,Polling Place,26,Yes,3 Neither difficult nor easy,0,0,2,5,10,9,Hoyt,Yes,0,0,0,0,759,664,20,0,744,744,0,6,0,0,0,0,0,0,0,0,0,0,0,8,2,0,6,6,0,0
13251,DANE COUNTY,CITY OF MADISON,Ward 65,3047,5,153,2570,2570,0,2570,0,0,Polling Place,22,Yes,3 Neither difficult nor easy,0,1,1,3,11,6,Glenwood Moravian,No,0,0,0,0,1608,1434,26,2,1564,1562,0,2,0,0,0,0,2,0,0,2,2,0,0,25,4,0,21,21,0,2
13251,DANE COUNTY,CITY OF MADISON,Ward 66,3718,13,461,2428,2428,0,2428,0,0,Polling Place,24,Yes,3 Neither difficult nor easy,0,2,1,9,7,5,St James,No,4,0,1,3,1215,1070,21,4,1207,1205,2,2,0,0,0,0,8,3,0,4,4,0,0,36,9,0,25,25,0,7
13251,DANE COUNTY,CITY OF MADISON,Ward 67,1579,5,217,1092,1092,0,1092,0,0,Polling Place,19,Yes,3 Neither difficult nor easy,0,0,3,6,6,4,Birtingham,No,3,0,0,3,409,352,17,2,394,392,2,1,0,0,0,0,0,0,0,0,0,0,0,12,2,0,8,7,0,0
13251,DANE COUNTY,CITY OF MADISON,Ward 58,1483,5,271,1032,1032,0,1032,0,0,Polling Place,33,Yes,3 Neither difficult nor easy,3,14,12,3,1,0,Red Gym,No,0,0,0,0,471,459,4,0,481,481,0,0,0,0,0,0,1,1,0,0,0,0,0,4,1,0,3,3,0,0
13251,DANE COUNTY,CITY OF MADISON,Ward 59,2108,6,502,1337,1337,0,1337,0,0,Polling Place,32,Yes,3 Neither difficult nor easy,1,20,8,3,0,0,Holt,No,0,0,0,0,439,428,5,0,437,436,1,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0
13251,DANE COUNTY,CITY OF MADISON,Ward 61,3486,15,471,2237,2237,0,2237,0,0,Polling Place,36,Yes,3 Neither difficult nor easy,2,10,10,8,4,2,First Congregational,No,2,0,0,2,1065,936,21,2,1007,1004,3,3,0,0,0,0,4,1,0,4,4,0,1,12,1,0,11,11,0,0
13251,DANE COUNTY,CITY OF MADISON,Ward 62,947,0,28,833,833,0,833,0,0,Polling Place,28,Yes,3 Neither difficult nor easy,2,12,10,4,0,0,Blessed Sacrament,No,1,0,0,1,393,330,7,1,393,393,0,2,0,0,0,0,2,0,0,2,2,0,0,14,1,0,12,12,0,1
13251,DANE COUNTY,CITY OF MADISON,Ward 63,2517,19,279,1789,1789,0,1789,0,0,Polling Place,18,Yes,3 Neither difficult nor easy,2,0,2,6,4,4,West High,No,2,0,0,2,879,768,18,3,873,872,1,2,0,0,0,0,4,0,0,3,3,0,0,21,3,0,17,17,0,1
13251,DANE COUNTY,CITY OF MADISON,Ward 44,2240,9,251,1701,1701,0,1701,0,0,Polling Place,31,Yes,3 Neither difficult nor easy,0,0,0,21,6,4,Tenney Park,No,1,0,0,1,683,587,20,1,668,665,3,3,0,0,0,0,3,1,0,2,2,0,0,22,2,0,19,19,0,1
13251,DANE COUNTY,CITY OF MADISON,Ward 50,4004,14,682,2410,2410,0,2410,0,0,Polling Place,30,Yes,3 Neither difficult nor easy,0,15,5,6,4,0,Doyle,No,0,0,0,0,1124,1029,25,1,1110,1108,2,5,0,0,0,0,1,0,0,1,1,0,0,15,2,0,11,11,0,2
13251,DANE COUNTY,CITY OF MADISON,Ward 45,4068,23,427,2780,2780,0,2780,0,0,Polling Place,24,Yes,3 Neither difficult nor easy,0,0,1,7,7,9,Lapham,No,2,0,1,1,1272,1125,30,1,1268,1268,0,3,0,0,0,0,3,0,0,3,3,0,0,35,4,0,29,28,1,2
13251,DANE COUNTY,CITY OF MADISON,Ward 46,3811,24,496,2247,2247,0,2247,0,0,Polling Place,20,Yes,3 Neither difficult nor easy,0,1,1,4,10,4,Gates of Heaven,No,3,0,0,3,1033,907,25,2,1024,1023,1,4,0,0,0,0,2,1,0,0,0,0,1,24,4,0,19,19,0,1
13251,DANE COUNTY,CITY OF MADISON,Ward 47,3287,11,621,1925,1925,0,1925,0,0,Polling Place,35,Yes,3 Neither difficult nor easy,0,8,2,6,16,3,Lowell,Yes,2,0,0,2,765,709,14,0,731,730,1,3,0,0,0,0,0,0,0,0,0,0,0,17,1,0,16,16,0,0
13251,DANE COUNTY,CITY OF MADISON,Ward 48,1701,4,260,823,823,0,823,0,0,Polling Place,35,Yes,3 Neither difficult nor easy,0,8,2,6,16,3,Lowell,Yes,0,0,0,0,335,314,9,1,337,337,0,1,0,0,0,0,0,0,0,0,0,0,0,15,4,0,11,11,0,0
13251,DANE COUNTY,CITY OF MADISON,Ward 49,4334,16,823,2571,2571,0,2571,0,0,Polling Place,19,Yes,3 Neither difficult nor easy,0,3,6,8,1,1,Hub Apts,No,1,0,0,1,1189,1133,12,3,824,823,1,2,0,0,0,0,4,0,0,3,3,0,0,13,3,0,10,10,0,0
13251,DANE COUNTY,CITY OF MADISON,Ward 37,1629,5,107,1402,1402,0,1402,0,0,Polling Place,24,Yes,3 Neither difficult nor easy,9,1,3,6,4,1,Lindbergh,No,0,0,0,0,446,392,9,0,445,445,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0
13251,DANE COUNTY,CITY OF MADISON,Ward 35,1390,2,157,1047,1047,0,1047,0,0,Polling Place,19,Yes,3 Neither difficult nor easy,0,0,6,3,6,4,Mendota,Yes,2,0,0,2,324,281,10,0,260,258,2,1,0,0,0,0,1,1,0,0,0,0,0,6,2,0,4,4,0,0
13251,DANE COUNTY,CITY OF MADISON,Ward 36,1377,3,50,1066,1066,0,1066,0,0,Polling Place,19,Yes,3 Neither difficult nor easy,0,0,6,3,6,4,Mendota,Yes,0,0,0,0,570,437,26,0,779,778,1,1,0,0,0,0,0,0,0,0,0,0,0,2,0,0,2,2,0,0
