"","county","muni_county","municipality","votes_rec_cruz","votes_rec_kasich","votes_rec_other","votes_rec_trump","votes_tot","votes_perc_cruz","votes_perc_kasich","votes_perc_other","votes_perc_trump","trump_prim_won","total_ballots","tch_prop","turnout_perc","sameday_reg_prop","counted_absent_prop","rejected_absent_prop","registrants","late_registrants","Total.Voter.Reg","TotalTurnout_2016","Hillary.Clinton_2016","Donald.J..Trump_2016","other_2016","Total_2016","HRCmargin_2016","change._D","change._R","change._other","change._Total","HRC._2016","DJT._2016","other._2016","County._2016","Dwin_2016..1.Dem.win.","Switch..1.switch.","county_paper_or_paperplusmachine","Obama_2012","Romney_2012","Others_2012","Total_2012","BHO._2012","MR._2012","other._2012","County_2012","Dwin_2012","Method_2012..1.paper.only..2.paper.and.machine.combo.","pop_2014_est","pop_voterage_2014_est_calc","pop_2010_real","X.under18_2013","X.whitewithlatino_2013","X.blackonly_2013","pop_blackonly_2013_calc","X.whitenolatino_2013","pop_whitenolatino_2013_calc","pop_nonwhite_2013_calc","coll_deg_plus25_2013","pop_collegedegreepersons25._2013_calc","ratio_white_nonwhite","ratio_white_black","ratio_nocollege_college","medianhouseholdincome_2009.2013","pop_sq_mile_2010","percentage_d_2008","percentage_r_2008","votes_d_2008","votes_r_2008","county_fips","percentage_d_2012","percentage_i_2012","percentage_r_2012","votes_d_2012","votes_i_2012","votes_r_2012","percentage_d_2016","percentage_i_2016","percentage_r_2016","votes_d_2016","votes_i_2016","votes_r_2016","inc_2013","inc_2014","inc_2015","inc_rank","pct_chg_2014","pct_chg_2015","pct_rank","state","name","labor_force","employed","unemp_level","unemp_rate","total_pop","pct_male","pct_female","pct_old","pct_latino","pct_white","pct_black","pct_no_hs","pct_some_hs","pct_hs","pct_some_college","pct_associates","pct_bachelors","pct_graduate","pct_hs_less","electronic","paper","electronic_2012","paper_2012","dem_votes_state","rep_votes_state","dem_votes_state_2012","rep_votes_state_2012","diff","diff_r","paper_ind","electronic_ind","no_paper_trail","has_electronic","swing_state_dummy","swing_state_dummy_exit_small","swing_state_dummy_fte","swing_state_dummy_exit_large","swing_state_dummy_onepct","swing_state_dummy_twopct","swing_state_dummy_threepct","swing_state_dummy_fourpct","swing_state_dummy_fivepct","swing_state_dummy_five_varied","non_swing_states","non_swing_states_dem","swing_states","temp","resid","mean_pop","elec_X_resid","sig","pred_diff_no_electronic","pred_votes_no_electronic","pred_votes_swing","X_Iswing_sta_2","X_Iswing_sta_3","X_Iswing_sta_4","X_Iswing_sta_5","X_Iswing_sta_6","X_Iswing_sta_7","X_Iswing_sta_8","X_Iswing_sta_9","X_Iswing_sta_10","X_Iswing_sta_11","X_Iswing_sta_12","X_IswiXelec_2","X_IswiXelec_3","X_IswiXelec_4","X_IswiXelec_5","X_IswiXelec_6","X_IswiXelec_7","X_IswiXelec_8","X_IswiXelec_9","X_IswiXelec_10","X_IswiXelec_11","X_IswiXelec_12","X_Istate_2","X_Istate_3","X_Istate_4","X_Istate_5","X_Istate_6","X_Istate_7","X_Istate_8","X_Istate_9","X_Istate_10","X_Istate_11","X_Istate_12","X_Istate_13","X_Istate_14","X_Istate_15","X_Istate_16","X_Istate_17","X_Istate_18","X_Istate_19","X_Istate_20","X_Istate_21","X_Istate_22","X_Istate_23","X_Istate_24","X_Istate_25","X_Istate_26","X_Istate_27","X_Istate_28","X_Istate_29","X_Istate_30","X_Istate_31","X_Istate_32","X_Istate_33","X_Istate_34","X_Istate_35","X_Istate_36","X_Istate_37","X_Istate_38","X_Istate_39","X_Istate_40","X_Istate_41","X_Istate_42","X_Istate_43","X_Istate_44","X_Istate_45","X_Istate_46","X_Istate_47","X_Istate_48","X_Istate_49","X_Istate_50","pred_diff_r_no_electronic","pred_votes_r_no_electronic","pred_votes_r_swing","dem_votes_state_no_electronic","rep_votes_state_no_electronic","unemp_test","inc_test","d_pct_no_elec","r_pct_no_elec","dem_pct_state","rep_pct_state","dem_win","dem_win_2012","dem_win_no_electronic","os_model_off","tch_bmd_model_off","tch_use_off","bmd_use_off","os_use_off","tch_model_off","bmd_model_off","tch_use_off_true","tch_model_off_full","log.pop.sq.mile.2010","muni.dense"
"1134","WALWORTH","TOWN OF RICHMOND WALWORTH","TOWN OF RICHMOND",221,62,5,158,446,49.5515695067265,13.9013452914798,1.12107623318386,35.4260089686099,0,169,0,0.144939965694683,0.00857632933104631,0.0414201183431953,0,1166,0,"61083","82.79%","18,706","28,848",3016,"50,570",-10142,"-17.05%","-0.54%","304.83%","-3.31%","36.99%","57.05%","5.96%","1.72%",0,0,2,"22,552","29,006","745","52,303","43.12%","55.46%","1.42%","1.70%",0,2,103527,80440,102228,22.3,96.1,1.2,965,85.9,69098,11342,26.2,21075,6.1,71.6,2.8,54020,184.2,48,51,24177,25485,55127,43.2,0.24,55.6,22512,128.2,28962,37,1.2,57,18706,603.2,28848,39446,40814,42446,35,3.5,4,16,"WI","Walworth County, WI",58759,"     56,751 ",2008,3.4,102920,50,50,17.6,10.7,86,0.9,3.6,6,32.7,22.2,9.1,16.9,9.4,42.3,0.5,0.5,NA,NA,1382210,1409467,1613950,1408746,-6.200001,1.400002,1,1,0,1,1,1,1,1,1,1,1,1,1,1,0,0,"WI",-6.199191,-0.0008097,100005.8,-0.0833264,0,-3.444329,19221.48,515.476,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,-8.503143,28183.59,-664.4105,1393796,1394217,0.0350701,45868.98,49.99245,50.00755,49.51182,50.48818,0,1,0,"Dominion (Premier)-Accuvote-OS","Dominion (Premier)-Accuvote TSX",1,0,1,"Dominion (Premier)-Accuvote TSX",NA,0,"Dominion (Premier)-Accuvote TSX",5.21602212382121,12.9277300859314
"1135","RICHLAND","TOWN OF RICHWOOD RICHLAND","TOWN OF RICHWOOD",32,9,1,52,94,34.0425531914894,9.57446808510638,1.06382978723404,55.3191489361702,1,44,0.977272727272727,0.143322475570033,0.00651465798045603,0,0,307,0,"9924","80.23%","3,577","4,021",364,"7,962",-444,"-28.01%","12.54%","222.12%","-8.01%","44.93%","50.50%","4.57%","0.27%",0,1,2,"4,969","3,573","113","8,655","57.41%","41.28%","1.31%","0.28%",1,2,17662,13688,18021,22.5,97.5,0.6,82,95.4,13058,630,15,2053,20.7,159,5.7,45271,30.7,60,39,5041,3298,55103,57.5,0.22,41.4,4964,19.4,3575,44.9,0.92,50.5,3577,72.8,4021,35440,37126,37838,58,4.8,1.9,64,"WI","Richland County, WI",9351,"      9,058 ",293,3.1,17842,50.5,49.5,23.4,2.2,95.5,0.5,4.1,6.3,40.8,22.1,10.1,10.2,6.5,51.2,0.5,0.5,NA,NA,1382210,1409467,1613950,1408746,-12.6,9.099998,1,1,0,1,1,1,1,1,1,1,1,1,1,1,0,0,"WI",-10.61721,-1.98279,100005.8,-35.3749,0,-9.844327,3675.57,98.57038,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,-14.90314,3928.391,-92.60934,1393796,1394217,0.0350701,45868.98,49.99245,50.00755,49.51182,50.48818,0,1,0,NA,"Dominion (Sequoia)/Command Central-Edge",1,0,0,"Dominion (Sequoia)/Command Central-Edge",NA,1,"Dominion (Sequoia)/Command Central-Edge",3.42426265459315,3.02212563363595
"1136","MONROE","TOWN OF RIDGEVILLE MONROE","TOWN OF RIDGEVILLE",42,16,3,47,108,38.8888888888889,14.8148148148148,2.77777777777778,43.5185185185185,1,53,0.641509433962264,0.173202614379085,0.0065359477124183,0,0,306,0.0188679245283019,"23177","84.37%","7,047","11,442",1065,"19,554",-4395,"-25.94%","18.26%","261.02%","0.35%","36.04%","58.51%","5.45%","0.66%",0,0,2,"9,515","9,675","295","19,485","48.83%","49.65%","1.51%","0.63%",0,2,45379,33762,44673,25.6,95,1.5,506,91.6,30926,2836,17.4,5875,10.9,61.1,4.7,49774,49.6,53,45,10198,8666,55081,49,0.24,49.7,9505,49.4,9637,36,1.12,58.5,7047,213,11442,34947,36414,37678,59,4.2,3.5,32,"WI","Monroe County, WI",23047,"     22,309 ",738,3.2,45116,50.7,49.3,18,3.9,91.9,1.2,5.1,6.7,39.1,22.2,9.4,12.5,5,50.9,0.5,0.5,NA,NA,1382210,1409467,1613950,1408746,-13,8.799999,1,1,0,1,1,1,1,1,1,1,1,1,1,1,0,0,"WI",-9.554694,-3.445306,100005.8,-155.4294,0,-10.24433,7241.192,194.1922,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,-15.30314,11178.47,-263.5255,1393796,1394217,0.0350701,45868.98,49.99245,50.00755,49.51182,50.48818,0,1,0,NA,"Dominion (Sequoia)/Command Central-Edge",1,0,0,"Dominion (Sequoia)/Command Central-Edge",NA,1,"Dominion (Sequoia)/Command Central-Edge",3.90399083373088,3.22449164075764
"1137","IOWA","TOWN OF RIDGEWAY IOWA","TOWN OF RIDGEWAY",48,23,5,55,131,36.6412213740458,17.5572519083969,3.81679389312977,41.9847328244275,1,115,0.965217391304348,0.289672544080605,0.00503778337531486,0.0347826086956522,0,397,0,"14415","84.10%","6,669","4,809",645,"12,123",1860,"-17.72%","12.18%","354.23%","-3.28%","55.01%","39.67%","5.32%","0.41%",1,0,2,"8,105","4,287","142","12,534","64.66%","34.20%","1.13%","0.41%",1,2,23825,18178,23687,23.7,97.8,0.5,91,96.3,17506,673,21.7,3945,26,192.6,3.6,55659,31.1,67,32,7987,3829,55049,64.7,0.18,34.4,8099,22.8,4302,55,1.06,39.7,6669,129,4809,40995,42727,43877,22,4.2,2.7,51,"WI","Iowa County, WI",14029,"     13,641 ",388,2.8,23754,50,50,19.8,1.6,96.3,0.3,2,5.5,35.7,23.1,10.5,16,7.2,43.2,0.46,0.54,NA,NA,1382210,1409467,1613950,1408746,-9.699997,5.299999,1,1,0,1,1,1,1,1,1,1,1,1,1,1,0,0,"WI",-7.706535,-1.993462,100005.8,-47.34996,0,-6.944325,6852.776,183.7757,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,-12.00314,4698.242,-110.7581,1393796,1394217,0.0350701,45868.98,49.99245,50.00755,49.51182,50.48818,0,1,0,NA,"Dominion (Sequoia)/Command Central-Edge",1,0,0,"Dominion (Sequoia)/Command Central-Edge",NA,1,"Dominion (Sequoia)/Command Central-Edge",3.43720781918519,3.485718395787
"1138","MARATHON","TOWN OF RIETBROCK MARATHON","TOWN OF RIETBROCK",100,5,3,123,231,43.2900432900433,2.16450216450216,1.2987012987013,53.2467532467532,1,37,0,0.0687732342007435,0,0,0,538,0,"80465","85.56%","26,476","39,010",3363,"68,849",-12534,"-18.19%","6.54%","281.29%","-1.45%","38.46%","56.66%","4.88%","2.34%",0,0,2,"32,363","36,617","882","69,862","46.32%","52.41%","1.26%","2.28%",0,2,135780,103600,134063,23.7,91.8,0.8,829,89.6,92826,10774,22.2,22999,8.6,112,3.5,53363,86.8,54,45,36367,30345,55073,46.4,0.2,52.5,32330,147.8,36568,38.5,0.96,56.7,26476,672.6,39010,40872,42932,43921,21,5,2.3,57,"WI","Marathon County, WI",74868,"     72,567 ",2301,3.1,134886,50.3,49.7,18.6,2.4,89.7,0.7,4.1,5.2,37.6,18.2,12,15.7,7.3,46.9,0,1,NA,NA,1382210,1409467,1613950,1408746,-7.900002,4.200001,1,0,0,1,1,1,1,1,1,1,1,1,1,1,0,0,"WI",-8.263869,0.3638678,100005.8,NA,0,-7.871599,26483.52,7.519911,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,-8.098306,38932.64,-77.35845,1393796,1394217,0.0350701,45868.98,49.99245,50.00755,49.51182,50.48818,0,1,0,"ES&S DS200","ES&S Automark",0,1,1,NA,"ES&S Automark",0,"aNone",4.4636066216663,6.56778831545658
"1139","MARATHON","TOWN OF RINGLE MARATHON","TOWN OF RINGLE",232,42,5,218,497,46.6800804828974,8.45070422535211,1.00603621730382,43.8631790744467,0,141,0,0.125780553077609,0.00624442462087422,0.0567375886524823,0,1121,0,"80465","85.56%","26,476","39,010",3363,"68,849",-12534,"-18.19%","6.54%","281.29%","-1.45%","38.46%","56.66%","4.88%","2.34%",0,0,2,"32,363","36,617","882","69,862","46.32%","52.41%","1.26%","2.28%",0,2,135780,103600,134063,23.7,91.8,0.8,829,89.6,92826,10774,22.2,22999,8.6,112,3.5,53363,86.8,54,45,36367,30345,55073,46.4,0.2,52.5,32330,147.8,36568,38.5,0.96,56.7,26476,672.6,39010,40872,42932,43921,21,5,2.3,57,"WI","Marathon County, WI",74868,"     72,567 ",2301,3.1,134886,50.3,49.7,18.6,2.4,89.7,0.7,4.1,5.2,37.6,18.2,12,15.7,7.3,46.9,0,1,NA,NA,1382210,1409467,1613950,1408746,-7.900002,4.200001,1,0,0,1,1,1,1,1,1,1,1,1,1,1,0,0,"WI",-8.263869,0.3638678,100005.8,NA,0,-7.871599,26483.52,7.519911,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,-8.098306,38932.64,-77.35845,1393796,1394217,0.0350701,45868.98,49.99245,50.00755,49.51182,50.48818,0,1,0,"ES&S DS200","ES&S Automark",0,1,1,NA,"ES&S Automark",0,"aNone",4.4636066216663,10.2981332097677
"1140","FOND DU LAC","TOWN OF RIPON FOND DU LAC","TOWN OF RIPON",207,38,8,181,434,47.6958525345622,8.75576036866359,1.84331797235023,41.705069124424,0,126,0,0.143019296254257,0.00113507377979569,0.0158730158730159,0,881,0,"59492","85.88%","17,391","31,044",2659,"51,094",-13653,"-22.29%","2.27%","298.05%","-4.32%","34.04%","60.76%","5.20%","1.74%",0,0,1,"22,379","30,355","668","53,402","41.91%","56.84%","1.25%","1.74%",0,2,101759,79474,101633,21.9,95.4,1.5,1192,91.1,72401,7073,20,15895,10.2,60.7,4,53820,141.2,45,54,23463,28164,55039,42,0.22,56.9,22356,117.4,30329,34,1.04,60.8,17391,531.8,31044,40288,42360,43764,23,5.1,3.3,38,"WI","Fond du Lac County, WI",58071,"     56,395 ",1676,2.9,101709,49,51,19.4,4.6,91.4,1.1,3.4,6.1,38.5,20.4,10.7,14.3,6.6,48,0,1,NA,NA,1382210,1409467,1613950,1408746,-8,3.899998,1,0,0,1,1,1,1,1,1,1,1,1,1,1,0,0,"WI",-8.248439,0.2484388,100005.8,NA,0,-7.971597,17395.94,4.939521,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,-8.198304,30982.44,-61.56155,1393796,1394217,0.0350701,45868.98,49.99245,50.00755,49.51182,50.48818,0,1,0,"Dominion ImageCast Evolution","Dominion ImageCast Evolution",0,1,1,NA,"Dominion ImageCast Evolution",0,"aNone",4.95017732505914,8.89027811370517
"1141","PIERCE","TOWN OF RIVER FALLS PIERCE","TOWN OF RIVER FALLS",189,103,13,156,461,40.997830802603,22.3427331887202,2.81995661605206,33.8394793926247,0,141,0.453900709219858,0.0890713834491472,0.00126342387871131,0.0212765957446809,0,1583,0,"25044","84.21%","8,380","11,260",1449,"21,089",-2880,"-18.12%","8.30%","273.45%","0.33%","39.74%","53.39%","6.87%","0.72%",0,0,2,"10,235","10,397","388","21,020","48.69%","49.46%","1.85%","0.69%",0,2,40958,32152,41019,21.5,96.7,0.6,193,95.1,30577,1575,25.7,8263,19.4,158.5,2.9,59226,71.5,54,45,11803,9812,55093,48.8,0.3,49.6,10213,64.8,10383,39.7,1.38,53.4,8380,289.8,11260,38975,41198,42855,30,5.7,4,14,"WI","Pierce County, WI",25004,"     24,168 ",836,3.3,40859,49.6,50.4,14.6,1.7,95.2,0.6,2.1,4,33.1,23,11.5,18.1,8.3,39.2,0.48,0.52,NA,NA,1382210,1409467,1613950,1408746,-9.099998,3.800003,1,1,0,1,1,1,1,1,1,1,1,1,1,1,0,0,"WI",-6.055383,-3.044616,100005.8,-124.3928,0,-6.344327,8610.925,230.9253,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,-11.40314,11000.67,-259.3338,1393796,1394217,0.0350701,45868.98,49.99245,50.00755,49.51182,50.48818,0,1,0,"Dominion (Sequoia)/Command Central- Sequoia Insight","Dominion (Sequoia)/Command Central-Edge",1,0,1,"Dominion (Sequoia)/Command Central-Edge",NA,0,"Dominion (Sequoia)/Command Central-Edge",4.26969744969996,14.0411033872952
"1142","OCONTO","TOWN OF RIVERVIEW OCONTO","TOWN OF RIVERVIEW",106,14,4,101,225,47.1111111111111,6.22222222222222,1.77777777777778,44.8888888888889,0,109,0.779816513761468,0.197822141560799,0.00544464609800363,0.220183486238532,0,551,0.018348623853211,"23184","85.94%","5,886","13,255",783,"19,924",-7369,"-33.60%","23.41%","209.49%","0.33%","29.54%","66.53%","3.93%","0.68%",0,0,2,"8,865","10,741","253","19,859","44.64%","54.09%","1.27%","0.65%",0,2,37417,29634,37660,20.8,96.9,0.3,89,95.6,28330,1304,14.9,4416,21.7,318.7,5.7,51615,37.7,53,46,9927,8755,55083,44.7,0.22,54.2,8810,45.2,10691,29.5,0.78,66.5,5886,156.6,13255,39062,39492,40842,46,1.1,3.4,35,"WI","Oconto County, WI",20729,"     20,001 ",728,3.5,37483,51.1,48.9,21.4,1.6,95.7,0.2,3.2,6.8,43.8,19.7,11,10.6,4.9,53.8,0.5,0.5,NA,NA,1382210,1409467,1613950,1408746,-15.2,12.3,1,1,0,1,1,1,1,1,1,1,1,1,1,1,0,0,"WI",-10.89136,-4.30864,100005.8,-161.4914,0,-12.44433,6048.199,162.1988,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,-17.50314,12949.72,-305.2815,1393796,1394217,0.0350701,45868.98,49.99245,50.00755,49.51182,50.48818,0,1,0,"Optech/Command Central- Eagle","Dominion (Sequoia)/Command Central-Edge",1,0,1,"Dominion (Sequoia)/Command Central-Edge",NA,0,"Dominion (Sequoia)/Command Central-Edge",3.62966009445396,3.13937186698183
"1143","DUNN","TOWN OF ROCK CREEK DUNN","TOWN OF ROCK CREEK",110,14,9,91,224,49.1071428571429,6.25,4.01785714285714,40.625,0,86,0.569767441860465,0.151142355008787,0.00527240773286467,0.0116279069767442,0,569,0,"26463","83.24%","9,025","11,487",1517,"22,029",-2462,"-20.25%","12.35%","235.62%","0.17%","40.97%","52.14%","6.89%","0.75%",0,1,2,"11,316","10,224","452","21,992","51.46%","46.49%","2.06%","0.72%",1,2,44305,35400,43857,20.1,94.9,0.6,212,93.5,33099,2301,24.7,8744,14.4,155.8,3,48893,51.6,57,42,13002,9566,55033,51.6,0.34,46.6,11303,77.2,10210,41,1.36,52.1,9025,303.4,11487,35575,36541,36316,65,2.7,-0.6,71,"WI","Dunn County, WI",25089,"     24,273 ",816,3.3,44045,50.4,49.6,16.8,1.6,93.5,0.5,2.9,4.7,35.3,20.2,11.5,15.7,9.7,42.9,0.5,0.5,NA,NA,1382210,1409467,1613950,1408746,-10.6,5.5,1,1,0,1,1,1,1,1,1,1,1,1,1,1,0,0,"WI",-7.873458,-2.72654,100005.8,-120.0835,0,-7.844327,9273.699,248.6994,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,-12.90314,11222.44,-264.562,1393796,1394217,0.0350701,45868.98,49.99245,50.00755,49.51182,50.48818,0,1,0,"Dominion (Sequoia)/Command Central- Sequoia Insight","Dominion (Sequoia)/Command Central-Edge",1,0,1,"Dominion (Sequoia)/Command Central-Edge",NA,0,"Dominion (Sequoia)/Command Central-Edge",3.94352167248752,7.19644501316317
"1144","PIERCE","TOWN OF ROCK ELM PIERCE","TOWN OF ROCK ELM",37,8,1,34,80,46.25,10,1.25,42.5,0,21,0.80952380952381,0.0786516853932584,0,0,0,267,0,"25044","84.21%","8,380","11,260",1449,"21,089",-2880,"-18.12%","8.30%","273.45%","0.33%","39.74%","53.39%","6.87%","0.72%",0,0,2,"10,235","10,397","388","21,020","48.69%","49.46%","1.85%","0.69%",0,2,40958,32152,41019,21.5,96.7,0.6,193,95.1,30577,1575,25.7,8263,19.4,158.5,2.9,59226,71.5,54,45,11803,9812,55093,48.8,0.3,49.6,10213,64.8,10383,39.7,1.38,53.4,8380,289.8,11260,38975,41198,42855,30,5.7,4,14,"WI","Pierce County, WI",25004,"     24,168 ",836,3.3,40859,49.6,50.4,14.6,1.7,95.2,0.6,2.1,4,33.1,23,11.5,18.1,8.3,39.2,0.48,0.52,NA,NA,1382210,1409467,1613950,1408746,-9.099998,3.800003,1,1,0,1,1,1,1,1,1,1,1,1,1,1,0,0,"WI",-6.055383,-3.044616,100005.8,-124.3928,0,-6.344327,8610.925,230.9253,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,-11.40314,11000.67,-259.3338,1393796,1394217,0.0350701,45868.98,49.99245,50.00755,49.51182,50.48818,0,1,0,NA,"Dominion (Sequoia)/Command Central-Edge",1,0,0,"Dominion (Sequoia)/Command Central-Edge",NA,1,"Dominion (Sequoia)/Command Central-Edge",4.26969744969996,2.89034798480201
"1145","LINCOLN","TOWN OF ROCK FALLS LINCOLN","TOWN OF ROCK FALLS",84,10,2,82,178,47.1910112359551,5.61797752808989,1.12359550561798,46.0674157303371,0,72,0,0.176470588235294,0.00490196078431373,0,0,408,0,"17121","85.06%","5,370","8,400",793,"14,563",-3030,"-29.00%","12.68%","300.51%","-4.29%","36.87%","57.68%","5.45%","0.49%",0,1,1,"7,563","7,455","198","15,216","49.70%","48.99%","1.30%","0.50%",1,1,28493,22766,28743,20.1,97.2,0.9,205,96,21855,911,14.5,3301,24,106.7,5.9,49021,32.7,56,43,8424,6519,55069,49.8,0.2,49.1,7543,33,7444,36.9,1.08,57.7,5370,158.6,8400,37073,38537,39916,51,3.9,3.6,27,"WI","Lincoln County, WI",15493,"     14,925 ",568,3.7,28566,50.4,49.6,23.3,1.3,96,0.8,4,6.9,40.7,22.4,10.8,10.3,4.9,51.6,0,1,NA,NA,1382210,1409467,1613950,1408746,-12.9,8.600002,1,0,0,1,1,1,1,1,1,1,1,1,1,1,0,0,"WI",-10.65516,-2.244838,100005.8,NA,0,-12.8716,5371.525,1.525227,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,-13.0983,8383.343,-16.65755,1393796,1394217,0.0350701,45868.98,49.99245,50.00755,49.51182,50.48818,0,1,0,"ES&S DS200","ES&S Automark",0,1,1,NA,"ES&S Automark",0,"aNone",3.48737507790321,3.2499579851103
"1146","ROCK","TOWN OF ROCK ROCK","TOWN OF ROCK",131,67,16,274,488,26.844262295082,13.7295081967213,3.27868852459016,56.1475409836066,1,205,0,0.124847746650426,0.0048721071863581,0.0048780487804878,0,1642,0,"92058","81.52%","39,336","31,483",4224,"75,043",7853,"-20.08%","3.17%","342.77%","-7.00%","52.42%","41.95%","5.63%","2.55%",1,0,1,"49,219","30,517","954","80,690","61.00%","37.82%","1.18%","2.63%",1,1,161188,122503,160331,24,91,5.1,6248,83.9,102780,19723,19.4,23766,5.2,16.5,4.2,49435,223.3,64,35,50529,27364,55105,61.1,0.2,37.9,49158,162.4,30492,52.4,1.12,42,39336,844.8,31483,38349,38470,40026,50,0.3,4,12,"WI","Rock County, WI",86729,"     83,383 ",3346,3.9,160465,49.1,50.9,17.6,7.9,84.1,3.4,3.4,8.2,36.9,21.8,9.7,13,7,48.5,0,1,NA,NA,1382210,1409467,1613950,1408746,-8.699997,4.099998,1,0,0,1,1,1,1,1,1,1,1,1,1,1,0,0,"WI",-7.946287,-0.7537098,100005.8,NA,0,-8.671595,39347.17,11.1725,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,-8.898301,31420.57,-62.4321,1393796,1394217,0.0350701,45868.98,49.99245,50.00755,49.51182,50.48818,0,1,0,"ES&S DS200","ES&S Automark",0,1,1,NA,"ES&S Automark",0,"aNone",5.40851615884611,24.2042382806176
