"","Reporting unit name","Municipality and county","County","Change in Rep. vote 2012 to 2016","Rep. vote 2016","Rep. vote 2012","Trump vote in primary","Vote for third party candidates 2016","Voter number 2016","Number of registered voters 2016","Registered voter turnout 2016","Touchscreen model installed in municipality","Proportion of voters using voting machines","Number of voters using voting machines","Number of voters using AVC Edge","Average Rep. vote change 2012-2016 in reporting units with 0% touchscreen use","Average Rep. vote change 2012-2016 in reporting units with 0-25% AVC Edge use","Average Rep. vote change 2012-2016 in reporting units with >25% AVC Edge use","Rep. vote change 2012-2016 above average for 0% touchscreen use","No. of voters voting Rep. above average vote change 2012-2016 with 0% touchscreen use","Proportion of votes from AVC Edge required to flip to match difference from 0% touchscreen use average in Rep. vote change 2012-2016"
"2714","TOWN OF SPRUCE WARD 1-2 OCONTO","TOWN OF SPRUCE OCONTO","OCONTO",16.7763844830501,69.8237885462555,53.0474040632054,55.0239234449761,2.86343612334802,473,506,0.934782608695652,"Dominion (Sequoia)/Command Central-Edge",0.596194503171247,282,282,0.627336229534961,2.45692443158333,10.7432320060251,16.1490482535151,79.352298604827,0.281391129804351
"2715","TOWN OF ST. CROIX FALLS WARDS 1-2 POLK","TOWN OF ST. CROIX FALLS POLK","POLK",2.02959465684017,62.125748502994,60.0961538461538,51.8691588785047,7.33532934131737,673,730,0.921917808219178,"Dominion (Sequoia)/Command Central-Edge",0.898959881129272,605,605,0.627336229534961,2.45692443158333,10.7432320060251,1.40225842730521,13.6591720405343,0.0225771438686518
"2716","TOWN OF ST. GERMAIN WARDS 1-2 VILAS","TOWN OF ST. GERMAIN VILAS","VILAS",3.62210899416682,64.7372429550647,61.1151339608979,54.7511312217195,3.27494287890328,1321,1525,0.866229508196721,"aNone",0,0,NA,0.627336229534961,2.45692443158333,10.7432320060251,2.99477276463186,47.8480598129437,NA
"2717","TOWN OF ST. JOSEPH WARD 1-6 ST. CROIX","TOWN OF ST. JOSEPH ST. CROIX","ST. CROIX",-1.98646782733605,56.0766721044046,58.0631399317406,37.9003558718861,6.89233278955954,2465,2728,0.903592375366569,"Dominion (Sequoia)/Command Central-Edge",0,0,0,0.627336229534961,2.45692443158333,10.7432320060251,-2.61380405687101,-48.9664319438336,NA
"2718","TOWN OF ST. MARIE WARDS 1-2 GREEN LAKE","TOWN OF ST. MARIE GREEN LAKE","GREEN LAKE",6.55844155844157,68.8311688311688,62.2727272727273,57.258064516129,3.03030303030303,231,255,0.905882352941176,"Dominion (Sequoia)/Command Central-Edge",0.930735930735931,215,215,0.627336229534961,2.45692443158333,10.7432320060251,5.93110532890661,15.15,0.0704651162790699
"2719","TOWN OF STANFOLD WARD 1 BARRON","TOWN OF STANFOLD BARRON","BARRON",11.4884224377613,63.7795275590551,52.2911051212938,49.6503496503497,4.1994750656168,387,397,0.974811083123426,"Dominion (Sequoia)/Command Central-Edge",0.914728682170543,354,354,0.627336229534961,2.45692443158333,10.7432320060251,10.8610862082263,44.4601948341362,0.125593770717899
"2720","TOWN OF STANLEY WARD 1-4 BARRON","TOWN OF STANLEY BARRON","BARRON",8.02582681684483,63.4220532319392,55.3962264150943,48.3576642335766,5.62737642585551,1320,1527,0.864440078585462,"Dominion (Sequoia)/Command Central-Edge",0.741666666666667,979,979,0.627336229534961,2.45692443158333,10.7432320060251,7.39849058730987,105.940913982352,0.108213395283301
"2721","TOWN OF STANTON WARD 1 DUNN","TOWN OF STANTON DUNN","DUNN",12.601003969576,68.5912240184757,55.9902200488998,49.0566037735849,4.15704387990762,435,480,0.90625,"Dominion (Sequoia)/Command Central-Edge",0.740229885057471,322,322,0.627336229534961,2.45692443158333,10.7432320060251,11.973667740041,54.8143672676556,0.170230954247378
"2722","TOWN OF STANTON WARD 1 ST. CROIX","TOWN OF STANTON ST. CROIX","ST. CROIX",3.03816741063705,59.7633136094675,56.7251461988304,33.7209302325581,6.50887573964497,511,564,0.906028368794326,"Dominion (Sequoia)/Command Central-Edge",0,0,0,0.627336229534961,2.45692443158333,10.7432320060251,2.41083118110209,15.5250354683553,NA
"2723","TOWN OF STAR PRAIRIE WARDS 1-6 ST. CROIX","TOWN OF STAR PRAIRIE ST. CROIX","ST. CROIX",4.88898150013661,63.5078534031414,58.6188719030047,45.4695222405272,6.59685863874346,1992,2192,0.908759124087591,"Dominion (Sequoia)/Command Central-Edge",0,0,0,0.627336229534961,2.45692443158333,10.7432320060251,4.26164527060165,97.3885114827213,NA
"2724","TOWN OF STARK WARD 1-2 VERNON","TOWN OF STARK VERNON","VERNON",7.14337236421341,47.8468899521531,40.7035175879397,40,8.13397129186603,212,225,0.942222222222222,"Dominion (Sequoia)/Command Central-Edge",0.759433962264151,161,161,0.627336229534961,2.45692443158333,10.7432320060251,6.51603613467845,15.1439494121324,0.0940617975908846
"2725","TOWN OF STELLA WARDS 1-2 ONEIDA","TOWN OF STELLA ONEIDA","ONEIDA",9.04979998840512,53.1914893617021,44.141689373297,NA,5.31914893617021,380,457,0.831509846827133,"Dominion (Sequoia)/Command Central-Edge",0.871052631578947,331,331,0.627336229534961,2.45692443158333,10.7432320060251,8.42246375887016,34.3892399559395,0.103894984761146
"2726","TOWN OF STEPHENSON WARDS 1-3 MARINETTE","TOWN OF STEPHENSON MARINETTE","MARINETTE",NA,65.0976909413854,NA,58.4521384928717,2.30905861456483,1136,1287,0.882672882672883,"Dominion (Sequoia)/Command Central-Edge",0.640845070422535,728,728,0.627336229534961,2.45692443158333,10.7432320060251,NA,NA,NA
"2727","TOWN OF STEPHENSON WARDS 4-5 MARINETTE","TOWN OF STEPHENSON MARINETTE","MARINETTE",14.573010784028,69.041095890411,54.468085106383,57.3529411764706,3.56164383561644,746,847,0.880755608028335,"Dominion (Sequoia)/Command Central-Edge",0.670241286863271,500,500,0.627336229534961,2.45692443158333,10.7432320060251,13.945674554493,108.714660448849,0.217429320897698
"2728","TOWN OF STERLING WARD 1 POLK","TOWN OF STERLING POLK","POLK",11.5602527783831,65.3846153846154,53.8243626062323,51.6393442622951,6.50887573964497,338,392,0.862244897959184,"Dominion (Sequoia)/Command Central-Edge",0.920118343195266,311,311,0.627336229534961,2.45692443158333,10.7432320060251,10.9329165488481,39.0736543909349,0.125638760099469
"2729","TOWN OF STERLING WARD 1 VERNON","TOWN OF STERLING VERNON","VERNON",12.9292801484621,64.6864686468647,51.7571884984025,46.0992907801418,5.94059405940594,304,349,0.871060171919771,"Dominion (Sequoia)/Command Central-Edge",0.516447368421053,157,157,0.627336229534961,2.45692443158333,10.7432320060251,12.3019439189271,39.3050116513248,0.250350392683597
"2730","TOWN OF STETTIN WARD 1-2 MARATHON","TOWN OF STETTIN MARATHON","MARATHON",0.403721382227687,63.135593220339,62.7318718381113,45.580589254766,5.25423728813559,1178,1361,0.865540044085231,"aNone",0,0,NA,0.627336229534961,2.45692443158333,10.7432320060251,-0.223614847307274,4.75583788264215,NA
"2731","TOWN OF STETTIN WARD 3-4 MARATHON","TOWN OF STETTIN MARATHON","MARATHON",1.96886446886446,60.8974358974359,58.9285714285714,37.8571428571429,3.52564102564103,312,348,0.896551724137931,"aNone",0,0,NA,0.627336229534961,2.45692443158333,10.7432320060251,1.3415282393295,6.14285714285712,NA
"2732","TOWN OF STILES WARD 1-2 OCONTO","TOWN OF STILES OCONTO","OCONTO",12.8069359141386,64.6913580246914,51.8844221105528,43.6170212765958,5.30864197530864,822,897,0.916387959866221,"Dominion (Sequoia)/Command Central-Edge",0.299270072992701,246,246,0.627336229534961,2.45692443158333,10.7432320060251,12.1795996846036,105.273013214219,0.427939078106582
"2733","TOWN OF STINNETT WARD 1 WASHBURN","TOWN OF STINNETT WASHBURN","WASHBURN",8.96551724137932,68.9655172413793,60,63.1578947368421,3.44827586206897,116,155,0.748387096774194,"Dominion (Sequoia)/Command Central-Edge",0.672413793103448,78,78,0.627336229534961,2.45692443158333,10.7432320060251,8.33818101184436,10.4,0.133333333333334
"2734","TOWN OF STOCKBRIDGE WARDS 1-3 CALUMET","TOWN OF STOCKBRIDGE CALUMET","CALUMET",9.01707942340713,68.3297180043384,59.3126385809313,NA,3.470715835141,935,1048,0.892175572519084,"Dominion (Premier)-Accuvote TSX",0.0695187165775401,65,NA,0.627336229534961,2.45692443158333,10.7432320060251,8.38974319387217,84.3096926088567,NA
"2735","TOWN OF STOCKHOLM WARD 1 PEPIN","TOWN OF STOCKHOLM PEPIN","PEPIN",-4.35942612635288,49.6551724137931,54.014598540146,35.5555555555556,5.51724137931035,146,156,0.935897435897436,"Dominion (Sequoia)/Command Central-Edge",0.863013698630137,126,126,0.627336229534961,2.45692443158333,10.7432320060251,-4.98676235588784,-6.36476214447521,-0.0505139852736127
"2736","TOWN OF STOCKTON WARD 1-5 PORTAGE","TOWN OF STOCKTON PORTAGE","PORTAGE",5.98780688746087,53.2773109243698,47.2895040369089,NA,4.9859943977591,1796,1960,0.916326530612245,"aNone",0,0,NA,0.627336229534961,2.45692443158333,10.7432320060251,5.36047065792591,107.541011698797,NA
"2737","TOWN OF STONE LAKE WARD 1 WASHBURN","TOWN OF STONE LAKE WASHBURN","WASHBURN",6.18556701030928,63.2302405498282,57.0446735395189,63.7037037037037,6.52920962199313,293,346,0.846820809248555,"Dominion (Sequoia)/Command Central-Edge",0.761092150170648,223,223,0.627336229534961,2.45692443158333,10.7432320060251,5.55823078077432,18.1237113402062,0.0812722481623597
"2738","TOWN OF STRICKLAND WARD 1-2 RUSK","TOWN OF STRICKLAND RUSK","RUSK",4.73521043020343,55.0898203592814,50.354609929078,58.8235294117647,6.58682634730539,167,176,0.948863636363636,"Dominion (Sequoia)/Command Central-Edge",0.479041916167665,80.0000000000001,80.0000000000001,0.627336229534961,2.45692443158333,10.7432320060251,4.10787420066847,7.90780141843973,0.0988475177304965
"2739","TOWN OF STRONGS PRAIRIE WARDS 1-3 ADAMS","TOWN OF STRONGS PRAIRIE ADAMS","ADAMS",16.7329643263858,61.9672131147541,45.2342487883683,56.3265306122449,3.27868852459016,615,720,0.854166666666667,"Dominion (Sequoia)/Command Central-Edge",0.908943089430894,559,559,0.627336229534961,2.45692443158333,10.7432320060251,16.1056280968508,102.907730607273,0.184092541336803
"2740","TOWN OF STUBBS WARD 1-2 RUSK","TOWN OF STUBBS RUSK","RUSK",19.2445049887707,64.3312101910828,45.0867052023121,51.5151515151515,4.45859872611465,320,387,0.82687338501292,"Dominion (Sequoia)/Command Central-Edge",0.740625,237,237,0.627336229534961,2.45692443158333,10.7432320060251,18.6171687592357,61.5824159640662,0.2598414175699
"2741","TOWN OF STURGEON BAY WARDS 1-2 DOOR","TOWN OF STURGEON BAY DOOR","DOOR",4.78855561631367,52.2072936660269,47.4187380497132,NA,4.79846449136276,525,590,0.889830508474576,"aNone",0,0,NA,0.627336229534961,2.45692443158333,10.7432320060251,4.16121938677871,25.1399169856468,NA
"2742","TOWN OF SUGAR CAMP WARDS 1-2 ONEIDA","TOWN OF SUGAR CAMP ONEIDA","ONEIDA",2.19643782688593,62.8947368421053,60.6982990152193,49.1620111731844,5.43859649122807,1147,1275,0.899607843137255,"Dominion (Sequoia)/Command Central-Edge",0.0758500435919791,87,87,0.627336229534961,2.45692443158333,10.7432320060251,1.56910159735097,25.1931418743816,0.289576343383697
"2743","TOWN OF SUGAR CREEK WARD 1-5 WALWORTH","TOWN OF SUGAR CREEK WALWORTH","WALWORTH",2.90938206818726,62.0328167730173,59.1234347048301,32.8960645812311,6.24430264357338,2222,2453,0.905829596412556,"Dominion (Premier)-Accuvote TSX",0,0,NA,0.627336229534961,2.45692443158333,10.7432320060251,2.2820458386523,64.6464695551209,NA
"2744","TOWN OF SULLIVAN WARDS 1-3 JEFFERSON","TOWN OF SULLIVAN JEFFERSON","JEFFERSON",-1.86851837773297,66.0179640718563,67.8864824495893,29.6703296703297,7.03592814371257,1339,1541,0.868916288124594,"aNone",0,0,NA,0.627336229534961,2.45692443158333,10.7432320060251,-2.49585460726793,-25.0194610778445,NA
"2745","TOWN OF SUMMIT WARD 1 JUNEAU","TOWN OF SUMMIT JUNEAU","JUNEAU",9.34945788156796,61.7737003058104,52.4242424242424,52.0547945205479,3.97553516819572,330,398,0.829145728643216,"Dominion (Sequoia)/Command Central-Edge",0.818181818181818,270,270,0.627336229534961,2.45692443158333,10.7432320060251,8.722121652033,30.8532110091743,0.114271151885831
"2746","TOWN OF SUMMIT WARD 1 LANGLADE","TOWN OF SUMMIT LANGLADE","LANGLADE",14.2857142857143,70.4081632653061,56.1224489795918,50.9090909090909,7.14285714285714,98,112,0.875,"Dominion (Sequoia)/Command Central-Edge",0.459183673469388,45,45,0.627336229534961,2.45692443158333,10.7432320060251,13.6583780561793,14,0.311111111111111
"2747","TOWN OF SUMMIT WARDS 1-2 DOUGLAS","TOWN OF SUMMIT DOUGLAS","DOUGLAS",14.7344254876477,42.4292845257904,27.6948590381426,61.6161616161616,5.65723793677205,603,699,0.862660944206009,"aNone",0,0,NA,0.627336229534961,2.45692443158333,10.7432320060251,14.1070892581127,88.8485856905156,NA
"2748","TOWN OF SUMNER WARD 1 BARRON","TOWN OF SUMNER BARRON","BARRON",11.390082348729,63.5204081632653,52.1303258145363,59.5238095238095,3.8265306122449,394,464,0.849137931034483,"Dominion (Sequoia)/Command Central-Edge",0.916243654822335,361,361,0.627336229534961,2.45692443158333,10.7432320060251,10.762746119194,44.8769244539923,0.124312810121862
"2749","TOWN OF SUMNER WARD 1 JEFFERSON","TOWN OF SUMNER JEFFERSON","JEFFERSON",3.56978251476306,54.9056603773585,51.3358778625954,42.2907488986784,6.79245283018868,530,576,0.920138888888889,"aNone",0,0,NA,0.627336229534961,2.45692443158333,10.7432320060251,2.9424462852281,18.9198473282442,NA
"2750","TOWN OF SUMNER WARD 1 TREMPEALEAU","TOWN OF SUMNER TREMPEALEAU","TREMPEALEAU",4.09637905505452,54.9199084668192,50.8235294117647,48.4662576687117,4.5766590389016,441,478,0.922594142259414,"Dominion (Sequoia)/Command Central-Edge",0.959183673469388,423,423,0.627336229534961,2.45692443158333,10.7432320060251,3.46904282551956,18.0650316327904,0.0427069305739726
"2751","TOWN OF SUMPTER WARDS 1-3 SAUK","TOWN OF SUMPTER SAUK","SAUK",8.63050171613164,48.2939632545932,39.6634615384615,NA,7.08661417322835,393,441,0.891156462585034,"aNone",0,0,NA,0.627336229534961,2.45692443158333,10.7432320060251,8.00316548659668,33.9178717443973,NA
"2752","TOWN OF SUN PRAIRIE WARDS 1-3 DANE","TOWN OF SUN PRAIRIE DANE","DANE",4.56935372736446,43.0746918056563,38.5053380782918,36.568848758465,4.78607686729514,1391,1507,0.923025879230259,"aNone",0,0,NA,0.627336229534961,2.45692443158333,10.7432320060251,3.9420174978295,63.5597103476396,NA
"2753","TOWN OF SUPERIOR WARDS 1-2 DOUGLAS","TOWN OF SUPERIOR DOUGLAS","DOUGLAS",11.1388520361977,50.1167315175097,38.977879481312,58.8486140724947,3.73540856031128,1289,1495,0.862207357859532,"aNone",0,0,NA,0.627336229534961,2.45692443158333,10.7432320060251,10.5115158066627,143.579802746588,NA
"2754","TOWN OF SWISS WARD 1-2 BURNETT","TOWN OF SWISS BURNETT","BURNETT",13.8778581045153,50.3512880562061,36.4734299516908,50.5154639175258,5.3864168618267,434,504,0.861111111111111,"Dominion (Sequoia)/Command Central-Edge",0.672811059907834,292,292,0.627336229534961,2.45692443158333,10.7432320060251,13.2505218749803,60.2299041735964,0.206266795115056
"2755","TOWN OF SYLVAN WARD 1-2 RICHLAND","TOWN OF SYLVAN RICHLAND","RICHLAND",11.9045147898287,56.5853658536585,44.6808510638298,56.3829787234042,3.90243902439024,207,244,0.848360655737705,"Dominion (Sequoia)/Command Central-Edge",0.376811594202899,78.0000000000001,78.0000000000001,0.627336229534961,2.45692443158333,10.7432320060251,11.2771785602937,24.6423456149454,0.315927507883915
"2756","TOWN OF SYLVESTER WARDS 1-2 GREEN","TOWN OF SYLVESTER GREEN","GREEN",0.373324738806971,55.026455026455,54.6531302876481,38.9121338912134,5.29100529100529,572,608,0.940789473684211,"aNone",0,0,NA,0.627336229534961,2.45692443158333,10.7432320060251,-0.25401149072799,2.13541750597587,NA
"2757","TOWN OF TAFT WARD 1 TAYLOR","TOWN OF TAFT TAYLOR","TAYLOR",20.2168193776649,70.5479452054795,50.3311258278146,46.875,4.79452054794521,146,186,0.78494623655914,"ES&S iVotronic",0.520547945205479,75.9999999999999,NA,0.627336229534961,2.45692443158333,10.7432320060251,19.5894831481299,29.5165562913908,NA
"2758","TOWN OF TAINTER WARD 1-3 DUNN","TOWN OF TAINTER DUNN","DUNN",6.97641367092058,54.8209366391185,47.8445229681979,42.3728813559322,6.8870523415978,1472,1575,0.934603174603175,"Dominion (Sequoia)/Command Central-Edge",0.190217391304348,280,280,0.627336229534961,2.45692443158333,10.7432320060251,6.34907744138562,102.692809235951,0.366760032985539
"2759","TOWN OF TAYCHEEDAH WARDS 1-5 FOND DU LAC","TOWN OF TAYCHEEDAH FOND DU LAC","FOND DU LAC",-1.38259605703337,65.0946766702394,66.4772727272727,32.3246217331499,4.28724544480171,2855,3112,0.917416452442159,"aNone",0,0,NA,0.627336229534961,2.45692443158333,10.7432320060251,-2.00993228656833,-39.4731174283027,NA
"2760","TOWN OF TEXAS WARDS 1-2 MARATHON","TOWN OF TEXAS MARATHON","MARATHON",8.59975875081614,63.5448136958711,54.9450549450549,52.8508771929825,4.0281973816717,995,1118,0.889982110912343,"aNone",0,0,NA,0.627336229534961,2.45692443158333,10.7432320060251,7.97242252128118,85.5675995706206,NA
"2761","TOWN OF THERESA WARD 2 DODGE","TOWN OF THERESA DODGE","DODGE",-0.375523270130515,73.9247311827957,74.3002544529262,31.0810810810811,4.56989247311828,377,415,0.908433734939759,"Dominion (Premier)-Accuvote TSX",0,0,NA,0.627336229534961,2.45692443158333,10.7432320060251,-1.00285949966548,-1.41572272839204,NA
"2762","TOWN OF THERESA WARDS 1,3-7 DODGE","TOWN OF THERESA DODGE","DODGE",2.29172932330826,75.6,73.3082706766917,23.6486486486486,7.2,252,279,0.903225806451613,"Dominion (Premier)-Accuvote TSX",0,0,NA,0.627336229534961,2.45692443158333,10.7432320060251,1.6643930937733,5.77515789473682,NA
"2763","TOWN OF THORNAPPLE WARD 1-5 RUSK","TOWN OF THORNAPPLE RUSK","RUSK",16.2046386390062,75.1789976133652,58.974358974359,55.609756097561,3.10262529832936,432,465,0.929032258064516,"Dominion (Sequoia)/Command Central-Edge",0.460648148148148,199,199,0.627336229534961,2.45692443158333,10.7432320060251,15.5773024094712,70.0040389205068,0.351779090052798
"2764","TOWN OF THORP WARD 1 CLARK","TOWN OF THORP CLARK","CLARK",18.000730994152,63.4868421052632,45.4861111111111,42.4,3.28947368421053,305,376,0.811170212765957,"ES&S iVotronic",0.514754098360656,157,NA,0.627336229534961,2.45692443158333,10.7432320060251,17.373394764617,54.9022295321636,NA
"2765","TOWN OF THREE LAKES WARDS 1-4 ONEIDA","TOWN OF THREE LAKES ONEIDA","ONEIDA",3.7975074089665,65.1370299553856,61.3395225464191,NA,6.30975143403442,1585,1774,0.893461104847802,"Dominion (Sequoia)/Command Central-Edge",0.0529968454258675,84,84,0.627336229534961,2.45692443158333,10.7432320060251,3.17017117943154,60.190492432119,0.71655348133475
"2766","TOWN OF TIFFANY WARD 1-2 DUNN","TOWN OF TIFFANY DUNN","DUNN",12.8942619992782,71.1764705882353,58.2822085889571,49.6688741721854,4.41176470588235,341,388,0.878865979381443,"Dominion (Sequoia)/Command Central-Edge",0.337243401759531,115,115,0.627336229534961,2.45692443158333,10.7432320060251,12.2669257697432,43.9694334175387,0.382342899282945
"2767","TOWN OF TILDEN WARDS 1-3 CHIPPEWA","TOWN OF TILDEN CHIPPEWA","CHIPPEWA",5.73948810451086,60.2312138728324,54.4917257683215,41.9902912621359,4.73988439306358,880,969,0.908152734778122,"Dominion (Sequoia)/Command Central-Edge",0.278409090909091,245,245,0.627336229534961,2.45692443158333,10.7432320060251,5.1121518749759,50.5074953196956,0.206153042121206
"2768","TOWN OF TIPLER WARD 1 FLORENCE","TOWN OF TIPLER FLORENCE","FLORENCE",5.37890327494286,85.5769230769231,80.1980198019802,63.1578947368421,1.92307692307692,106,102,1.03921568627451,"Dominion (Sequoia)/Command Central-Edge",0.830188679245283,88,88,0.627336229534961,2.45692443158333,10.7432320060251,4.7515670454079,5.70163747143943,0.0647913349027208
"2769","TOWN OF TOMAH WARDS 1-2 MONROE","TOWN OF TOMAH MONROE","MONROE",5.00539623805119,63.5869565217391,58.5815602836879,45.5621301775148,5.16304347826087,740,825,0.896969696969697,"Dominion (Sequoia)/Command Central-Edge",0.867567567567568,642,642,0.627336229534961,2.45692443158333,10.7432320060251,4.37806000851623,37.0399321615788,0.0576945983825215
"2770","TOWN OF TOMAHAWK WARD 1 LINCOLN","TOWN OF TOMAHAWK LINCOLN","LINCOLN",16.1506000986464,64.7887323943662,48.6381322957198,68.8524590163934,4.22535211267606,287,286,1.0034965034965,"aNone",0,0,NA,0.627336229534961,2.45692443158333,10.7432320060251,15.5232638691114,46.3522222831152,NA
"2771","TOWN OF TOWNSEND WARD 1 OCONTO","TOWN OF TOWNSEND OCONTO","OCONTO",5.76101256634759,59.1044776119403,53.3434650455927,43.5215946843854,3.28358208955224,681,781,0.871959026888604,"Dominion (Sequoia)/Command Central-Edge",0.738619676945668,503,503,0.627336229534961,2.45692443158333,10.7432320060251,5.13367633681263,39.2324955768271,0.0779970090990598
"2772","TOWN OF TRADE LAKE WARD 1-2 BURNETT","TOWN OF TRADE LAKE BURNETT","BURNETT",5.91406006994757,65.4150197628458,59.5009596928983,46.039603960396,4.54545454545455,521,555,0.938738738738739,"Dominion (Sequoia)/Command Central-Edge",0.564299424184261,294,294,0.627336229534961,2.45692443158333,10.7432320060251,5.28672384041261,30.8122529644268,0.104803581511656
"2773","TOWN OF TREGO WARDS 1-2 WASHBURN","TOWN OF TREGO WASHBURN","WASHBURN",8.74491362296241,59.7902097902098,51.0452961672474,53.3864541832669,5.94405594405594,576,660,0.872727272727273,"Dominion (Sequoia)/Command Central-Edge",0.432291666666667,249,249,0.627336229534961,2.45692443158333,10.7432320060251,8.11757739342745,50.3707024682635,0.202291977784191
"2774","TOWN OF TREMPEALEAU WARD 1-2 TREMPEALEAU","TOWN OF TREMPEALEAU TREMPEALEAU","TREMPEALEAU",5.50951990634654,54.043392504931,48.5338725985844,47.1751412429379,4.43786982248521,1017,1193,0.852472757753562,"Dominion (Sequoia)/Command Central-Edge",0.76007866273353,773,773,0.627336229534961,2.45692443158333,10.7432320060251,4.88218367681158,56.0318174475443,0.0724861803978581
"2775","TOWN OF TRENTON WARD 1-2 PIERCE","TOWN OF TRENTON PIERCE","PIERCE",5.43909158099846,59.504132231405,54.0650406504065,45.1901565995526,8.05785123966942,985,1215,0.810699588477366,"Dominion (Sequoia)/Command Central-Edge",0.613197969543147,604,604,0.627336229534961,2.45692443158333,10.7432320060251,4.8117553514635,53.5750520728348,0.0887004173391306
"2776","TOWN OF TRENTON WARDS 1-2 DODGE","TOWN OF TRENTON DODGE","DODGE",6.88613568459577,69.7547683923706,62.8686327077748,32.3607427055703,5.858310626703,746,816,0.91421568627451,"Dominion (Premier)-Accuvote TSX",0,0,NA,0.627336229534961,2.45692443158333,10.7432320060251,6.25879945506081,51.3705722070844,NA
"2777","TOWN OF TRENTON WARDS 1-2,8 WASHINGTON","TOWN OF TRENTON WASHINGTON","WASHINGTON",NA,71.7261904761905,NA,NA,5.35714285714286,672,714,0.941176470588235,"aNone",0,0,NA,0.627336229534961,2.45692443158333,10.7432320060251,NA,NA,NA
"2778","TOWN OF TRENTON WARDS 3-7 WASHINGTON","TOWN OF TRENTON WASHINGTON","WASHINGTON",NA,71.9405594405594,NA,NA,5.11363636363636,2295,2580,0.88953488372093,"aNone",0,0,NA,0.627336229534961,2.45692443158333,10.7432320060251,NA,NA,NA
"2779","TOWN OF TRIMBELLE WARD 1-2 PIERCE","TOWN OF TRIMBELLE PIERCE","PIERCE",9.01246665577875,64.957264957265,55.9447983014862,50.462962962963,5.76923076923077,944,1091,0.865261228230981,"Dominion (Sequoia)/Command Central-Edge",0.00847457627118644,8,8,0.627336229534961,2.45692443158333,10.7432320060251,8.38513042624379,85.0776852305514,10.6347106538189
"2780","TOWN OF TRIPP WARD 1 BAYFIELD","TOWN OF TRIPP BAYFIELD","BAYFIELD",5.01984126984127,55.7142857142857,50.6944444444444,66,5.71428571428571,142,160,0.8875,"aNone",0,0,NA,0.627336229534961,2.45692443158333,10.7432320060251,4.39250504030631,7.1281746031746,NA
"2781","TOWN OF TROY WARD 1-7 ST. CROIX","TOWN OF TROY ST. CROIX","ST. CROIX",-3.86933543901365,55.0805452292441,58.9498806682578,33.7712519319938,7.15613382899628,3254,3535,0.920509193776521,"Dominion (Sequoia)/Command Central-Edge",0,0,0,0.627336229534961,2.45692443158333,10.7432320060251,-4.49667166854861,-125.908175185504,NA
"2782","TOWN OF TROY WARD 1 SAUK","TOWN OF TROY SAUK","SAUK",7.6660001583782,52.4553571428571,44.7893569844789,51.6483516483517,5.13392857142857,455,506,0.899209486166008,"aNone",0,0,NA,0.627336229534961,2.45692443158333,10.7432320060251,7.03866392884324,34.8803007206208,NA
"2783","TOWN OF TROY WARDS 1-3 WALWORTH","TOWN OF TROY WALWORTH","WALWORTH",0.259200181045401,65.3616456536164,65.102445472571,27.1144278606965,5.77305905773059,1518,1698,0.893992932862191,"Dominion (Premier)-Accuvote TSX",0,0,NA,0.627336229534961,2.45692443158333,10.7432320060251,-0.36813604848956,3.93465874826919,NA
"2784","TOWN OF TRUE WARD 1 RUSK","TOWN OF TRUE RUSK","RUSK",9.71756620851492,65.1315789473684,55.4140127388535,44.7761194029851,4.60526315789474,153,173,0.884393063583815,"Dominion (Sequoia)/Command Central-Edge",0.803921568627451,123,123,0.627336229534961,2.45692443158333,10.7432320060251,9.09022997897996,14.8678762990278,0.120877043081527
"2785","TOWN OF TURTLE LAKE WARD 1 BARRON","TOWN OF TURTLE LAKE BARRON","BARRON",15.7111542981108,65.8783783783784,50.1672240802676,58.4158415841584,4.05405405405405,301,347,0.867435158501441,"Dominion (Sequoia)/Command Central-Edge",0.817275747508306,246,246,0.627336229534961,2.45692443158333,10.7432320060251,15.0838180685758,47.2905744373135,0.192238107468754
"2786","TOWN OF TURTLE WARDS 1,4 ROCK","TOWN OF TURTLE ROCK","ROCK",2.47597664095248,53.6423841059603,51.1664074650078,46.5811965811966,5.62913907284768,609,711,0.856540084388186,"aNone",0,0,NA,0.627336229534961,2.45692443158333,10.7432320060251,1.84864041141752,15.0786977434006,NA
"2787","TOWN OF TURTLE WARDS 2-3 ROCK","TOWN OF TURTLE ROCK","ROCK",0.35882229084784,59.8540145985402,59.4951923076923,45.9317585301837,5.96107055961071,828,930,0.890322580645161,"aNone",0,0,NA,0.627336229534961,2.45692443158333,10.7432320060251,-0.268513938687121,2.97104856822012,NA
"2788","TOWN OF TWO CREEKS WARD 1 MANITOWOC","TOWN OF TWO CREEKS MANITOWOC","MANITOWOC",3.28738069989397,63.0434782608696,59.7560975609756,31.4814814814815,6.95652173913043,230,255,0.901960784313726,"aNone",0,0,NA,0.627336229534961,2.45692443158333,10.7432320060251,2.66004447035901,7.56097560975613,NA
"2789","TOWN OF TWO RIVERS WARD 1-2 MANITOWOC","TOWN OF TWO RIVERS MANITOWOC","MANITOWOC",9.04494926020606,59.718026183283,50.6730769230769,44.1613588110403,5.337361530715,999,1164,0.858247422680412,"aNone",0,0,NA,0.627336229534961,2.45692443158333,10.7432320060251,8.4176130306711,90.3590431094585,NA
