"","hindi","county","municipality","reporting_unit","registrants","late_registrants","election_day_registrants","total_ballots","total_voters","paper_ballots","optical_scan_ballots","dre","auto_mark","ballots_counted_at","total_election_inspectors","split_shifts","difficulty_obtaining","x16_17","x18_25","x26_40","x41_60","x61_70","x71","polling_place_name","shared","provisional_identification","provisional_no_dl","counted","rejected","absentee_issued","absentee_in_person","absentee_not_returned","absentee_undeliverable","received_by_election_day","counted_2","rejected2","late_received_after_the_election","fwab_received","fwab_counted","fwab_rejected","fwab_late","military_issued","military_sent_but_not_returned","military_undeliverable","military_received_by_election_day","military_counted","military_rejected","military_late","overseas_issued","overseas_sent_but_not_returned","overseas_undeliverable","overseas_received_by_election_day","overseas_counted","overseas_rejected","overseas_late","muni_county","reporting_unit_orig"
"356",10042,"CLARK","TOWN OF PINE VALLEY","TOWN-OF-PINE-VALLEY-WARD-1-2-CLARK","743",0,"69","631","631","0","477","154","0","Polling Place",4,"No","3 Neither difficult nor easy",0,0,0,2,2,0,"Pine Valley Town Hall","No",0,0,0,0,"27","0",0,0,"27","27",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"TOWN OF PINE VALLEY CLARK","TOWN OF PINE VALLEY WARDS 1-2 CLARK"
"357",10044,"CLARK","TOWN OF RESEBURG","TOWN-OF-RESEBURG-WARD-1-2-CLARK","228",0,"21","188","188","94","0","94","0","Polling Place",3,"No","5 Very easy",0,0,1,0,2,0,"RESEBURG TOWN HALL","No",0,0,0,0,"2","1",0,0,"2","2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"TOWN OF RESEBURG CLARK","TOWN OF RESEBURG WARDS 1-2 CLARK"
"358",10046,"CLARK","TOWN OF SEIF","TOWN-OF-SEIF-WARD-1-CLARK","126",1,"5","102","102","5","0","97","0","Polling Place",3,"No","5 Very easy",0,0,0,0,3,0,"SEIF TOWN GARAGE","No",0,0,0,0,"5","3",0,0,"5","5",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"TOWN OF SEIF CLARK","TOWN OF SEIF WARD 1 CLARK"
"359",10048,"CLARK","TOWN OF SHERMAN","TOWN-OF-SHERMAN-WARD-1-2-CLARK","396",0,"36","327","327","0","327","0","0","Polling Place",5,"Yes","2 Somewhat difficult",0,0,0,3,0,2,"SHERMAN TOWN HALL","No",0,0,0,0,"16","8",0,0,"16","16",0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"TOWN OF SHERMAN CLARK","TOWN OF SHERMAN WARDS 1-2 CLARK"
"360",10050,"CLARK","TOWN OF SHERWOOD","TOWN-OF-SHERWOOD-WARD-1-CLARK","151",0,"17","151","151","86","0","65","0","Polling Place",4,"Yes","2 Somewhat difficult",0,0,0,1,1,2,"SHERWOOD TOWN HALL","No",0,0,0,0,"18","10",0,0,"18","17",1,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,"TOWN OF SHERWOOD CLARK","TOWN OF SHERWOOD WARD 1 CLARK"
"361",10052,"CLARK","TOWN OF THORP","TOWN-OF-THORP-WARD-1-CLARK","376",2,"23","305","305","148","0","157","0","Polling Place",5,"Yes","5 Very easy",0,0,1,1,2,2,"THORP TOWN HALL","No",0,0,0,0,"20","9",0,0,"20","20",0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,"TOWN OF THORP CLARK","TOWN OF THORP WARD 1 CLARK"
"362",10054,"CLARK","TOWN OF UNITY","TOWN-OF-UNITY-WARD-1-CLARK","342",0,"33","312","312","0","243","69","0","Polling Place",5,"Yes","3 Neither difficult nor easy",0,0,0,2,1,2,"UNITY TOWN HALL","No",0,0,0,0,"18","0",0,0,"18","18",0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,"TOWN OF UNITY CLARK","TOWN OF UNITY WARD 1 CLARK"
"363",10056,"CLARK","TOWN OF WARNER","TOWN-OF-WARNER-WARD-1-2-CLARK","283",0,"11","239","239","153","0","86","0","Polling Place",3,"No","2 Somewhat difficult",0,0,0,0,1,2,"WARNER TOWN HALL","No",0,0,0,0,"10","8",0,0,"10","10",0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,"TOWN OF WARNER CLARK","TOWN OF WARNER WARDS 1-2 CLARK"
"364",10058,"CLARK","TOWN OF WASHBURN","TOWN-OF-WASHBURN-WARD-1-CLARK","179",1,"7","146","146","75","0","71","0","Polling Place",3,"No","3 Neither difficult nor easy",0,0,0,0,2,1,"Washburn Town Hall","No",0,0,0,0,"18","8",0,0,"18","18",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"TOWN OF WASHBURN CLARK","TOWN OF WASHBURN WARD 1 CLARK"
"365",10060,"CLARK","TOWN OF WESTON","TOWN-OF-WESTON-WARD-1-2-CLARK","348",0,"31","308","308","0","214","94","0","Polling Place",6,"Yes","4 Somewhat easy",0,1,0,0,2,3,"WESTON TOWN HALL","No",0,0,0,0,"11","8",0,0,"11","10",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"TOWN OF WESTON CLARK","TOWN OF WESTON WARDS 1-2 CLARK"
"366",10062,"CLARK","TOWN OF WITHEE","TOWN-OF-WITHEE-WARD-1-CLARK","361",5,"28","287","287","171","0","116","0","Polling Place",5,"Yes","4 Somewhat easy",0,0,0,2,2,1,"WITHEE TOWN HALL","No",0,0,0,0,"12","7",0,0,"12","12",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"TOWN OF WITHEE CLARK","TOWN OF WITHEE WARD 1 CLARK"
"367",10064,"CLARK","TOWN OF WORDEN","TOWN-OF-WORDEN-WARD-1-CLARK","266",0,"21","235","235","166","0","69","0","Polling Place",3,"No","3 Neither difficult nor easy",0,0,0,0,1,2,"WORDEN TOWN HALL","No",0,0,0,0,"10","5",0,0,"10","10",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"TOWN OF WORDEN CLARK","TOWN OF WORDEN WARD 1 CLARK"
"368",10066,"CLARK","TOWN OF YORK","TOWN-OF-YORK-WARD-1-2-CLARK","402",0,"33","347","347","0","309","38","0","Polling Place",6,"Yes","5 Very easy",0,0,0,1,3,2,"YORK TOWN HALL","No",0,0,0,0,"9","4",0,0,"9","9",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"TOWN OF YORK CLARK","TOWN OF YORK WARDS 1-2 CLARK"
"369",10111,"CLARK","VILLAGE OF CURTISS","VILLAGE-OF-CURTISS-WARD-1-CLARK","64",0,"8","48","48","0","48","0","0","Polling Place",3,"Yes","3 Neither difficult nor easy",0,0,0,2,0,1,"CURTISS COMMUNITY CENTER","No",0,0,0,0,"3","1",0,0,"3","3",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"VILLAGE OF CURTISS CLARK","VILLAGE OF CURTISS WARD 1 CLARK"
"370",10116,"CLARK","VILLAGE OF DORCHESTER","VILLAGE-OF-DORCHESTER-WARD-1-CLARK","354",4,"62","304","304","301","0","3","0","Polling Place",8,"Yes","2 Somewhat difficult",0,1,1,2,3,1,"DORCHESTER VILLAGE HALL","Yes",0,0,0,1,"22","9",1,0,"21","21",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"VILLAGE OF DORCHESTER CLARK","VILLAGE OF DORCHESTER WARD 1 CLARK"
"371",10131,"CLARK","VILLAGE OF GRANTON","VILLAGE-OF-GRANTON-WARD-1-CLARK","209",0,"22","183","183","105","0","78","0","Polling Place",6,"Yes","4 Somewhat easy",0,0,1,0,1,4,"Granton Village Hall","No",0,0,0,0,"9","8",0,0,"9","9",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"VILLAGE OF GRANTON CLARK","VILLAGE OF GRANTON WARD 1 CLARK"
"372",10186,"CLARK","VILLAGE OF UNITY","VILLAGE-OF-UNITY-WARD-2-CLARK","77",0,"14","76","76","76","0","0","0","Polling Place",3,"Yes","3 Neither difficult nor easy",0,0,0,0,3,0,"Unity Village Hall","Yes",0,0,0,0,"2","0",0,0,"2","2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"VILLAGE OF UNITY CLARK","VILLAGE OF UNITY WARD 2 CLARK"
"373",10191,"CLARK","VILLAGE OF WITHEE","VILLAGE-OF-WITHEE-WARD-1-CLARK","270",3,"36","248","248","81","0","167","0","Polling Place",3,"No","1 Very difficult",0,0,0,1,0,2,"WITHEE VILLAGE HALL","No",0,0,0,0,"11","3",0,0,"11","11",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"VILLAGE OF WITHEE CLARK","VILLAGE OF WITHEE WARD 1 CLARK"
"374",10201,"CLARK","CITY OF ABBOTSFORD","CITY-OF-ABBOTSFORD-WARD-2-5-CLARK","1,200",4,"75","646","646","646","0","0","0","Polling Place",12,"Yes","4 Somewhat easy",0,0,0,1,4,7,"Abbotsford Municipal Cent","Yes",0,0,0,0,"87","52",0,0,"87","87",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"CITY OF ABBOTSFORD CLARK","CITY OF ABBOTSFORD WARDS 2-5 CLARK"
"375",10211,"CLARK","CITY OF COLBY","CITY-OF-COLBY-WARD-2-4-CLARK","591",15,"94","552","552","552","0","0","0","Polling Place",10,"Yes","1 Very difficult",0,0,0,0,5,5,"Colby Community Room","Yes",0,0,0,0,"70","52",1,0,"69","69",0,0,0,0,0,0,2,0,0,2,2,0,0,2,1,0,1,1,0,0,"CITY OF COLBY CLARK","CITY OF COLBY WARDS 2-4 CLARK"
"376",10231,"CLARK","CITY OF GREENWOOD","CITY-OF-GREENWOOD-WARD-1-2-CLARK","630",6,"62","534","534","0","400","134","0","Polling Place",7,"Yes","2 Somewhat difficult",0,0,0,1,3,3,"GREENWOOD FIRE HALL","Yes",0,0,0,0,"48","21",0,0,"48","48",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"CITY OF GREENWOOD CLARK","CITY OF GREENWOOD WARDS 1-2 CLARK"
"377",10246,"CLARK","CITY OF LOYAL","CITY-OF-LOYAL-WARD-1-2-CLARK","668",0,"69","567","567","0","562","5","0","Polling Place",5,"No","4 Somewhat easy",0,0,0,0,4,1,"LOYAL CITY HALL","Yes",0,0,0,0,"48","0",0,1,"47","47",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"CITY OF LOYAL CLARK","CITY OF LOYAL WARDS 1-2 CLARK"
"378",10261,"CLARK","CITY OF NEILLSVILLE","CITY-OF-NEILLSVILLE-WARD-1-CLARK","250",0,"29","200","200","0","200","0","0","Polling Place",3,"No","3 Neither difficult nor easy",0,0,0,0,1,2,"NEILLSVILLE CITY HALL","Yes",0,0,0,0,"15","8",1,0,"14","14",0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,"CITY OF NEILLSVILLE CLARK","CITY OF NEILLSVILLE WARD 1 CLARK"
"379",10261,"CLARK","CITY OF NEILLSVILLE","CITY-OF-NEILLSVILLE-WARD-2-CLARK","352",4,"33","286","286","0","286","0","0","Polling Place",3,"No","3 Neither difficult nor easy",0,0,0,1,0,2,"NEILLSVILLE CITY HALL","Yes",0,0,0,0,"27","9",0,0,"27","27",0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,"CITY OF NEILLSVILLE CLARK","CITY OF NEILLSVILLE WARD 2 CLARK"
"380",10261,"CLARK","CITY OF NEILLSVILLE","CITY-OF-NEILLSVILLE-WARD-3-CLARK","344",3,"47","284","284","0","284","0","0","Polling Place",3,"No","3 Neither difficult nor easy",0,0,0,0,1,2,"NEILLSVILLE CITY HALL","Yes",0,0,0,0,"32","13",0,0,"32","32",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"CITY OF NEILLSVILLE CLARK","CITY OF NEILLSVILLE WARD 3 CLARK"
"381",10261,"CLARK","CITY OF NEILLSVILLE","CITY-OF-NEILLSVILLE-WARD-4-CLARK","206",5,"25","174","174","0","174","0","0","Polling Place",3,"No","3 Neither difficult nor easy",0,0,0,0,1,2,"NEILLSVILLE CITY HALL","Yes",0,0,0,0,"24","15",1,0,"23","22",1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,"CITY OF NEILLSVILLE CLARK","CITY OF NEILLSVILLE WARD 4 CLARK"
"382",10261,"CLARK","CITY OF NEILLSVILLE","CITY-OF-NEILLSVILLE-WARD-5-CLARK","164",3,"14","129","129","0","129","0","0","Polling Place",3,"No","3 Neither difficult nor easy",0,0,0,0,1,2,"NEILLSVILLE CITY HALL","Yes",0,0,0,0,"22","3",0,0,"22","22",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"CITY OF NEILLSVILLE CLARK","CITY OF NEILLSVILLE WARD 5 CLARK"
"383",10265,"CLARK","CITY OF OWEN","CITY-OF-OWEN-WARD-1-3-CLARK","514",5,"53","437","437","0","437","0","0","Polling Place",5,"Yes","5 Very easy",0,0,0,0,5,7,"OWEN PUBLIC LIBRARY","Yes",0,0,0,0,"42","30",0,0,"42","42",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"CITY OF OWEN CLARK","CITY OF OWEN WARDS 1-3 CLARK"
"384",10281,"CLARK","CITY OF STANLEY","CITY-OF-STANLEY-WARD-5-CLARK","2",0,"0","2","2","0","0","2","0","Polling Place",9,"Yes","4 Somewhat easy",0,0,0,0,9,0,"STANLEY FIRE STATION","Yes",0,0,0,0,"0","0",0,0,"0","0",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"CITY OF STANLEY CLARK","CITY OF STANLEY WARD 5 CLARK"
"385",10281,"CLARK","CITY OF STANLEY","CITY-OF-STANLEY-WARD-8-CLARK","0",0,"0","0","0","0","0","0","0","Polling Place",9,"Yes","4 Somewhat easy",0,0,0,0,9,0,"STANLEY FIRE STATION","Yes",0,0,0,0,"0","0",0,0,"0","0",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"CITY OF STANLEY CLARK","CITY OF STANLEY WARD 8 CLARK"
"386",10286,"CLARK","CITY OF THORP","CITY-OF-THORP-WARD-1-4-CLARK","873",31,"114","751","751","0","499","252","0","Polling Place",9,"Yes","5 Very easy",0,0,0,3,1,5,"THORP CITY HALL","Yes",0,0,0,0,"93","59",2,0,"91","90",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"CITY OF THORP CLARK","CITY OF THORP WARDS 1-4 CLARK"
"387",11002,"COLUMBIA","TOWN OF ARLINGTON","TOWN-OF-ARLINGTON-WARD-1-COLUMBIA","529",5,"43","470","470","0","470","0","0","Polling Place",3,"Yes","4 Somewhat easy",0,0,0,0,2,2,"Arlington Community Cente","Yes",0,0,0,0,"39","22",1,0,"38","0",38,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,"TOWN OF ARLINGTON COLUMBIA","TOWN OF ARLINGTON WARD 1 COLUMBIA"
"388",11004,"COLUMBIA","TOWN OF CALEDONIA","TOWN-OF-CALEDONIA-WARD-1-2-COLUMBIA","955",4,"96","881","881","0","881","0","2","Polling Place",17,"Yes","5 Very easy",0,0,0,1,6,10,"Caledonia Town Hall","No",7,0,4,0,"99","59",2,0,"97","97",0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,"TOWN OF CALEDONIA COLUMBIA","TOWN OF CALEDONIA WARDS 1-2 COLUMBIA"
"389",11006,"COLUMBIA","TOWN OF COLUMBUS","TOWN-OF-COLUMBUS-WARD-1-COLUMBIA","429",0,"42","379","379","0","379","0","0","Polling Place",5,"No","5 Very easy",0,0,0,4,1,0,"Town of Columbus Hall","No",0,0,0,0,"19","11",0,0,"19","19",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"TOWN OF COLUMBUS COLUMBIA","TOWN OF COLUMBUS WARD 1 COLUMBIA"
"390",11008,"COLUMBIA","TOWN OF COURTLAND","TOWN-OF-COURTL-WARD-1-COLUMBIA","294",2,"21","256","256","0","256","0","0","Polling Place",8,"Yes","3 Neither difficult nor easy",0,0,1,0,6,1,"Courtland Town Hall","No",0,0,0,0,"14","2",1,0,"13","13",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"TOWN OF COURTLAND COLUMBIA","TOWN OF COURTLAND WARD 1 COLUMBIA"
"391",11010,"COLUMBIA","TOWN OF DEKORRA","TOWN-OF-DEKORRA-WARD-1-3-COLUMBIA","1,657",17,"106","1,401","1,401","0","1,401","0","0","Polling Place",7,"Yes","3 Neither difficult nor easy",0,0,0,1,6,0,"Dekorra Town Hall","No",0,0,0,0,"260","175",4,0,"256","256",0,1,0,0,0,0,3,1,0,2,2,0,0,0,0,0,0,0,0,0,"TOWN OF DEKORRA COLUMBIA","TOWN OF DEKORRA WARDS 1-3 COLUMBIA"
"392",11012,"COLUMBIA","TOWN OF FORT WINNEBAGO","TOWN-OF-FORT-WINNEBAGO-WARD-1-COLUMBIA","608",0,"25","514","514","0","514","0","0","Polling Place",6,"Yes","3 Neither difficult nor easy",0,0,0,0,4,2,"Ft Winnebago School","No",0,0,0,0,"41","10",0,0,"41","41",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"TOWN OF FORT WINNEBAGO COLUMBIA","TOWN OF FORT WINNEBAGO WARD 1 COLUMBIA"
"393",11014,"COLUMBIA","TOWN OF FOUNTAIN PRAIRIE","TOWN-OF-FOUNTAIN-PRAIRIE-WARD-1-2-COLUMBIA","583",4,"47","510","510","0","510","0","0","Polling Place",8,"Yes","2 Somewhat difficult",0,0,2,1,5,0,"Town Hall","No",0,0,0,0,"49","28",0,0,"49","49",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"TOWN OF FOUNTAIN PRAIRIE COLUMBIA","TOWN OF FOUNTAIN PRAIRIE WARDS 1-2 COLUMBIA"
"394",11016,"COLUMBIA","TOWN OF HAMPDEN","TOWN-OF-HAMPDEN-WARD-1-COLUMBIA","379",1,"28","358","358","0","358","0","1","Polling Place",5,"No","3 Neither difficult nor easy",0,0,0,0,5,0,"Hampden Town Hall","No",0,0,0,0,"26","8",0,0,"26","26",0,0,0,0,0,0,1,0,0,1,1,0,0,2,0,0,2,2,0,0,"TOWN OF HAMPDEN COLUMBIA","TOWN OF HAMPDEN WARD 1 COLUMBIA"
"395",11018,"COLUMBIA","TOWN OF LEEDS","TOWN-OF-LEEDS-WARD-1-2-COLUMBIA","534",1,"44","480","480","0","480","0","0","Polling Place",10,"Yes","4 Somewhat easy",0,0,2,1,7,0,"Leeds Town Hall","No",0,0,0,0,"29","12",1,0,"28","28",0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,"TOWN OF LEEDS COLUMBIA","TOWN OF LEEDS WARDS 1-2 COLUMBIA"
"396",11020,"COLUMBIA","TOWN OF LEWISTON","TOWN-OF-LEWISTON-WARD-1-2-COLUMBIA","755",2,"75","692","692","0","692","0","0","Polling Place",6,"Yes","3 Neither difficult nor easy",0,0,0,1,2,3,"Lewiston Town Hall","No",0,0,0,0,"49","30",2,0,"47","47",0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,"TOWN OF LEWISTON COLUMBIA","TOWN OF LEWISTON WARDS 1-2 COLUMBIA"
"397",11022,"COLUMBIA","TOWN OF LODI","TOWN-OF-LODI-WARD-1-5-COLUMBIA","2,283",35,"170","2,016","2,016","0","2,016","0","0","Polling Place",21,"Yes","4 Somewhat easy",0,0,0,8,10,3,"Lodi Town Hall","No",0,0,0,0,"729","679",10,1,"717","717",0,0,0,0,0,0,3,0,0,3,3,0,0,2,1,0,1,1,0,0,"TOWN OF LODI COLUMBIA","TOWN OF LODI WARDS 1-5 COLUMBIA"
"398",11024,"COLUMBIA","TOWN OF LOWVILLE","TOWN-OF-LOWVILLE-WARD-1-2-COLUMBIA","705",4,"51","624","624","0","624","0","2","Polling Place",10,"Yes","2 Somewhat difficult",0,0,0,2,18,0,"","No",0,0,0,0,"30","20",0,0,"30","30",0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,"TOWN OF LOWVILLE COLUMBIA","TOWN OF LOWVILLE WARDS 1-2 COLUMBIA"
"399",11026,"COLUMBIA","TOWN OF MARCELLON","TOWN-OF-MARCELLON-WARD-1-2-COLUMBIA","602",0,"42","525","525","0","525","0","4","Polling Place",5,"Yes","3 Neither difficult nor easy",0,0,0,0,2,3,"Marcellon Town Hall","No",0,0,0,0,"46","24",3,0,"43","43",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"TOWN OF MARCELLON COLUMBIA","TOWN OF MARCELLON WARDS 1-2 COLUMBIA"
"400",11028,"COLUMBIA","TOWN OF NEWPORT","TOWN-OF-NEWPORT-WARD-1-COLUMBIA","452",17,"24","392","392","0","392","0","1","Polling Place",7,"Yes","4 Somewhat easy",0,0,0,3,0,4,"Newport Town Hall","No",0,0,0,0,"32","19",0,0,"32","32",0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,3,0,0,"TOWN OF NEWPORT COLUMBIA","TOWN OF NEWPORT WARD 1 COLUMBIA"
"401",11030,"COLUMBIA","TOWN OF OTSEGO","TOWN-OF-OTSEGO-WARD-1-COLUMBIA","455",6,"40","399","399","0","399","0","0","Polling Place",6,"Yes","3 Neither difficult nor easy",0,0,0,2,4,0,"Otsego Town Hall","No",0,0,0,0,"13","9",0,0,"13","13",0,0,0,0,0,0,3,1,0,2,2,0,0,1,0,0,1,1,0,0,"TOWN OF OTSEGO COLUMBIA","TOWN OF OTSEGO WARD 1 COLUMBIA"
"402",11032,"COLUMBIA","TOWN OF PACIFIC","TOWN-OF-PACIFIC-WARD-1-4-COLUMBIA","1,877",18,"116","1,617","1,618","0","1,617","0","2","Polling Place",18,"Yes","4 Somewhat easy",0,0,0,2,12,4,"Pacific Town Hall","No",0,0,0,0,"476","358",0,0,"475","475",1,1,0,0,0,0,5,3,0,2,2,0,0,2,0,0,1,1,0,1,"TOWN OF PACIFIC COLUMBIA","TOWN OF PACIFIC WARDS 1-4 COLUMBIA"
"403",11034,"COLUMBIA","TOWN OF RANDOLPH","TOWN-OF-R-OLPH-WARD-1-COLUMBIA","461",1,"37","418","418","0","418","0","0","Polling Place",8,"Yes","3 Neither difficult nor easy",0,0,0,3,0,5,"","No",0,0,0,0,"16","7",0,0,"16","16",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"TOWN OF RANDOLPH COLUMBIA","TOWN OF RANDOLPH WARD 1 COLUMBIA"
"404",11036,"COLUMBIA","TOWN OF SCOTT","TOWN-OF-SCOTT-WARD-1-COLUMBIA","398",1,"14","343","343","0","343","0","0","Polling Place",8,"Yes","3 Neither difficult nor easy",0,0,0,1,2,5,"Town of Scott Town Hall","No",0,0,0,0,"15","5",2,0,"13","13",0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,"TOWN OF SCOTT COLUMBIA","TOWN OF SCOTT WARD 1 COLUMBIA"
"405",11038,"COLUMBIA","TOWN OF SPRINGVALE","TOWN-OF-SPRINGVALE-WARD-1-2-COLUMBIA","335",2,"24","311","311","0","311","0","0","Polling Place",6,"Yes","3 Neither difficult nor easy",0,1,0,0,1,4,"Town of Springvale","No",0,0,0,0,"22","10",0,0,"22","22",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"TOWN OF SPRINGVALE COLUMBIA","TOWN OF SPRINGVALE WARDS 1-2 COLUMBIA"
"406",11040,"COLUMBIA","TOWN OF WEST POINT","TOWN-OF-WEST-POINT-WARD-1-3-COLUMBIA","1,409",24,"117","1,287","1,287","0","1,287","0","17","Polling Place",11,"Yes","2 Somewhat difficult",0,1,0,1,2,7,"West Point Town Hall","Yes",0,0,0,0,"310","261",0,0,"310","308",2,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,"TOWN OF WEST POINT COLUMBIA","TOWN OF WEST POINT WARDS 1-3 COLUMBIA"
"407",11042,"COLUMBIA","TOWN OF WYOCENA","TOWN-OF-WYOCENA-WARD-1-2-COLUMBIA","1,070",15,"107","964","964","0","964","0","0","Polling Place",6,"Yes","5 Very easy",0,0,0,2,4,0,"Wyocena Town Hall","No",1,0,0,0,"80","44",2,0,"78","78",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"TOWN OF WYOCENA COLUMBIA","TOWN OF WYOCENA WARDS 1-2 COLUMBIA"
"408",11101,"COLUMBIA","VILLAGE OF ARLINGTON","VILLAGE-OF-ARLINGTON-WARD-1-COLUMBIA","519",65,"62","475","475","0","475","0","0","Polling Place",3,"Yes","2 Somewhat difficult",0,0,0,0,1,2,"Arlington Community Cente","Yes",0,0,0,0,"30","26",0,0,"30","30",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"VILLAGE OF ARLINGTON COLUMBIA","VILLAGE OF ARLINGTON WARD 1 COLUMBIA"
"409",11111,"COLUMBIA","VILLAGE OF CAMBRIA","VILLAGE-OF-CAMBRIA-WARD-1-COLUMBIA","434",6,"51","369","369","0","369","0","0","Polling Place",7,"Yes","5 Very easy",0,0,0,2,4,1,"Cambria Community Room","No",0,0,0,0,"39","33",2,0,"37","37",0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,"VILLAGE OF CAMBRIA COLUMBIA","VILLAGE OF CAMBRIA WARD 1 COLUMBIA"
"410",11116,"COLUMBIA","VILLAGE OF DOYLESTOWN","VILLAGE-OF-DOYLESTOWN-WARD-1-COLUMBIA","166",0,"5","141","141","0","141","0","1","Polling Place",3,"No","1 Very difficult",0,0,0,1,0,2,"Doylestown Municipal Bldg","No",0,0,0,0,"5","1",0,0,"5","5",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"VILLAGE OF DOYLESTOWN COLUMBIA","VILLAGE OF DOYLESTOWN WARD 1 COLUMBIA"
"411",11126,"COLUMBIA","VILLAGE OF FALL RIVER","VILLAGE-OF-FALL-RIVER-WARD-1-2-COLUMBIA","927",28,"123","809","809","0","809","0","0","Polling Place",6,"Yes","3 Neither difficult nor easy",0,0,0,1,2,3,"","No",0,0,0,0,"94","79",1,2,"91","91",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"VILLAGE OF FALL RIVER COLUMBIA","VILLAGE OF FALL RIVER WARDS 1-2 COLUMBIA"
"412",11127,"COLUMBIA","VILLAGE OF FRIESLAND","VILLAGE-OF-FRIESL-WARD-1-COLUMBIA","194",3,"15","164","164","0","164","0","4","Polling Place",4,"No","3 Neither difficult nor easy",0,0,0,0,0,4,"Friesland Village Hall","No",0,0,0,0,"14","7",0,0,"14","14",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"VILLAGE OF FRIESLAND COLUMBIA","VILLAGE OF FRIESLAND WARD 1 COLUMBIA"
