ELECTION,ELECTION,ELECTION,OFFICE TYPE,OFFICE,US CONGRESS,STATE SENATE,STATE ASSEMBLY,COURT OF APPEALS,COUNTY,COUNTY,MUNICIPALITY,MUNICIPALITY,MUNICIPALITY,HINDI,ORDER,REPORTING UNIT,Democrat,Republican,Richard V. Campagna/ Michael Badnarik,Patricia LaMarche/ David Cobb,Peter Miguel Camejo/ Ralph Nader,Margaret Trowe/ James Harris,Mary Alice Herbert/ Walter F. Brown,Scattering ,other.votes,Total.votes
02-Nov-04,FALL,GENERAL,PRES,President,3,10,29,3,17,Dunn,City,251,Menomonie,17251,7,Wards 1 & 2,920,716,1,1,14,0,0,2,18,1654
02-Nov-04,FALL,GENERAL,PRES,President,3,10,29,3,17,Dunn,City,251,Menomonie,17251,8,Wards 3 & 4,876,564,5,1,21,0,1,3,31,1471
02-Nov-04,FALL,GENERAL,PRES,President,3,10,29,3,17,Dunn,City,251,Menomonie,17251,9,Wards 5 & 7,998,689,1,2,11,1,0,4,19,1706
02-Nov-04,FALL,GENERAL,PRES,President,3,10,29,3,17,Dunn,City,251,Menomonie,17251,10,Ward 6,439,368,1,0,4,0,0,0,5,812
02-Nov-04,FALL,GENERAL,PRES,President,3,10,29,3,17,Dunn,City,251,Menomonie,17251,11,Wards 8 & 9,775,545,5,0,11,0,1,1,18,1338
02-Nov-04,FALL,GENERAL,PRES,President,3,10,29,3,17,Dunn,City,251,Menomonie,17251,12,Wards 10 & 11,783,678,5,1,19,0,0,2,27,1488
02-Nov-04,FALL,GENERAL,PRES,President,3,31,92,3,18,Eau Claire,Town,2,Bridge Creek,18002,2,Wards 1 & 2,278,328,4,1,2,0,0,3,10,616
02-Nov-04,FALL,GENERAL,PRES,President,3,31,93,3,18,Eau Claire,Town,4,Brunswick,18004,2,Wards 1 & 2,512,475,2,2,7,1,0,1,13,1000
02-Nov-04,FALL,GENERAL,PRES,President,3,31,93,3,18,Eau Claire,Town,6,Clear Creek,18006,2,Wards 1 & 2,205,226,2,0,3,0,0,3,8,439
02-Nov-04,FALL,GENERAL,PRES,President,3,31,93,3,18,Eau Claire,Town,8,Drammen,18008,2,,235,205,2,1,2,0,0,1,6,446
02-Nov-04,FALL,GENERAL,PRES,President,3,31,92,3,18,Eau Claire,Town,10,Fairchild,18010,2,,71,78,0,0,1,0,0,0,1,150
02-Nov-04,FALL,GENERAL,PRES,President,3,23,68,3,18,Eau Claire,Town,12,Lincoln,18012,4,Wards 1 & 2,251,325,1,0,8,0,0,1,10,586
02-Nov-04,FALL,GENERAL,PRES,President,3,23,68,3,18,Eau Claire,Town,14,Ludington,18014,2,,265,291,2,3,5,0,0,1,11,567
02-Nov-04,FALL,GENERAL,PRES,President,3,31,93,3,18,Eau Claire,Town,16,Otter Creek,18016,2,,98,154,1,0,3,0,0,1,5,257
02-Nov-04,FALL,GENERAL,PRES,President,3,31,93,3,18,Eau Claire,Town,18,Pleasant Valley,18018,2,Wards 1 - 4,819,1012,4,1,2,0,0,1,8,1839
02-Nov-04,FALL,GENERAL,PRES,President,3,23,68,3,18,Eau Claire,Town,20,Seymour,18020,2,Wards 1 - 4,918,916,6,0,13,0,0,1,20,1854
02-Nov-04,FALL,GENERAL,PRES,President,3,23,68,3,18,Eau Claire,Town,22,Union,18022,2,Wards 1 - 3,748,709,6,1,8,0,0,2,17,1474
02-Nov-04,FALL,GENERAL,PRES,President,3,31,93,3,18,Eau Claire,Town,24,Washington,18024,5,"Wards 1 - 8, 10 - 12",1607,1849,5,42,19,1,0,2,69,3525
02-Nov-04,FALL,GENERAL,PRES,President,3,23,68,3,18,Eau Claire,Town,24,Washington,18024,6,Wards 9 & 13,288,430,2,3,3,0,0,1,9,727
02-Nov-04,FALL,GENERAL,PRES,President,3,23,69,3,18,Eau Claire,Town,26,Wilson,18026,2,,101,99,1,0,0,0,1,0,2,202
02-Nov-04,FALL,GENERAL,PRES,President,3,31,92,3,18,Eau Claire,Village,126,Fairchild,18126,2,,141,79,0,0,0,0,0,0,0,220
02-Nov-04,FALL,GENERAL,PRES,President,3,23,68,3,18,Eau Claire,Village,127,Fall Creek,18127,2,Wards 1 & 2,348,375,3,2,5,0,0,0,10,733
02-Nov-04,FALL,GENERAL,PRES,President,3,31,93,3,18,Eau Claire,City,201,Altoona,18201,6,"Wards 1 - 7, 9 - 11",1476,1225,6,1,22,0,0,2,31,2732
02-Nov-04,FALL,GENERAL,PRES,President,3,23,68,3,18,Eau Claire,City,201,Altoona,18201,7,"Wards 8, 12 & 13",445,332,2,0,9,0,0,0,11,788
02-Nov-04,FALL,GENERAL,PRES,President,3,31,92,3,18,Eau Claire,City,202,Augusta,18202,6,Wards 1 - 5,349,379,2,0,4,1,0,4,11,739
02-Nov-04,FALL,GENERAL,PRES,President,3,23,68,3,18,Eau Claire,City,221,Eau Claire,18221,35,Ward 1,740,370,5,4,7,1,3,2,22,1132
02-Nov-04,FALL,GENERAL,PRES,President,3,31,93,3,18,Eau Claire,City,221,Eau Claire,18221,36,Ward 2,741,285,3,2,10,0,0,2,17,1043
02-Nov-04,FALL,GENERAL,PRES,President,3,31,93,3,18,Eau Claire,City,221,Eau Claire,18221,37,Ward 3,1230,508,4,2,17,0,1,0,24,1762
02-Nov-04,FALL,GENERAL,PRES,President,3,31,93,3,18,Eau Claire,City,221,Eau Claire,18221,38,Ward 4,447,459,3,1,4,0,0,1,9,915
02-Nov-04,FALL,GENERAL,PRES,President,3,31,93,3,18,Eau Claire,City,221,Eau Claire,18221,39,Ward 5,853,410,3,1,11,0,0,3,18,1281
02-Nov-04,FALL,GENERAL,PRES,President,3,31,93,3,18,Eau Claire,City,221,Eau Claire,18221,40,Ward 6,537,252,2,2,8,0,1,0,13,802
02-Nov-04,FALL,GENERAL,PRES,President,3,23,68,3,18,Eau Claire,City,221,Eau Claire,18221,41,Ward 7,397,327,2,2,2,0,0,3,9,733
02-Nov-04,FALL,GENERAL,PRES,President,3,23,68,3,18,Eau Claire,City,221,Eau Claire,18221,42,Ward 8,634,496,4,0,7,0,0,3,14,1144
02-Nov-04,FALL,GENERAL,PRES,President,3,23,68,3,18,Eau Claire,City,221,Eau Claire,18221,43,Ward 9,49,20,0,0,0,0,0,0,0,69
02-Nov-04,FALL,GENERAL,PRES,President,3,23,68,3,18,Eau Claire,City,221,Eau Claire,18221,44,Ward 10,346,230,2,0,0,1,0,0,3,579
02-Nov-04,FALL,GENERAL,PRES,President,3,23,68,3,18,Eau Claire,City,221,Eau Claire,18221,45,Ward 11,655,620,2,0,5,0,0,1,8,1283
02-Nov-04,FALL,GENERAL,PRES,President,3,23,68,3,18,Eau Claire,City,221,Eau Claire,18221,46,Ward 12,714,516,2,1,8,0,0,1,12,1242
02-Nov-04,FALL,GENERAL,PRES,President,3,23,68,3,18,Eau Claire,City,221,Eau Claire,18221,47,Ward 13,360,365,5,0,3,0,0,0,8,733
02-Nov-04,FALL,GENERAL,PRES,President,3,23,68,3,18,Eau Claire,City,221,Eau Claire,18221,48,Ward 14,674,480,3,0,8,0,0,2,13,1167
02-Nov-04,FALL,GENERAL,PRES,President,3,31,93,3,18,Eau Claire,City,221,Eau Claire,18221,49,Ward 15,688,622,3,0,6,0,0,1,10,1320
02-Nov-04,FALL,GENERAL,PRES,President,3,31,93,3,18,Eau Claire,City,221,Eau Claire,18221,50,Ward 17,719,801,4,1,11,0,0,0,16,1536
02-Nov-04,FALL,GENERAL,PRES,President,3,31,93,3,18,Eau Claire,City,221,Eau Claire,18221,51,Ward 18,900,921,4,3,14,0,1,0,22,1843
02-Nov-04,FALL,GENERAL,PRES,President,3,23,68,3,18,Eau Claire,City,221,Eau Claire,18221,52,Ward 19,365,181,1,1,5,0,1,0,8,554
02-Nov-04,FALL,GENERAL,PRES,President,3,31,93,3,18,Eau Claire,City,221,Eau Claire,18221,53,Ward 20,1487,996,8,0,25,0,0,9,42,2525
02-Nov-04,FALL,GENERAL,PRES,President,3,31,93,3,18,Eau Claire,City,221,Eau Claire,18221,54,Ward 21,517,333,1,1,5,0,0,1,8,858
02-Nov-04,FALL,GENERAL,PRES,President,3,23,68,3,18,Eau Claire,City,221,Eau Claire,18221,55,Ward 22,275,292,3,1,2,0,0,0,6,573
02-Nov-04,FALL,GENERAL,PRES,President,3,23,68,3,18,Eau Claire,City,221,Eau Claire,18221,56,Ward 23,1029,738,2,2,15,0,1,2,22,1789
02-Nov-04,FALL,GENERAL,PRES,President,3,31,93,3,18,Eau Claire,City,221,Eau Claire,18221,57,Ward 24,185,76,3,1,4,0,0,2,10,271
02-Nov-04,FALL,GENERAL,PRES,President,3,31,93,3,18,Eau Claire,City,221,Eau Claire,18221,58,Ward 25,586,645,2,2,9,0,0,1,14,1245
02-Nov-04,FALL,GENERAL,PRES,President,3,31,93,3,18,Eau Claire,City,221,Eau Claire,18221,59,Ward 26,315,279,1,1,1,0,0,0,3,597
02-Nov-04,FALL,GENERAL,PRES,President,3,31,93,3,18,Eau Claire,City,221,Eau Claire,18221,60,Ward 27,326,267,0,0,4,0,0,0,4,597
02-Nov-04,FALL,GENERAL,PRES,President,3,31,93,3,18,Eau Claire,City,221,Eau Claire,18221,61,Ward 28,404,445,4,0,4,0,0,0,8,857
02-Nov-04,FALL,GENERAL,PRES,President,3,23,68,3,18,Eau Claire,City,221,Eau Claire,18221,62,Ward 29,714,415,4,1,9,0,0,2,16,1145
02-Nov-04,FALL,GENERAL,PRES,President,3,31,93,3,18,Eau Claire,City,221,Eau Claire,18221,63,Ward 30,816,601,6,1,13,0,1,2,23,1440
02-Nov-04,FALL,GENERAL,PRES,President,3,23,68,3,18,Eau Claire,City,221,Eau Claire,18221,64,Ward 31,1147,538,6,7,19,1,0,5,38,1723
02-Nov-04,FALL,GENERAL,PRES,President,3,31,93,3,18,Eau Claire,City,221,Eau Claire,18221,65,Ward 32,165,105,2,0,0,0,0,0,2,272
02-Nov-04,FALL,GENERAL,PRES,President,3,31,93,3,18,Eau Claire,City,221,Eau Claire,18221,66,Ward 33,71,60,0,0,0,0,0,0,0,131
02-Nov-04,FALL,GENERAL,PRES,President,3,23,68,3,18,Eau Claire,City,221,Eau Claire,18221,67,Ward 34,461,296,6,2,6,2,0,0,16,773
02-Nov-04,FALL,GENERAL,PRES,President,3,23,68,3,18,Eau Claire,City,221,Eau Claire,18221,68,Ward 35,66,36,1,0,0,0,0,0,1,103
02-Nov-04,FALL,GENERAL,PRES,President,3,23,68,3,18,Eau Claire,City,221,Eau Claire,18221,69,Ward 36,444,286,1,3,3,0,0,0,7,737
02-Nov-04,FALL,GENERAL,PRES,President,3,23,68,3,18,Eau Claire,City,221,Eau Claire,18221,70,Ward 37,290,287,2,1,5,0,0,0,8,585
02-Nov-04,FALL,GENERAL,PRES,President,3,31,93,3,18,Eau Claire,City,221,Eau Claire,18221,71,Ward 38,306,368,3,1,2,0,0,1,7,681
02-Nov-04,FALL,GENERAL,PRES,President,3,31,93,3,18,Eau Claire,City,221,Eau Claire,18221,72,Ward 39,260,240,0,0,3,0,0,0,3,503
02-Nov-04,FALL,GENERAL,PRES,President,8,12,36,3,19,Florence,Town,2,Aurora,19002,2,Wards 1 - 3,238,320,0,0,10,0,0,0,10,568
02-Nov-04,FALL,GENERAL,PRES,President,8,12,36,3,19,Florence,Town,4,Commonwealth,19004,2,Wards 1 - 3,77,173,0,0,0,0,0,0,0,250
02-Nov-04,FALL,GENERAL,PRES,President,8,12,36,3,19,Florence,Town,6,Fence,19006,2,,45,70,1,0,1,0,0,0,2,117
02-Nov-04,FALL,GENERAL,PRES,President,8,12,36,3,19,Florence,Town,8,Fern,19008,2,,42,77,1,0,1,0,0,1,3,122
02-Nov-04,FALL,GENERAL,PRES,President,8,12,36,3,19,Florence,Town,10,Florence,19010,2,Wards 1 - 7,422,766,1,1,5,0,0,2,9,1197
02-Nov-04,FALL,GENERAL,PRES,President,8,12,36,3,19,Florence,Town,12,Homestead,19012,2,,90,145,0,0,0,0,0,0,0,235
02-Nov-04,FALL,GENERAL,PRES,President,8,12,36,3,19,Florence,Town,14,Long Lake,19014,2,,50,68,0,0,1,0,0,3,4,122
02-Nov-04,FALL,GENERAL,PRES,President,8,12,36,3,19,Florence,Town,16,Tipler,19016,2,,29,84,0,0,0,0,0,0,0,113
02-Nov-04,FALL,GENERAL,PRES,President,6,14,41,2,20,Fond du Lac,Town,2,Alto,20002,2,Wards 1 & 2,94,521,0,0,2,0,0,1,3,618
02-Nov-04,FALL,GENERAL,PRES,President,6,20,59,2,20,Fond du Lac,Town,4,Ashford,20004,4,Wards 1 - 3,308,699,4,4,8,0,0,0,16,1023
02-Nov-04,FALL,GENERAL,PRES,President,6,20,59,2,20,Fond du Lac,Town,6,Auburn,20006,2,Wards 1 - 3,368,945,2,3,6,0,0,0,11,1324
02-Nov-04,FALL,GENERAL,PRES,President,6,18,53,2,20,Fond du Lac,Town,8,Byron,20008,2,Wards 1 & 2,275,697,1,0,3,0,0,0,4,976
02-Nov-04,FALL,GENERAL,PRES,President,6,9,27,2,20,Fond du Lac,Town,10,Calumet,20010,2,Wards 1 & 2,300,570,1,0,4,0,0,0,5,875
02-Nov-04,FALL,GENERAL,PRES,President,6,20,59,2,20,Fond du Lac,Town,12,Eden,20012,2,,158,475,0,2,2,0,0,0,4,637
02-Nov-04,FALL,GENERAL,PRES,President,6,18,52,2,20,Fond du Lac,Town,14,Eldorado,20014,2,Wards 1 - 3,241,588,1,1,1,0,0,0,3,832
02-Nov-04,FALL,GENERAL,PRES,President,6,18,53,2,20,Fond du Lac,Town,16,Empire,20016,2,Wards 1 - 3,480,1233,1,0,10,0,2,3,16,1729
02-Nov-04,FALL,GENERAL,PRES,President,6,18,53,2,20,Fond du Lac,Town,18,Fond du Lac,20018,2,Wards 1 - 3,518,1071,1,0,7,1,0,1,10,1599
02-Nov-04,FALL,GENERAL,PRES,President,6,9,27,2,20,Fond du Lac,Town,20,Forest,20020,2,Wards 1 & 2,165,553,0,0,4,0,0,0,4,722
02-Nov-04,FALL,GENERAL,PRES,President,6,18,52,2,20,Fond du Lac,Town,22,Friendship,20022,2,Wards 1 - 4,515,846,5,2,5,1,0,1,14,1375
02-Nov-04,FALL,GENERAL,PRES,President,6,18,53,2,20,Fond du Lac,Town,24,Lamartine,20024,2,Wards 1 - 3,286,713,0,0,7,2,0,0,9,1008
02-Nov-04,FALL,GENERAL,PRES,President,6,9,27,2,20,Fond du Lac,Town,26,Marshfield,20026,1,Wards 1 & 2,185,442,0,1,3,0,0,0,4,631
02-Nov-04,FALL,GENERAL,PRES,President,6,14,41,2,20,Fond du Lac,Town,28,Metomen,20028,2,,136,264,1,0,1,1,1,0,4,404
02-Nov-04,FALL,GENERAL,PRES,President,6,18,53,2,20,Fond du Lac,Town,30,Oakfield,20030,2,,102,286,0,0,9,0,0,3,12,400
02-Nov-04,FALL,GENERAL,PRES,President,6,20,59,2,20,Fond du Lac,Town,32,Osceola,20032,2,Wards 1 & 2,295,854,3,2,3,0,0,0,8,1157
02-Nov-04,FALL,GENERAL,PRES,President,6,14,41,2,20,Fond du Lac,Town,34,Ripon,20034,2,Wards 1 & 2,277,544,3,2,7,0,0,0,12,833
02-Nov-04,FALL,GENERAL,PRES,President,6,18,53,2,20,Fond du Lac,Town,36,Rosendale,20036,2,,111,287,2,0,3,0,0,0,5,403
02-Nov-04,FALL,GENERAL,PRES,President,6,18,53,2,20,Fond du Lac,Town,38,Springvale,20038,2,,125,285,1,2,2,0,0,0,5,415
02-Nov-04,FALL,GENERAL,PRES,President,6,18,52,2,20,Fond du Lac,Town,40,Taycheedah,20040,3,Wards 1 - 5,813,1667,7,2,6,0,0,0,15,2495
02-Nov-04,FALL,GENERAL,PRES,President,6,18,53,2,20,Fond du Lac,Town,42,Waupun,20042,2,Wards 1 & 2,208,605,1,1,2,0,0,2,6,819
02-Nov-04,FALL,GENERAL,PRES,President,6,14,41,2,20,Fond du Lac,Village,106,Brandon,20106,2,,146,333,0,1,4,0,0,0,5,484
02-Nov-04,FALL,GENERAL,PRES,President,6,20,59,2,20,Fond du Lac,Village,111,Campbellsport,20111,2,Wards 1 - 4,401,691,0,2,9,0,0,1,12,1104
02-Nov-04,FALL,GENERAL,PRES,President,6,20,59,2,20,Fond du Lac,Village,121,Eden,20121,2,,132,280,0,0,3,0,0,0,3,415
02-Nov-04,FALL,GENERAL,PRES,President,6,14,41,2,20,Fond du Lac,Village,126,Fairwater,20126,2,,66,113,0,0,1,0,0,0,1,180
02-Nov-04,FALL,GENERAL,PRES,President,6,20,59,2,20,Fond du Lac,Village,142,Kewaskum,20142,2,Ward 5,0,0,0,0,0,0,0,0,0,0
02-Nov-04,FALL,GENERAL,PRES,President,6,9,27,2,20,Fond du Lac,Village,151,Mount Calvary,20151,2,,141,208,0,0,3,0,0,0,3,352
02-Nov-04,FALL,GENERAL,PRES,President,6,18,52,2,20,Fond du Lac,Village,161,North Fond du Lac,20161,3,Wards 1 - 7,813,1113,2,3,14,0,1,1,21,1947
02-Nov-04,FALL,GENERAL,PRES,President,6,18,53,2,20,Fond du Lac,Village,165,Oakfield,20165,2,Wards 1 & 2,172,418,0,0,5,0,0,0,5,595
02-Nov-04,FALL,GENERAL,PRES,President,6,18,53,2,20,Fond du Lac,Village,176,Rosendale,20176,2,,153,420,0,1,7,0,0,0,8,581
02-Nov-04,FALL,GENERAL,PRES,President,6,9,27,2,20,Fond du Lac,Village,181,St Cloud,20181,2,,100,223,2,1,2,0,0,0,5,328
02-Nov-04,FALL,GENERAL,PRES,President,6,18,52,2,20,Fond du Lac,City,226,Fond du Lac,20226,17,Ward 1,530,573,3,1,11,0,0,0,15,1118
02-Nov-04,FALL,GENERAL,PRES,President,6,18,52,2,20,Fond du Lac,City,226,Fond du Lac,20226,18,Ward 2,617,897,1,3,12,0,0,2,18,1532
02-Nov-04,FALL,GENERAL,PRES,President,6,18,52,2,20,Fond du Lac,City,226,Fond du Lac,20226,19,Ward 3,519,604,2,1,8,1,0,0,12,1135
02-Nov-04,FALL,GENERAL,PRES,President,6,18,52,2,20,Fond du Lac,City,226,Fond du Lac,20226,20,Ward 4,557,593,1,3,9,0,0,0,13,1163
02-Nov-04,FALL,GENERAL,PRES,President,6,18,52,2,20,Fond du Lac,City,226,Fond du Lac,20226,21,Ward 5,555,599,5,2,8,1,0,0,16,1170
02-Nov-04,FALL,GENERAL,PRES,President,6,18,52,2,20,Fond du Lac,City,226,Fond du Lac,20226,22,Ward 6,439,530,6,0,7,0,0,1,14,983
02-Nov-04,FALL,GENERAL,PRES,President,6,18,52,2,20,Fond du Lac,City,226,Fond du Lac,20226,23,Ward 7,523,633,2,3,8,0,0,2,15,1171
02-Nov-04,FALL,GENERAL,PRES,President,6,18,52,2,20,Fond du Lac,City,226,Fond du Lac,20226,24,Ward 8,587,770,5,1,15,0,0,3,24,1381
02-Nov-04,FALL,GENERAL,PRES,President,6,18,52,2,20,Fond du Lac,City,226,Fond du Lac,20226,25,Ward 9,636,1029,8,0,7,1,0,2,18,1683
02-Nov-04,FALL,GENERAL,PRES,President,6,18,52,2,20,Fond du Lac,City,226,Fond du Lac,20226,26,Ward 10,756,1085,6,2,4,0,0,3,15,1856
02-Nov-04,FALL,GENERAL,PRES,President,6,18,52,2,20,Fond du Lac,City,226,Fond du Lac,20226,27,Ward 11,620,803,3,2,7,0,0,3,15,1438
02-Nov-04,FALL,GENERAL,PRES,President,6,18,52,2,20,Fond du Lac,City,226,Fond du Lac,20226,28,Ward 12,680,1092,1,2,7,0,0,0,10,1782
02-Nov-04,FALL,GENERAL,PRES,President,6,18,52,2,20,Fond du Lac,City,226,Fond du Lac,20226,29,Ward 13,689,988,2,0,4,0,0,24,30,1707
02-Nov-04,FALL,GENERAL,PRES,President,6,18,52,2,20,Fond du Lac,City,226,Fond du Lac,20226,30,Ward 14,494,954,3,0,4,0,0,0,7,1455
02-Nov-04,FALL,GENERAL,PRES,President,6,18,52,2,20,Fond du Lac,City,226,Fond du Lac,20226,31,Ward 15,400,723,0,0,3,0,0,3,6,1129
02-Nov-04,FALL,GENERAL,PRES,President,6,18,52,2,20,Fond du Lac,City,226,Fond du Lac,20226,32,Ward 16,181,204,3,1,2,0,0,1,7,392
02-Nov-04,FALL,GENERAL,PRES,President,6,14,41,2,20,Fond du Lac,City,276,Ripon,20276,5,Wards 1 - 3,389,522,2,2,6,0,0,0,10,921
02-Nov-04,FALL,GENERAL,PRES,President,6,14,41,2,20,Fond du Lac,City,276,Ripon,20276,6,Wards 4 - 6,523,574,1,3,7,1,0,0,12,1109
02-Nov-04,FALL,GENERAL,PRES,President,6,14,41,2,20,Fond du Lac,City,276,Ripon,20276,7,Wards 7 & 8,430,452,2,0,7,0,0,4,13,895
02-Nov-04,FALL,GENERAL,PRES,President,6,14,41,2,20,Fond du Lac,City,276,Ripon,20276,8,Wards 9 - 11,437,507,2,0,9,0,1,0,12,956
02-Nov-04,FALL,GENERAL,PRES,President,6,18,53,2,20,Fond du Lac,City,292,Waupun,20292,3,Wards 9 & 10,313,752,0,0,6,0,0,0,6,1071
02-Nov-04,FALL,GENERAL,PRES,President,6,18,53,2,20,Fond du Lac,City,292,Waupun,20292,4,Wards 11 & 12,257,463,2,0,3,0,1,2,8,728
02-Nov-04,FALL,GENERAL,PRES,President,8,12,36,3,21,Forest,Town,2,Alvin,21002,4,Wards 1 & 2,49,68,0,0,0,0,0,0,0,117
02-Nov-04,FALL,GENERAL,PRES,President,8,12,36,3,21,Forest,Town,4,Argonne,21004,4,Wards 1 & 2,116,166,1,0,2,1,0,0,4,286
02-Nov-04,FALL,GENERAL,PRES,President,8,12,36,3,21,Forest,Town,6,Armstrong Creek,21006,2,,146,118,0,0,2,1,0,0,3,267
02-Nov-04,FALL,GENERAL,PRES,President,8,12,36,3,21,Forest,Town,8,Blackwell,21008,2,,99,56,0,0,1,1,0,0,2,157
02-Nov-04,FALL,GENERAL,PRES,President,8,12,36,3,21,Forest,Town,10,Caswell,21010,2,,21,38,0,0,0,0,0,0,0,59
02-Nov-04,FALL,GENERAL,PRES,President,8,12,36,3,21,Forest,Town,12,Crandon,21012,4,Wards 1 & 2,165,176,0,0,0,0,0,0,0,341
02-Nov-04,FALL,GENERAL,PRES,President,8,12,36,3,21,Forest,Town,14,Freedom,21014,2,,91,123,0,0,0,0,0,0,0,214
02-Nov-04,FALL,GENERAL,PRES,President,8,12,36,3,21,Forest,Town,16,Hiles,21016,2,,130,127,0,0,4,0,0,0,4,261
02-Nov-04,FALL,GENERAL,PRES,President,8,12,36,3,21,Forest,Town,18,Laona,21018,5,Wards 1 - 3,351,344,0,0,7,0,0,0,7,702
02-Nov-04,FALL,GENERAL,PRES,President,8,12,36,3,21,Forest,Town,20,Lincoln,21020,5,Wards 1 - 3,269,252,1,0,2,0,0,0,3,524
02-Nov-04,FALL,GENERAL,PRES,President,8,12,36,3,21,Forest,Town,22,Nashville,21022,3,Ward 1,46,94,0,0,0,0,0,0,0,140
02-Nov-04,FALL,GENERAL,PRES,President,8,12,36,3,21,Forest,Town,22,Nashville,21022,4,Ward 2,112,144,0,0,0,0,0,0,0,256
02-Nov-04,FALL,GENERAL,PRES,President,8,12,36,3,21,Forest,Town,22,Nashville,21022,5,Ward 3,147,53,0,0,0,0,1,0,1,201
02-Nov-04,FALL,GENERAL,PRES,President,8,12,36,3,21,Forest,Town,22,Nashville,21022,6,Ward 4,2,10,0,0,0,0,0,0,0,12
02-Nov-04,FALL,GENERAL,PRES,President,8,12,36,3,21,Forest,Town,24,Popple River,21024,2,,25,21,0,0,0,0,0,0,0,46
02-Nov-04,FALL,GENERAL,PRES,President,8,12,36,3,21,Forest,Town,26,Ross,21026,2,,47,45,0,0,0,0,0,0,0,92
02-Nov-04,FALL,GENERAL,PRES,President,8,12,36,3,21,Forest,Town,28,Wabeno,21028,7,Wards 1 - 5,262,277,4,0,6,0,0,0,10,549
02-Nov-04,FALL,GENERAL,PRES,President,8,12,36,3,21,Forest,City,211,Crandon,21211,9,Wards 1 - 4,431,496,1,0,0,0,0,1,2,929
02-Nov-04,FALL,GENERAL,PRES,President,3,17,49,4,22,Grant,Town,2,Beetown,22002,2,,153,173,1,1,4,0,0,0,6,332
02-Nov-04,FALL,GENERAL,PRES,President,3,17,49,4,22,Grant,Town,4,Bloomington,22004,2,Wards 1 & 2,66,110,0,0,2,0,0,0,2,178
02-Nov-04,FALL,GENERAL,PRES,President,3,17,49,4,22,Grant,Town,6,Boscobel,22006,2,Wards 1 & 2,118,116,0,0,0,0,0,0,0,234
02-Nov-04,FALL,GENERAL,PRES,President,3,17,49,4,22,Grant,Town,8,Cassville,22008,2,Wards 1 & 2,105,94,0,0,0,0,0,0,0,199
02-Nov-04,FALL,GENERAL,PRES,President,3,17,49,4,22,Grant,Town,10,Castle Rock,22010,2,,64,72,0,0,2,0,0,0,2,138
02-Nov-04,FALL,GENERAL,PRES,President,3,17,49,4,22,Grant,Town,12,Clifton,22012,2,,69,82,0,0,0,0,0,1,1,152
02-Nov-04,FALL,GENERAL,PRES,President,3,17,49,4,22,Grant,Town,14,Ellenboro,22014,2,Wards 1 & 2,95,152,0,0,2,0,0,0,2,249
02-Nov-04,FALL,GENERAL,PRES,President,3,17,49,4,22,Grant,Town,16,Fennimore,22016,2,Wards 1 & 2,82,152,2,0,1,0,0,0,3,237
02-Nov-04,FALL,GENERAL,PRES,President,3,17,49,4,22,Grant,Town,18,Glen Haven,22018,2,,97,122,0,0,0,0,0,0,0,219
02-Nov-04,FALL,GENERAL,PRES,President,3,17,49,4,22,Grant,Town,20,Harrison,22020,2,,120,161,1,0,4,0,0,0,5,286
02-Nov-04,FALL,GENERAL,PRES,President,3,17,49,4,22,Grant,Town,22,Hazel Green,22022,2,Wards 1 & 2,384,266,0,1,0,0,0,0,1,651
02-Nov-04,FALL,GENERAL,PRES,President,3,17,49,4,22,Grant,Town,24,Hickory Grove,22024,2,Wards 1 & 2,58,116,0,1,0,0,0,0,1,175
02-Nov-04,FALL,GENERAL,PRES,President,3,17,49,4,22,Grant,Town,26,Jamestown,22026,2,Wards 1 - 3,555,540,1,1,3,0,0,0,5,1100
02-Nov-04,FALL,GENERAL,PRES,President,3,17,49,4,22,Grant,Town,28,Liberty,22028,2,,104,163,1,2,0,0,1,0,4,271
02-Nov-04,FALL,GENERAL,PRES,President,3,17,49,4,22,Grant,Town,30,Lima,22030,2,,152,189,0,0,1,0,0,1,2,343
02-Nov-04,FALL,GENERAL,PRES,President,3,17,49,4,22,Grant,Town,32,Little Grant,22032,2,,44,72,0,0,1,0,0,0,1,117
02-Nov-04,FALL,GENERAL,PRES,President,3,17,49,4,22,Grant,Town,34,Marion,22034,2,,117,125,0,0,0,0,0,0,0,242
02-Nov-04,FALL,GENERAL,PRES,President,3,17,49,4,22,Grant,Town,36,Millville,22036,2,,55,30,0,0,3,0,0,0,3,88
02-Nov-04,FALL,GENERAL,PRES,President,3,17,49,4,22,Grant,Town,38,Mount Hope,22038,2,Wards 1 & 2,50,56,0,0,1,0,0,0,1,107
02-Nov-04,FALL,GENERAL,PRES,President,3,17,49,4,22,Grant,Town,40,Mount Ida,22040,2,,98,155,1,0,1,0,0,0,2,255
02-Nov-04,FALL,GENERAL,PRES,President,3,17,49,4,22,Grant,Town,42,Muscoda,22042,2,Wards 1 & 2,132,162,3,2,5,0,0,0,10,304
02-Nov-04,FALL,GENERAL,PRES,President,3,17,49,4,22,Grant,Town,44,North Lancaster,22044,2,,106,169,2,0,2,0,0,0,4,279
02-Nov-04,FALL,GENERAL,PRES,President,3,17,49,4,22,Grant,Town,46,Paris,22046,2,Wards 1 & 2,185,181,0,0,0,0,0,0,0,366
