ELECTION,ELECTION,ELECTION,OFFICE TYPE,OFFICE,US CONGRESS,STATE SENATE,STATE ASSEMBLY,COURT OF APPEALS,COUNTYNO,COUNTY,MUNICIPALITY_TYPE,MUNICIPALITYNO,MUNICIPALITY,HINDI,ORDER,REPORTING UNIT,Joe Biden Barack Obama,Sarah Palin John McCain,Rosa Clemente Cynthia McKinney,Wayne A. Root Bob Barr,Stewart A. Alexander Brian Moore,Robert Moses Gloria LaRiva,Matt Gonzalez Ralph Nader,Darrell L. Castle Chuck Baldwin,David J. Klimisch Jeffrey J. Wamboldt,Scattering 
04-Nov-08,FALL,GENERAL,PRES,President,2,26,76,4,13,Dane,City,251,Madison,13251,116,Ward 116,0,0,0,0,0,0,0,0,0,0
04-Nov-08,FALL,GENERAL,PRES,President,2,26,76,4,13,Dane,City,251,Madison,13251,117,Ward 117,1,0,0,0,0,0,0,0,0,0
04-Nov-08,FALL,GENERAL,PRES,President,2,27,81,4,13,Dane,City,251,Madison,13251,118,Ward 118,0,0,0,0,0,0,0,0,0,0
04-Nov-08,FALL,GENERAL,PRES,President,2,27,79,4,13,Dane,City,251,Madison,13251,119,Ward 119,0,0,0,0,0,0,0,0,0,0
04-Nov-08,FALL,GENERAL,PRES,President,2,27,79,4,13,Dane,City,251,Madison,13251,120,Ward 120,0,0,0,0,0,0,0,0,0,0
04-Nov-08,FALL,GENERAL,PRES,President,2,27,79,4,13,Dane,City,251,Madison,13251,121,Ward 121,0,0,0,0,0,0,0,0,0,0
04-Nov-08,FALL,GENERAL,PRES,President,2,27,79,4,13,Dane,City,251,Madison,13251,122,Ward 122,16,4,0,0,0,0,0,0,0,0
04-Nov-08,FALL,GENERAL,PRES,President,2,27,79,4,13,Dane,City,251,Madison,13251,123,Ward 123,0,0,0,0,0,0,0,0,0,0
04-Nov-08,FALL,GENERAL,PRES,President,2,27,79,4,13,Dane,City,251,Madison,13251,124,Ward 124,0,0,0,0,0,0,0,0,0,0
04-Nov-08,FALL,GENERAL,PRES,President,2,27,79,4,13,Dane,City,251,Madison,13251,125,Ward 125,2,0,0,0,0,0,0,0,0,0
04-Nov-08,FALL,GENERAL,PRES,President,2,27,79,4,13,Dane,City,251,Madison,13251,126,Ward 126,0,0,0,0,0,0,0,0,0,0
04-Nov-08,FALL,GENERAL,PRES,President,2,27,79,4,13,Dane,City,251,Madison,13251,127,Ward 127,0,0,0,0,0,0,0,0,0,0
04-Nov-08,FALL,GENERAL,PRES,President,2,27,79,4,13,Dane,City,251,Madison,13251,128,Ward 128,0,0,0,0,0,0,0,0,0,0
04-Nov-08,FALL,GENERAL,PRES,President,2,27,79,4,13,Dane,City,251,Madison,13251,129,Ward 129,0,0,0,0,0,0,0,0,0,0
04-Nov-08,FALL,GENERAL,PRES,President,2,27,79,4,13,Dane,City,251,Madison,13251,130,Ward 130,0,0,0,0,0,0,0,0,0,0
04-Nov-08,FALL,GENERAL,PRES,President,2,16,48,4,13,Dane,City,251,Madison,13251,131,Ward 131,1,0,0,0,0,0,0,0,0,0
04-Nov-08,FALL,GENERAL,PRES,President,2,27,79,4,13,Dane,City,251,Madison,13251,132,Ward 132,1,0,0,0,0,0,0,0,0,0
04-Nov-08,FALL,GENERAL,PRES,President,2,27,81,4,13,Dane,City,251,Madison,13251,133,Ward 133,0,2,0,0,0,0,0,0,0,0
04-Nov-08,FALL,GENERAL,PRES,President,2,27,79,4,13,Dane,City,251,Madison,13251,134,Ward 134,0,0,0,0,0,0,0,0,0,0
04-Nov-08,FALL,GENERAL,PRES,President,2,27,79,4,13,Dane,City,251,Madison,13251,135,Ward 135,7,3,0,0,0,0,0,0,0,0
04-Nov-08,FALL,GENERAL,PRES,President,2,27,81,4,13,Dane,City,251,Madison,13251,136,Ward 136,0,0,0,0,0,0,0,0,0,0
04-Nov-08,FALL,GENERAL,PRES,President,2,27,79,4,13,Dane,City,251,Madison,13251,137,Ward 137,11,3,0,0,0,0,0,0,0,0
04-Nov-08,FALL,GENERAL,PRES,President,2,27,81,4,13,Dane,City,251,Madison,13251,138,Ward 138,3,0,0,0,0,0,0,0,0,0
04-Nov-08,FALL,GENERAL,PRES,President,2,27,81,4,13,Dane,City,251,Madison,13251,139,Ward 139,0,0,0,0,0,0,0,0,0,0
04-Nov-08,FALL,GENERAL,PRES,President,2,26,76,4,13,Dane,City,251,Madison,13251,140,Ward 140,0,0,0,0,0,0,0,0,0,0
04-Nov-08,FALL,GENERAL,PRES,President,2,27,79,4,13,Dane,City,251,Madison,13251,141,Ward 141,1,0,0,0,0,0,0,0,0,0
04-Nov-08,FALL,GENERAL,PRES,President,2,27,79,4,13,Dane,City,251,Madison,13251,142,Ward 142,11,3,0,0,0,0,0,0,0,0
04-Nov-08,FALL,GENERAL,PRES,President,2,27,81,4,13,Dane,City,251,Madison,13251,143,Ward 143,0,0,0,0,0,0,0,0,0,0
04-Nov-08,FALL,GENERAL,PRES,President,2,27,81,4,13,Dane,City,251,Madison,13251,144,Ward 144,0,0,0,0,0,0,0,0,0,0
04-Nov-08,FALL,GENERAL,PRES,President,2,27,79,4,13,Dane,City,251,Madison,13251,145,Ward 145,0,0,0,0,0,0,0,0,0,0
04-Nov-08,FALL,GENERAL,PRES,President,2,27,79,4,13,Dane,City,255,Middleton,13255,9,Wards 1 & 9,1069,349,0,7,0,0,2,0,0,10
04-Nov-08,FALL,GENERAL,PRES,President,2,26,77,4,13,Dane,City,255,Middleton,13255,10,Wards 2 - 4,2609,954,3,8,0,0,15,2,0,9
04-Nov-08,FALL,GENERAL,PRES,President,2,27,79,4,13,Dane,City,255,Middleton,13255,12,"Wards 5 - 7, 10, 12 & 13",3219,1003,1,13,4,0,19,2,1,6
04-Nov-08,FALL,GENERAL,PRES,President,2,27,81,4,13,Dane,City,255,Middleton,13255,13,"Wards 8, 11 & 14",724,417,0,2,0,0,3,0,0,1
04-Nov-08,FALL,GENERAL,PRES,President,2,16,48,4,13,Dane,City,258,Monona,13258,4,Wards 1 - 5,2070,683,6,4,1,1,18,3,0,4
04-Nov-08,FALL,GENERAL,PRES,President,2,16,48,4,13,Dane,City,258,Monona,13258,5,Wards 6 - 10,1750,544,3,9,1,1,22,2,0,4
04-Nov-08,FALL,GENERAL,PRES,President,2,16,46,4,13,Dane,City,281,Stoughton,13281,7,Wards 1 - 3,1150,444,1,5,0,0,4,5,0,2
04-Nov-08,FALL,GENERAL,PRES,President,2,16,46,4,13,Dane,City,281,Stoughton,13281,8,Wards 4 & 5,1198,412,1,1,0,0,7,3,1,2
04-Nov-08,FALL,GENERAL,PRES,President,2,16,46,4,13,Dane,City,281,Stoughton,13281,9,Wards 6 - 8,1174,467,3,6,3,0,6,5,1,3
04-Nov-08,FALL,GENERAL,PRES,President,2,16,46,4,13,Dane,City,281,Stoughton,13281,10,Wards 9 & 10,1191,660,0,8,3,0,4,2,0,2
04-Nov-08,FALL,GENERAL,PRES,President,2,16,46,4,13,Dane,City,282,Sun Prairie,13282,10,"Wards 1 - 4, 18, 19, 22 & 25",2410,1185,4,9,0,0,17,3,1,1
04-Nov-08,FALL,GENERAL,PRES,President,2,16,46,4,13,Dane,City,282,Sun Prairie,13282,11,Wards 5 - 9,2294,1230,6,11,1,0,26,3,0,12
04-Nov-08,FALL,GENERAL,PRES,President,2,16,46,4,13,Dane,City,282,Sun Prairie,13282,13,"Wards 10 - 13, 20, 29, 30 & 33",1963,803,3,13,0,0,15,4,1,0
04-Nov-08,FALL,GENERAL,PRES,President,2,16,46,4,13,Dane,City,282,Sun Prairie,13282,15,Wards 14 - 17,2831,1873,6,17,0,0,15,9,0,8
04-Nov-08,FALL,GENERAL,PRES,President,2,16,47,4,13,Dane,City,282,Sun Prairie,13282,18,"Wards 21, 23, 26 - 28",2,0,0,0,0,0,0,0,0,0
04-Nov-08,FALL,GENERAL,PRES,President,2,27,81,4,13,Dane,City,282,Sun Prairie,13282,19,"Wards 24, 31 & 34",2,2,0,0,0,0,0,0,0,0
04-Nov-08,FALL,GENERAL,PRES,President,2,27,81,4,13,Dane,City,282,Sun Prairie,13282,20,Ward 32,0,0,0,0,0,0,0,0,0,0
04-Nov-08,FALL,GENERAL,PRES,President,2,27,79,4,13,Dane,City,286,Verona,13286,4,Wards 1 - 4,1857,969,2,2,1,1,12,3,1,6
04-Nov-08,FALL,GENERAL,PRES,President,2,27,79,4,13,Dane,City,286,Verona,13286,5,Wards 5 - 8,2123,970,2,12,0,0,18,4,0,6
04-Nov-08,FALL,GENERAL,PRES,President,6,13,38,4,14,Dodge,Town,2,Ashippun,14002,2,Wards 1 - 3,440,1045,2,6,0,0,7,1,0,6
04-Nov-08,FALL,GENERAL,PRES,President,6,13,39,4,14,Dodge,Town,4,Beaver Dam,14004,2,Wards 1 - 5,996,953,1,3,0,0,12,2,1,3
04-Nov-08,FALL,GENERAL,PRES,President,6,13,39,4,14,Dodge,Town,6,Burnett,14006,2,Wards 1 & 2,225,309,0,0,0,0,6,4,0,1
04-Nov-08,FALL,GENERAL,PRES,President,6,13,39,4,14,Dodge,Town,8,Calamus,14008,4,Wards 1 & 2,240,250,0,0,0,0,5,1,0,4
04-Nov-08,FALL,GENERAL,PRES,President,6,13,39,4,14,Dodge,Town,10,Chester,14010,3,Wards 1 & 2,122,263,1,1,0,0,2,2,0,0
04-Nov-08,FALL,GENERAL,PRES,President,6,13,38,4,14,Dodge,Town,12,Clyman,14012,2,Wards 1 & 2,138,274,0,0,0,0,4,1,0,2
04-Nov-08,FALL,GENERAL,PRES,President,6,13,38,4,14,Dodge,Town,14,Elba,14014,2,Wards 1 & 2,301,292,1,1,0,0,3,0,0,1
04-Nov-08,FALL,GENERAL,PRES,President,6,13,38,4,14,Dodge,Town,16,Emmet,14016,2,Wards 1 & 2,260,454,0,0,0,0,2,2,0,0
04-Nov-08,FALL,GENERAL,PRES,President,6,13,39,4,14,Dodge,Town,18,Fox Lake,14018,2,Wards 1 - 4,288,393,1,2,0,0,6,1,0,0
04-Nov-08,FALL,GENERAL,PRES,President,6,13,39,4,14,Dodge,Town,20,Herman,14020,2,Wards 1 & 2,159,490,2,0,0,0,6,0,0,1
04-Nov-08,FALL,GENERAL,PRES,President,6,13,39,4,14,Dodge,Town,22,Hubbard,14022,2,Wards 1 - 3,390,589,1,3,0,0,6,0,0,1
04-Nov-08,FALL,GENERAL,PRES,President,6,13,38,4,14,Dodge,Town,24,Hustisford,14024,2,Wards 1 - 3,269,527,0,2,0,0,7,2,0,0
04-Nov-08,FALL,GENERAL,PRES,President,6,13,38,4,14,Dodge,Town,26,Lebanon,14026,2,Wards 1 & 2,368,539,2,2,1,0,10,5,0,0
04-Nov-08,FALL,GENERAL,PRES,President,6,13,39,4,14,Dodge,Town,28,Leroy,14028,2,Wards 1 & 2,187,334,0,0,0,0,3,0,0,2
04-Nov-08,FALL,GENERAL,PRES,President,6,13,39,4,14,Dodge,Town,30,Lomira,14030,3,Wards 1 & 2,182,428,1,1,0,0,6,0,1,0
04-Nov-08,FALL,GENERAL,PRES,President,6,13,38,4,14,Dodge,Town,32,Lowell,14032,3,Wards 1 & 2,234,333,1,1,0,0,10,2,0,1
04-Nov-08,FALL,GENERAL,PRES,President,6,13,39,4,14,Dodge,Town,34,Oak Grove,14034,2,Wards 1 - 3,273,311,0,0,0,0,5,0,0,1
04-Nov-08,FALL,GENERAL,PRES,President,6,13,38,4,14,Dodge,Town,36,Portland,14036,2,Wards 1 & 2,302,277,0,3,0,0,6,0,0,1
04-Nov-08,FALL,GENERAL,PRES,President,6,13,39,4,14,Dodge,Town,38,Rubicon,14038,2,Wards 1 - 3,353,906,0,2,0,0,9,2,0,2
04-Nov-08,FALL,GENERAL,PRES,President,6,13,38,4,14,Dodge,Town,40,Shields,14040,2,,123,181,0,0,0,0,5,3,0,0
04-Nov-08,FALL,GENERAL,PRES,President,6,20,59,4,14,Dodge,Town,42,Theresa,14042,2,Wards 1 & 2,187,422,1,0,0,0,3,1,0,0
04-Nov-08,FALL,GENERAL,PRES,President,6,13,39,4,14,Dodge,Town,44,Trenton,14044,2,Wards 1 - 3,248,448,0,0,0,0,3,2,0,0
04-Nov-08,FALL,GENERAL,PRES,President,6,13,39,4,14,Dodge,Town,46,Westford,14046,2,Wards 1 & 2,330,367,1,2,0,0,6,0,1,2
04-Nov-08,FALL,GENERAL,PRES,President,6,13,39,4,14,Dodge,Town,48,Williamstown,14048,2,,138,290,2,1,0,0,2,0,0,1
04-Nov-08,FALL,GENERAL,PRES,President,6,13,39,4,14,Dodge,Village,106,Brownsville,14106,2,,114,210,1,0,0,0,2,0,0,0
04-Nov-08,FALL,GENERAL,PRES,President,6,13,38,4,14,Dodge,Village,111,Clyman,14111,2,,112,88,1,1,0,0,3,0,0,0
04-Nov-08,FALL,GENERAL,PRES,President,6,13,38,4,14,Dodge,Village,136,Hustisford,14136,2,Wards 1 & 2,237,324,1,2,0,0,2,4,0,1
04-Nov-08,FALL,GENERAL,PRES,President,6,13,39,4,14,Dodge,Village,141,Iron Ridge,14141,2,,191,279,2,2,0,0,8,1,0,0
04-Nov-08,FALL,GENERAL,PRES,President,6,13,39,4,14,Dodge,Village,143,Kekoskee,14143,2,,37,63,1,0,0,0,1,1,0,0
04-Nov-08,FALL,GENERAL,PRES,President,6,13,39,4,14,Dodge,Village,146,Lomira,14146,2,Wards 1 - 3,456,681,0,1,0,1,7,4,1,1
04-Nov-08,FALL,GENERAL,PRES,President,6,13,38,4,14,Dodge,Village,147,Lowell,14147,2,,66,92,0,0,0,0,1,0,0,0
04-Nov-08,FALL,GENERAL,PRES,President,6,13,39,4,14,Dodge,Village,161,Neosho,14161,2,,125,203,1,1,0,0,2,0,1,2
04-Nov-08,FALL,GENERAL,PRES,President,6,13,39,4,14,Dodge,Village,176,Randolph,14176,2,Wards 1 & 2,228,405,1,0,0,0,3,1,0,0
04-Nov-08,FALL,GENERAL,PRES,President,6,13,38,4,14,Dodge,Village,177,Reeseville,14177,2,,173,141,1,0,0,0,2,1,0,0
04-Nov-08,FALL,GENERAL,PRES,President,6,20,59,4,14,Dodge,Village,186,Theresa,14186,2,Wards 1 - 3,270,380,1,3,0,0,8,2,3,1
04-Nov-08,FALL,GENERAL,PRES,President,6,13,39,4,14,Dodge,City,206,Beaver Dam,14206,13,"Wards 1, 3 & 5",927,556,0,3,0,0,11,3,1,5
04-Nov-08,FALL,GENERAL,PRES,President,6,13,39,4,14,Dodge,City,206,Beaver Dam,14206,14,Wards 2 & 6,690,472,3,1,0,0,11,1,1,0
04-Nov-08,FALL,GENERAL,PRES,President,6,13,39,4,14,Dodge,City,206,Beaver Dam,14206,15,Wards 4 & 10,548,313,3,4,0,0,13,2,0,3
04-Nov-08,FALL,GENERAL,PRES,President,6,13,39,4,14,Dodge,City,206,Beaver Dam,14206,16,"Wards 7, 12 & 13",970,544,0,4,0,0,6,0,1,4
04-Nov-08,FALL,GENERAL,PRES,President,6,13,39,4,14,Dodge,City,206,Beaver Dam,14206,17,Wards 8 & 14,570,393,1,2,0,0,3,1,0,1
04-Nov-08,FALL,GENERAL,PRES,President,6,13,39,4,14,Dodge,City,206,Beaver Dam,14206,18,Wards 9 & 11,684,546,1,3,0,0,8,0,0,1
04-Nov-08,FALL,GENERAL,PRES,President,6,13,38,4,14,Dodge,City,211,Columbus,14211,2,Ward 9,0,0,0,0,0,0,0,0,0,0
04-Nov-08,FALL,GENERAL,PRES,President,6,13,39,4,14,Dodge,City,226,Fox Lake,14226,5,Wards 1 - 3,370,341,1,0,0,0,3,0,1,4
04-Nov-08,FALL,GENERAL,PRES,President,6,33,99,4,14,Dodge,City,230,Hartford,14230,2,Ward 16,0,0,0,0,0,0,0,0,0,0
04-Nov-08,FALL,GENERAL,PRES,President,6,13,39,4,14,Dodge,City,230,Hartford,14230,3,Ward 39,0,0,0,0,0,0,0,0,0,0
04-Nov-08,FALL,GENERAL,PRES,President,6,13,39,4,14,Dodge,City,236,Horicon,14236,5,Wards 1 - 6,944,836,0,6,0,0,15,4,0,9
04-Nov-08,FALL,GENERAL,PRES,President,6,13,39,4,14,Dodge,City,241,Juneau,14241,5,Wards 1 - 3,478,530,4,2,0,0,7,1,1,0
04-Nov-08,FALL,GENERAL,PRES,President,6,13,39,4,14,Dodge,City,251,Mayville,14251,6,Wards 1 - 7,1223,1309,2,2,0,0,15,5,0,5
04-Nov-08,FALL,GENERAL,PRES,President,6,13,38,4,14,Dodge,City,291,Watertown,14291,10,Wards 1 & 2,708,825,0,7,0,0,4,6,3,3
04-Nov-08,FALL,GENERAL,PRES,President,6,13,38,4,14,Dodge,City,291,Watertown,14291,11,Wards 3 & 4,538,642,1,1,0,0,3,2,0,1
04-Nov-08,FALL,GENERAL,PRES,President,6,13,38,4,14,Dodge,City,291,Watertown,14291,12,Wards 5 & 6,482,595,2,1,0,0,5,3,1,2
04-Nov-08,FALL,GENERAL,PRES,President,6,13,38,4,14,Dodge,City,291,Watertown,14291,13,Ward 7,258,301,1,2,0,0,3,2,0,1
04-Nov-08,FALL,GENERAL,PRES,President,6,18,53,4,14,Dodge,City,292,Waupun,14292,9,Wards 1 - 3 & 8,583,646,2,4,0,0,15,3,0,8
04-Nov-08,FALL,GENERAL,PRES,President,6,18,53,4,14,Dodge,City,292,Waupun,14292,10,Wards 4 - 7,448,625,4,3,0,0,8,3,3,1
04-Nov-08,FALL,GENERAL,PRES,President,8,1,1,3,15,Door,Town,2,Baileys Harbor,15002,2,Wards 1 & 2,496,277,1,1,0,0,2,0,0,1
04-Nov-08,FALL,GENERAL,PRES,President,8,1,1,3,15,Door,Town,4,Brussels,15004,2,Wards 1 & 2,305,261,1,0,0,0,4,2,0,0
04-Nov-08,FALL,GENERAL,PRES,President,8,1,1,3,15,Door,Town,6,Claybanks,15006,2,,144,119,1,0,0,0,1,1,0,0
04-Nov-08,FALL,GENERAL,PRES,President,8,1,1,3,15,Door,Town,8,Egg Harbor,15008,5,Ward 1,362,241,0,1,0,0,3,1,0,0
04-Nov-08,FALL,GENERAL,PRES,President,8,1,1,3,15,Door,Town,8,Egg Harbor,15008,6,Wards 2 & 3,189,124,0,0,0,0,0,0,1,0
04-Nov-08,FALL,GENERAL,PRES,President,8,1,1,3,15,Door,Town,10,Forestville,15010,2,Wards 1 & 2,378,229,0,1,0,0,4,2,0,2
04-Nov-08,FALL,GENERAL,PRES,President,8,1,1,3,15,Door,Town,12,Gardner,15012,2,,399,289,0,0,0,0,8,0,0,1
04-Nov-08,FALL,GENERAL,PRES,President,8,1,1,3,15,Door,Town,14,Gibraltar,15014,2,Wards 1 & 2,512,288,1,2,0,0,3,2,0,3
04-Nov-08,FALL,GENERAL,PRES,President,8,1,1,3,15,Door,Town,16,Jacksonport,15016,2,,282,226,0,0,0,0,0,0,0,1
04-Nov-08,FALL,GENERAL,PRES,President,8,1,1,3,15,Door,Town,18,Liberty Grove,15018,2,Wards 1 - 3,862,555,6,6,0,0,8,6,0,1
04-Nov-08,FALL,GENERAL,PRES,President,8,1,1,3,15,Door,Town,20,Nasewaupee,15020,2,Wards 1 - 3,665,536,3,3,0,0,5,1,0,3
04-Nov-08,FALL,GENERAL,PRES,President,8,1,1,3,15,Door,Town,22,Sevastopol,15022,5,Wards 1 - 3,921,820,1,3,0,0,10,1,0,5
04-Nov-08,FALL,GENERAL,PRES,President,8,1,1,3,15,Door,Town,24,Sturgeon Bay,15024,4,Wards 1 & 2,283,243,2,2,0,0,2,0,0,1
04-Nov-08,FALL,GENERAL,PRES,President,8,1,1,3,15,Door,Town,26,Union,15026,2,,328,254,1,1,0,0,1,1,0,1
04-Nov-08,FALL,GENERAL,PRES,President,8,1,1,3,15,Door,Town,28,Washington,15028,2,,277,293,1,2,0,0,5,1,0,1
04-Nov-08,FALL,GENERAL,PRES,President,8,1,1,3,15,Door,Village,118,Egg Harbor,15118,2,,116,73,0,1,0,0,0,0,0,0
04-Nov-08,FALL,GENERAL,PRES,President,8,1,1,3,15,Door,Village,121,Ephraim,15121,2,,123,121,0,3,0,0,2,0,0,1
04-Nov-08,FALL,GENERAL,PRES,President,8,1,1,3,15,Door,Village,127,Forestville,15127,2,,151,95,1,2,0,0,3,0,0,0
04-Nov-08,FALL,GENERAL,PRES,President,8,1,1,3,15,Door,Village,181,Sister Bay,15181,2,,338,280,0,1,0,0,3,3,0,1
04-Nov-08,FALL,GENERAL,PRES,President,8,1,1,3,15,Door,City,281,Sturgeon Bay,15281,11,Wards 1 & 2,425,167,2,0,0,0,2,1,0,3
04-Nov-08,FALL,GENERAL,PRES,President,8,1,1,3,15,Door,City,281,Sturgeon Bay,15281,12,Wards 3 & 4,405,207,3,1,1,0,4,1,0,6
04-Nov-08,FALL,GENERAL,PRES,President,8,1,1,3,15,Door,City,281,Sturgeon Bay,15281,13,Wards 5 & 6,460,337,0,2,0,0,2,0,0,4
04-Nov-08,FALL,GENERAL,PRES,President,8,1,1,3,15,Door,City,281,Sturgeon Bay,15281,14,Wards 7 & 8,435,275,0,0,0,0,7,1,1,0
04-Nov-08,FALL,GENERAL,PRES,President,8,1,1,3,15,Door,City,281,Sturgeon Bay,15281,15,Wards 9 & 10,428,270,2,1,0,0,9,1,0,1
04-Nov-08,FALL,GENERAL,PRES,President,8,1,1,3,15,Door,City,281,Sturgeon Bay,15281,16,Wards 11 & 12,401,205,1,1,0,0,3,0,0,1
04-Nov-08,FALL,GENERAL,PRES,President,8,1,1,3,15,Door,City,281,Sturgeon Bay,15281,17,Wards 13 & 14,339,257,1,1,0,0,4,2,0,0
04-Nov-08,FALL,GENERAL,PRES,President,8,1,1,3,15,Door,City,281,Sturgeon Bay,15281,18,Wards 15 - 17,28,19,0,0,0,0,0,0,0,0
04-Nov-08,FALL,GENERAL,PRES,President,8,1,1,3,15,Door,City,281,Sturgeon Bay,15281,20,"Wards 18, 19 & 25",36,21,0,0,0,0,0,0,0,0
04-Nov-08,FALL,GENERAL,PRES,President,8,1,1,3,15,Door,City,281,Sturgeon Bay,15281,21,"Wards 20, 21 & 24",27,19,0,0,0,0,1,0,0,0
04-Nov-08,FALL,GENERAL,PRES,President,8,1,1,3,15,Door,City,281,Sturgeon Bay,15281,22,Wards 22 & 23,5,1,0,0,0,0,0,0,0,0
04-Nov-08,FALL,GENERAL,PRES,President,8,1,1,3,15,Door,City,281,Sturgeon Bay,15281,23,Ward 26,1,3,0,0,0,0,0,0,0,0
04-Nov-08,FALL,GENERAL,PRES,President,8,1,1,3,15,Door,City,281,Sturgeon Bay,15281,24,Ward 27,20,6,0,0,0,0,1,0,0,0
04-Nov-08,FALL,GENERAL,PRES,President,8,1,1,3,15,Door,City,281,Sturgeon Bay,15281,25,Ward 28,1,1,0,0,0,0,0,0,0,0
04-Nov-08,FALL,GENERAL,PRES,President,7,25,73,3,16,Douglas,Town,2,Amnicon,16002,2,Wards 1 & 2,383,208,0,6,0,0,5,1,1,2
04-Nov-08,FALL,GENERAL,PRES,President,7,25,73,3,16,Douglas,Town,4,Bennett,16004,2,,194,161,1,1,0,0,3,3,0,1
04-Nov-08,FALL,GENERAL,PRES,President,7,25,73,3,16,Douglas,Town,6,Brule,16006,2,,256,120,2,2,0,0,2,0,0,3
04-Nov-08,FALL,GENERAL,PRES,President,7,25,73,3,16,Douglas,Town,8,Cloverland,16008,2,,74,56,0,0,0,0,1,4,0,0
04-Nov-08,FALL,GENERAL,PRES,President,7,25,73,3,16,Douglas,Town,10,Dairyland,16010,2,,63,51,0,0,0,0,3,0,0,0
04-Nov-08,FALL,GENERAL,PRES,President,7,25,73,3,16,Douglas,Town,12,Gordon,16012,2,,233,190,1,1,0,0,4,0,0,0
04-Nov-08,FALL,GENERAL,PRES,President,7,25,73,3,16,Douglas,Town,14,Hawthorne,16014,2,Wards 1 & 2,334,254,1,3,0,0,4,1,0,1
04-Nov-08,FALL,GENERAL,PRES,President,7,25,73,3,16,Douglas,Town,16,Highland,16016,2,,109,83,0,0,0,0,1,0,0,0
04-Nov-08,FALL,GENERAL,PRES,President,7,25,73,3,16,Douglas,Town,18,Lakeside,16018,2,,215,156,3,0,0,0,2,3,0,0
04-Nov-08,FALL,GENERAL,PRES,President,7,25,73,3,16,Douglas,Town,20,Maple,16020,2,Wards 1 & 2,278,120,0,1,0,0,2,0,0,2
04-Nov-08,FALL,GENERAL,PRES,President,7,25,73,3,16,Douglas,Town,22,Oakland,16022,2,Wards 1 & 2,465,202,0,2,0,0,2,1,0,1
04-Nov-08,FALL,GENERAL,PRES,President,7,25,73,3,16,Douglas,Town,24,Parkland,16024,2,Wards 1 & 2,472,182,0,2,0,0,4,0,0,0
04-Nov-08,FALL,GENERAL,PRES,President,7,25,73,3,16,Douglas,Town,26,Solon Springs,16026,2,,297,237,0,3,1,0,7,0,0,3
04-Nov-08,FALL,GENERAL,PRES,President,7,25,73,3,16,Douglas,Town,28,Summit,16028,3,Wards 1 & 2,430,178,1,1,0,0,10,2,0,1
04-Nov-08,FALL,GENERAL,PRES,President,7,25,73,3,16,Douglas,Town,30,Superior,16030,2,Wards 1 - 3,792,474,2,5,0,0,10,2,1,1
04-Nov-08,FALL,GENERAL,PRES,President,7,25,73,3,16,Douglas,Town,32,Wascott,16032,2,,295,211,0,2,0,0,3,2,0,3
04-Nov-08,FALL,GENERAL,PRES,President,7,25,73,3,16,Douglas,Village,146,Lake Nebagamon,16146,2,Wards 1 & 2,389,342,2,0,0,0,5,0,2,2
04-Nov-08,FALL,GENERAL,PRES,President,7,25,73,3,16,Douglas,Village,165,Oliver,16165,2,,177,53,1,0,0,0,0,0,0,0
04-Nov-08,FALL,GENERAL,PRES,President,7,25,73,3,16,Douglas,Village,171,Poplar,16171,2,,170,169,0,0,0,0,5,1,0,0
04-Nov-08,FALL,GENERAL,PRES,President,7,25,73,3,16,Douglas,Village,181,Solon Springs,16181,2,,215,118,0,1,0,0,2,0,0,3
04-Nov-08,FALL,GENERAL,PRES,President,7,25,73,3,16,Douglas,Village,182,Superior,16182,2,,278,116,1,1,0,0,3,0,0,0
04-Nov-08,FALL,GENERAL,PRES,President,7,25,73,3,16,Douglas,City,281,Superior,16281,21,Wards 1 - 5,1069,485,1,3,0,0,13,0,0,1
04-Nov-08,FALL,GENERAL,PRES,President,7,25,73,3,16,Douglas,City,281,Superior,16281,22,Wards 6 - 8,1057,404,4,2,1,0,8,2,1,2
04-Nov-08,FALL,GENERAL,PRES,President,7,25,73,3,16,Douglas,City,281,Superior,16281,23,Wards 9 - 12,939,427,3,3,1,0,9,1,1,3
04-Nov-08,FALL,GENERAL,PRES,President,7,25,73,3,16,Douglas,City,281,Superior,16281,24,Wards 13 - 19,1006,476,1,4,0,0,14,1,0,1
04-Nov-08,FALL,GENERAL,PRES,President,7,25,73,3,16,Douglas,City,281,Superior,16281,25,Wards 20 - 24,1133,528,1,8,0,1,11,1,1,3
04-Nov-08,FALL,GENERAL,PRES,President,7,25,73,3,16,Douglas,City,281,Superior,16281,26,Wards 25 - 27,750,261,4,2,0,2,9,6,0,5
04-Nov-08,FALL,GENERAL,PRES,President,7,25,73,3,16,Douglas,City,281,Superior,16281,27,Wards 28 - 31,952,360,4,3,0,2,10,1,0,4
04-Nov-08,FALL,GENERAL,PRES,President,7,25,73,3,16,Douglas,City,281,Superior,16281,28,Wards 32 - 37,950,386,0,1,0,1,13,2,0,3
04-Nov-08,FALL,GENERAL,PRES,President,7,25,73,3,16,Douglas,City,281,Superior,16281,29,Wards 38 - 43,980,570,1,0,1,1,13,5,1,6
04-Nov-08,FALL,GENERAL,PRES,President,7,25,73,3,16,Douglas,City,281,Superior,16281,30,Wards 44 - 47,875,257,3,6,0,1,10,0,0,3
04-Nov-08,FALL,GENERAL,PRES,President,3,23,67,3,17,Dunn,Town,2,Colfax,17002,2,Wards 1 - 3,323,239,3,2,0,0,7,0,1,2
